case_id,arm_id,p_wallplug_heat_MW,R,a,I_coil_A,n_e0,T_i0_keV,eta_source_heat,tau_ratio_ash,is_baseline_point,j_wp,eta_couple_heat,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,wall_load_peak,wall_peak_calibration,beta,B_axis,B_peak,sigma_wp,eps_cond,plasma_volume,heating_capital,total_capital,magnet_capital,magnet_capital_1cfe_form,overnight_capital,cas72,replacement_cost_per_event,fuel,p_cryo,vol_cold,special_materials,beta_ok,cond_strain_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible,feasible_but_wall,p_aux_required_MW_oracle,ignited,feasible_driven,feasible_driven_but_wall,p_net_MW_oracle,core_life_fpy_from_peak,n_replacements_from_peak,wall_margin,cas72_at_limit_oracle,cas72_from_peak_oracle,lifetime_charge_above_limit_per_MWh,cas72_per_MWh,magnet_capital_shadow,lcoe_magnet_shadow,He_over_ne_oracle,wall_load_shadow_lo,wall_load_ok_shadow_lo,wall_load_shadow_hi,wall_load_ok_shadow_hi,feasible_shadow_lo,feasible_shadow_hi
20260904-wall-and-heating:c1320,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.048e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,284.8623781555902,279.45600699349313,3243.7964562974066,2.89245713136235,3.807748745134324,1.3164408570995383,0.031022584393195912,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,16547180836.838055,5877245171.080889,6569838905.282311,16547180836.838055,164492830.61542374,1100166668.8308578,634094.1514037481,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,95.32445935621911,False,False,False,938.1250016897025,4.727202660890122,5.0,0.24225125486567567,173267538.92056072,164492830.61542374,-1.2561715292081115,23.54849909449179,5611461818.181819,280.8431661184744,0.10955640237085965,3.3263257010667022,satisfied,5.293196550393101,violated,False,False
20260904-wall-and-heating:c1321,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.554e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,242.23391246589267,237.76930071012433,3952.3946011458443,3.524306196169725,4.639540669566887,1.3164408570995383,0.03476126099225636,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,17531967962.597897,5877245171.080889,6569838905.282311,17531967962.597897,231209252.27536923,1231085551.6936696,772610.2221244151,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,82.50844190259829,False,False,False,1203.620358672793,3.8796944098520743,6.0,-0.5895406695668868,193886226.3199661,231209252.27536923,4.16451365015404,25.79839288200298,5611461818.181819,239.10126081876683,0.11690266174196165,4.0529521255951835,violated,6.449480338990597,violated,False,False
20260904-wall-and-heating:c1322,arm-fence-p100,100.0,14.2,1.5,15000000.0,5.06e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,213.80481234826283,209.98136721203747,4708.018118374416,4.198087261189946,5.526533592299546,1.3164408570995383,0.03848068419435342,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,18545813314.326004,5877245171.080889,6569838905.282311,18545813314.326004,310175778.9470102,1360791404.0740464,920318.7665392737,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,67.39688849561855,False,False,False,1486.735036448767,3.2570144918833916,7.0,-1.4765335922995462,214313871.0234948,310175778.9470102,8.659433081163817,28.018912406088464,5611461818.181819,211.268702546131,0.1236945068290196,4.827800350368438,violated,7.682499687977602,violated,False,False
20260904-wall-and-heating:c1323,arm-fence-p100,100.0,14.2,1.5,15000000.0,3.036e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,411.7658461508113,403.59034813366355,2249.729295330948,2.006058527896172,2.6408574078554747,1.3164408570995383,0.02494032940085602,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,15088135504.030527,5877245171.080889,6569838905.282311,15088135504.030527,80504724.23351456,895517675.7845811,439774.8772558119,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,121.92458236151202,False,False,False,565.6709984091724,6.815968157333044,3.0,1.409142592144525,141036942.9824185,80504724.23351456,-14.37141887374277,19.11324476762117,5611461818.181819,405.10026967665175,0.09321791744248223,2.3069673070805976,satisfied,3.671087106049995,satisfied,False,False
20260904-wall-and-heating:c1324,arm-fence-p100,100.0,14.2,1.5,15000000.0,3.542e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,311.54695901399884,305.53622978253446,2931.124786673399,2.613651289885096,3.4407173442156496,1.3164408570995383,0.028959357466479145,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,16099563146.585619,5877245171.080889,6569838905.282311,16099563146.585619,131435995.98048054,1038846173.865623,572973.3999357187,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,111.52052868075964,False,False,False,820.9741494770132,5.231467220130895,4.0,0.6092826557843503,163610046.51597098,131435995.98048054,-5.263240621930491,21.501155798374608,5611461818.181819,306.9542159885181,0.1020146846741986,3.0056989833678602,satisfied,4.782981860489726,violated,False,False
20260904-wall-and-heating:c1325,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.048e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,256.94064341181684,252.1611809851103,3675.7146627819156,3.2775937801449797,4.3147583651581725,1.3164408570995383,0.032952985956959335,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,17151864091.485119,5877245171.080889,6569838905.282311,17151864091.485119,208728046.1979278,1181169378.711646,718525.099000638,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,95.91630232363116,False,False,False,1099.9547767911151,4.17172839743487,6.0,-0.26475836515817264,186024824.32519445,208728046.1979278,2.7719770573766103,25.484900712994786,5611461818.181819,253.51275403066407,0.1100321156455814,3.7692328471667262,satisfied,5.997996617665313,violated,False,False
20260904-wall-and-heating:c1326,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.554e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,221.61818593477136,217.62629048209314,4478.043266134636,3.993021249694813,5.256576316364909,1.3164408570995383,0.03692391247946353,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,18240680742.5115,5877245171.080889,6569838905.282311,18240680742.5115,289612435.40899736,1322253815.8982697,875363.5078663429,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,76.0396176139177,False,False,False,1400.5687714981386,3.42428206434708,7.0,-1.2065763163649095,208244506.03696334,289612435.40899736,7.802356569750201,27.770885968635532,5611461818.181819,218.9260487289151,0.11739594618553016,4.591974437149035,violated,7.307228886941508,violated,False,False
20260904-wall-and-heating:c1327,arm-fence-p100,100.0,14.2,1.5,15000000.0,5.06e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,197.8250129515233,194.37674525594926,5333.491437409279,4.755814845671097,6.260748971641967,1.3164408570995383,0.04087436476053385,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,19362474078.795135,5877245171.080889,6569838905.282311,19362474078.795135,384718862.6531061,1461982128.8589065,1042585.6777966468,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,52.688533297051094,False,False,False,1721.0854412978772,2.875055377803984,8.0,-2.2107489716419675,230250608.9213015,384718862.6531061,12.053516703870335,30.020506642967387,5611461818.181819,195.63423078078623,0.12420263113851313,5.469187072521761,violated,8.703141167578107,violated,False,False
20260904-wall-and-heating:c1328,arm-fence-p100,100.0,14.2,1.5,15000000.0,3.036e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,363.4458719202844,356.3364341027518,2523.675850316569,2.250333616440032,2.9624311147862192,1.3164408570995383,0.026406904755420832,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,15501447476.85294,5877245171.080889,6569838905.282311,15501447476.85294,105849345.72145821,954935414.2127057,493325.6812763159,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,137.68693867554538,False,False,False,668.3124446773558,6.076090650735334,4.0,1.0875688852137806,150394766.29895964,105849345.72145821,-8.951596207168555,21.27088687024414,5611461818.181819,357.8040148381065,0.09325331452096093,2.5878836589060366,satisfied,4.118110518085258,violated,False,False
20260904-wall-and-heating:c1329,arm-fence-p100,100.0,14.2,1.5,15000000.0,3.542e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,281.39750598054826,276.0648302035139,3287.997006613701,2.931870269237973,3.859633810140291,1.3164408570995383,0.030662228016259667,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,16609751891.405462,5877245171.080889,6569838905.282311,16609751891.405462,167695182.96624786,1108643781.6662567,642734.4316500557,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,123.57419064663361,False,False,False,954.6859269057625,4.6636548660935615,5.0,0.19036618985970888,174602617.0680403,167695182.96624786,-0.9717022264614016,23.590493988624555,5611461818.181819,277.4480151659814,0.10205215813078196,3.3716508096236684,satisfied,5.365322592705491,violated,False,False
20260904-wall-and-heating:c1330,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.048e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,234.31821918494842,230.02287150114364,4123.190281435881,3.67660279989211,4.840030141104531,1.3164408570995383,0.03489065447907283,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,17764076823.4091,5877245171.080889,6569838905.282311,17764076823.4091,245078101.4878406,1261208589.657533,805997.1942775798,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,102.84223408633329,False,False,False,1267.6135548721315,3.71898510447959,6.0,-0.7900301411045314,198630366.276829,245078101.4878406,4.921014404067441,25.96537510524831,5611461818.181819,231.34371383620206,0.11007131164659989,4.228093219875926,violated,6.728183123802562,violated,False,False
20260904-wall-and-heating:c1331,arm-fence-p100,100.0,14.2,1.5,15000000.0,4.554e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,205.76937412506913,202.1482039387946,5023.135754322698,4.479074143565739,5.896436204568062,1.3164408570995383,0.0390950413642338,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,18959545787.131878,5877245171.080889,6569838905.282311,18959545787.131878,354575391.9193287,1412400496.8444264,981917.6531066063,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,76.52762808685304,False,False,False,1604.802335743844,3.052691384340785,8.0,-1.8464362045680618,222441894.47993112,354575391.9193287,11.057790327887869,29.673174594283854,5611461818.181819,203.419849068226,0.11743658517759442,5.150935265100599,violated,8.196705682725302,violated,False,False
20260904-wall-and-heating:c1332,arm-fence-p100,100.0,14.2,1.5,15000000.0,5.06e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,185.4818079520168,182.33104259258496,5982.652052731666,5.334664128135649,7.022769817181055,1.3164408570995383,0.043277748131615876,7.840223157124565,21.691284068044627,558836212.4684018,0.0018627873748946727,632.6585500252143,264145000.0,20192204681.59263,5877245171.080889,6569838905.282311,20192204681.59263,467545651.92026615,1562106911.9607763,1169482.958511798,0.8945771080887616,148.72318232948152,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,True,45.52255981268286,False,False,True,1964.3109289136307,2.563091268627855,9.0,-2.972769817181055,246019469.44445476,467545651.92026615,15.145785385018073,31.9661812546963,5611461818.181819,183.56229345784462,0.12424448826625957,6.134863747355996,violated,9.762435354488238,violated,False,False
20260904-wall-and-heating:c1333,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.036e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,710.1884601284713,695.6324103383612,1562.6698502338115,1.3934152814979563,1.8343488074707641,1.3164408570995383,0.01878541466611614,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,14637377777.07798,6265432715.819613,7007828165.634467,14637377777.07798,39411486.6795316,732568346.1591822,305469.17044827744,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False,False,79.25920634767914,False,False,False,308.2210562271107,9.812746587067457,2.0,2.2156511925292355,115373713.84373534,39411486.6795316,-33.09880796879913,17.17265643819114,5985559272.727275,697.3067583929568,0.10098902288910562,1.6024275737226497,satisfied,2.54994996514126,satisfied,False,False
20260904-wall-and-heating:c1334,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.542e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,486.36452162421295,476.6041008771614,2029.6750178647162,1.8098385823110184,2.38254545450933,1.3164408570995383,0.02180700845966799,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,15386870833.73493,6265432715.819613,7007828165.634467,15386870833.73493,69044559.70319918,845727333.4345837,396758.8828145374,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,78.51903844594977,False,False,False,483.19710519720076,7.554945055059604,3.0,1.6674545454906697,133195358.31582963,69044559.70319918,-17.83013829148834,19.19031523234353,5985559272.727275,478.1475607355452,0.11022166994280445,2.081314369657671,satisfied,3.3120046056291637,satisfied,False,False
20260904-wall-and-heating:c1335,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.048e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,374.6434002159766,367.29111752202675,2538.2895628356955,2.2633645009486965,2.979585503557571,1.3164408570995383,0.024808959042694832,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,16161696469.787893,6265432715.819613,7007828165.634467,16161696469.787893,106765967.28483649,958032583.3837363,496182.355473824,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,76.6128271713016,False,False,False,673.7632267226037,6.041108730898418,4.0,1.070414496442429,150882545.91916516,106765967.28483649,-8.793696821543335,21.28151312330236,5985559272.727275,368.7505115015892,0.11859790653449848,2.6028691760910005,satisfied,4.141957036736114,violated,False,False
20260904-wall-and-heating:c1336,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.554e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,308.6999998985501,302.7830271478439,3084.744287673154,2.7506320860507874,3.6210444609261896,1.3164408570995383,0.027793445875620455,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,16959081769.517307,6265432715.819613,7007828165.634467,16959081769.517307,152974968.44268578,1069278935.0646429,603002.7893989199,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,74.20293507620306,False,False,False,878.5071895745652,4.9709414491408825,5.0,0.42895553907381023,168402965.4298978,152974968.44268578,-2.358528852509438,23.385788646630704,5985559272.727275,304.18050163827337,0.12626002484260138,3.1632268989584054,satisfied,5.033656717472941,violated,False,False
20260904-wall-and-heating:c1337,arm-fence-p100,100.0,14.2,1.5,16000000.0,5.06e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,265.78143170268277,260.8110782524115,3665.8741025440254,3.2688190623042757,4.30320696808315,1.3164408570995383,0.03076225604320731,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,17776718448.483868,6265432715.819613,7007828165.634467,17776718448.483868,207928863.1152747,1179367151.783496,716601.4759319746,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,71.851596819512,False,False,False,1096.2431077029712,4.182926857459065,6.0,-0.25320696808315013,185740987.85453606,207928863.1152747,2.71822753750771,25.473280110003433,5985559272.727275,262.1595966489214,0.1333165993096098,3.759141921649917,satisfied,5.981938884016825,violated,False,False
20260904-wall-and-heating:c1338,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.036e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,534.3526838255607,523.5763203991597,1891.6069263492534,1.6867248045823964,2.2204734474355012,1.3164408570995383,0.02052826498258624,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,15169680518.157076,6265432715.819613,7007828165.634467,15169680518.157076,61878061.15422302,813420795.0455127,369769.46763237653,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,79.95668432949338,False,False,False,431.46618053790434,8.106379304282516,3.0,1.8295265525644986,128107334.33154954,61878061.15422302,-20.614850843628666,19.26047108763897,5985559272.727275,525.1505449465111,0.10245555192079951,1.9397335252697556,satisfied,3.0867063923857856,satisfied,False,False
20260904-wall-and-heating:c1339,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.542e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,388.5882962139118,380.94019207498354,2455.5014420821335,2.189543256770183,2.882404201599054,1.3164408570995383,0.02382909027887964,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,16037976011.913052,6265432715.819613,7007828165.634467,16037976011.913052,101577136.67686234,940393458.3227944,479999.014785592,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,71.4972863546891,False,False,False,642.7444301970673,6.244786900468105,4.0,1.1675957984009457,148104523.39347887,101577136.67686234,-9.721813973771303,21.224360456249798,5985559272.727275,382.4110171456116,0.11176601294865009,2.51797474528571,satisfied,4.006864159889435,satisfied,False,False
20260904-wall-and-heating:c1340,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.048e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,310.18070888531724,304.2321943152599,3069.2616821530924,2.7368264193414493,3.602870117210518,1.3164408570995383,0.027108357908924144,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,16936904679.21468,6265432715.819613,7007828165.634467,16936904679.21468,151854721.61754975,1066239159.4482706,599976.264849359,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,60.21801532960558,False,False,False,872.7062149185335,4.996016901640711,5.0,0.44712988278948185,167924224.84009308,151854721.61754975,-2.4729273079542553,23.36884237983279,5985559272.727275,305.63116902064064,0.12020567853582688,3.1473503822426663,satisfied,5.008392347394852,violated,False,False
20260904-wall-and-heating:c1341,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.554e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,262.035953213719,257.14585658608695,3728.332583463619,3.324512593320753,4.376524207789381,1.3164408570995383,0.030368478408318557,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,17863031971.532337,6265432715.819613,7007828165.634467,17863031971.532337,213002230.60365382,1190773783.8510773,728810.7985544807,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,True,46.917678644953185,False,False,True,1119.6448577765839,4.112852836039024,6.0,-0.3265242077893813,187537442.08435062,213002230.60365382,3.054476245956026,25.54940730103935,5985559272.727275,258.4898183055416,0.12792001497565578,3.8231894823188655,satisfied,6.083858045776978,violated,True,False
20260904-wall-and-heating:c1342,arm-fence-p100,100.0,14.2,1.5,16000000.0,5.06e+20,16.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,229.96653175837096,225.79433161089486,4428.894848252047,3.9491961534796407,5.198883169140938,1.3164408570995383,0.03361142572477839,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,18813572457.577007,6265432715.819613,7007828165.634467,18813572457.577007,285215360.4862889,1313916624.8602545,865756.0233185395,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,True,32.273493744381994,False,False,True,1382.1293561217908,3.4622820737428333,7.0,-1.1488831691409382,206931464.4646327,285215360.4862889,7.606777411211283,27.71412604295272,5985559272.727275,227.09385439475304,0.13501990496561875,4.541575576501587,violated,7.2270289608677425,violated,False,False
20260904-wall-and-heating:c1343,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.036e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,453.7411342151498,444.67085066532223,2143.7716757018866,1.9115772999130562,2.516478459109565,1.3164408570995383,0.021805890337950006,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,15563951462.753525,6265432715.819613,7007828165.634467,15563951462.753525,74985167.08146195,871790251.984907,419062.3856403112,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,84.94297088807429,False,False,False,525.9464873728149,7.1528528030274305,3.0,1.533521540890435,137300061.61419493,74985167.08146195,-15.912091720869348,19.14744244136019,5985559272.727275,446.19205496422506,0.10291274518648001,2.1983138949000147,satisfied,3.498186458840893,satisfied,False,False
20260904-wall-and-heating:c1344,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.542e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,339.99908174268,333.3811702116843,2782.3396387037783,2.4809812324127614,3.2660650600453245,1.3164408570995383,0.02531178887239578,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,16521716008.82071,6265432715.819613,7007828165.634467,16521716008.82071,122094407.33766824,1008768746.4100108,543889.0250637622,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,71.43320965244823,False,False,False,765.2031528435023,5.511219056900908,4.0,0.7839349399546753,158873089.85300115,122094407.33766824,-6.455002060704846,21.42870807393987,5985559272.727275,334.81037897770995,0.11224717957842853,2.853128417274675,satisfied,4.540195655315354,violated,False,False
20260904-wall-and-heating:c1345,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.048e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,276.6315025065008,271.3970553151217,3477.2447313352827,3.100620355237466,4.081783317989085,1.3164408570995383,0.028794758466009457,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,17514298440.518593,6265432715.819613,7007828165.634467,17514298440.518593,181401507.67463017,1144442697.4074602,679728.3913602759,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,False,53.85590314013689,False,False,False,1025.5680394563942,4.409837220087374,5.0,-0.031783317989084736,180240662.83168316,181401507.67463017,0.1520150778824885,23.75490961148078,5985559272.727275,272.7600755877881,0.12070634659203372,3.5657134085230853,satisfied,5.6741352500845625,violated,False,False
20260904-wall-and-heating:c1346,arm-fence-p100,100.0,14.2,1.5,16000000.0,4.554e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,238.37197217293553,234.0183164694135,4223.327534618958,3.765894072013123,4.957576819907026,1.3164408570995383,0.032257369138755446,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,18537791298.208996,6265432715.819613,7007828165.634467,18537791298.208996,266826320.55249327,1278639528.065827,825571.9263658883,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,True,33.11370327869133,False,False,True,1305.108032097939,3.630806067940581,7.0,-0.9075768199070264,201375601.05320206,266826320.55249327,6.735113684602093,27.45738498695318,5985559272.727275,235.32976293257056,0.1284367041887629,4.330778182815091,violated,6.891586151784015,violated,False,False
20260904-wall-and-heating:c1347,arm-fence-p100,100.0,14.2,1.5,16000000.0,5.06e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,211.61408661999948,207.86661527321888,5016.2640111911915,4.472946686836131,5.8883697701790965,1.3164408570995383,0.035701724572668105,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,19589047085.407898,6265432715.819613,7007828165.634467,19589047085.407898,353907585.0651198,1411289069.7806015,980574.3714955864,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,True,9.971761066330828,False,False,True,1602.2030138488262,3.0568732437896005,8.0,-1.8383697701790966,222266853.5179619,353907585.0651198,11.03442509383991,29.665337556589655,5985559272.727275,209.13599134705083,0.13554985540510014,5.143888689861551,violated,8.18549243691012,violated,False,False
20260904-wall-and-heating:c1348,arm-fence-p100,100.0,14.2,1.5,16000000.0,3.036e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,395.68739627586535,387.8437195979379,2404.7781072054563,2.144313824631894,2.822862329188799,1.3164408570995383,0.023088119382095675,8.36290470093287,23.137369672580938,615641129.0020267,0.002052137096673422,632.6585500252143,264145000.0,15961747031.849928,6265432715.819613,7007828165.634467,15961747031.849928,88568681.76908682,929471715.0640895,470083.6670076655,0.9192155819613457,158.63806115144692,29394371.373643357,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,False,94.10238236941814,False,False,False,623.7395682758768,6.376506503302493,3.0,1.2271376708112007,146384435.3115803,88568681.76908682,-12.448581391909903,19.070138780882406,5985559272.727275,389.3219002950704,0.10295041956365496,2.465960898326678,satisfied,3.9240942990763656,satisfied,False,False
