case_id,arm_id,p_wallplug_heat_MW,R,a,I_coil_A,n_e0,T_i0_keV,eta_source_heat,tau_ratio_ash,is_baseline_point,beta_ok_record,beta_ok_forced,cond_strain_ok_record,cond_strain_ok_forced,net_positive_record,net_positive_forced,peak_field_ok_record,peak_field_ok_forced,recirc_ok_record,recirc_ok_forced,sustainment_ok_record,sustainment_ok_forced,wall_load_ok_record,wall_load_ok_forced,wp_stress_ok_record,wp_stress_ok_forced,p_aux_required_forced,W_th_forced,tau_E_forced,lcoe_forced,wall_load_peak_forced,beta_forced,p_fus_forced,p_aux_required_record,lcoe_record,feasible_record,feasible_forced,ignited_record,ignited_forced,feasible_driven_record,feasible_driven_forced,error
20260904-wall-and-heating:c0992,arm-fence-p100,100.0,12.7,2.0,13000000.0,3.036e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-47.99346962426654,884.7375322700852,2.93966733013723,283.18274527484135,2.860415480187918,0.027163826021447027,2860.4154801879167,-19.02367232951235,270.6929190266451,True,True,True,True,False,False,
20260904-wall-and-heating:c0993,arm-fence-p100,100.0,12.7,2.0,13000000.0,3.542e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-78.48049703705681,1025.7103132438538,2.8877679449111078,231.2684311366057,3.641818642181763,0.031492070225471604,3641.8186421817622,-48.70617650708323,222.1847563427811,True,True,True,True,False,False,
20260904-wall-and-heating:c0994,arm-fence-p100,100.0,12.7,2.0,13000000.0,4.048e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-109.10660137614673,1165.7096435655749,2.844123370444865,200.0576886245514,4.476204388932509,0.03579042687167456,4476.204388932509,-79.52106861988352,192.9493500369467,False,False,True,True,False,False,
20260904-wall-and-heating:c0995,arm-fence-p100,100.0,12.7,2.0,13000000.0,4.554e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-138.77558207533127,1304.8697008305141,2.806534132307443,179.6317950616255,5.357674885543216,0.04006301557375017,5357.674885543214,-110.28968110447931,175.0949802352663,False,False,True,True,False,False,
20260904-wall-and-heating:c0996,arm-fence-p100,100.0,12.7,2.0,13000000.0,5.06e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-166.60598190051405,1443.295857850953,2.7735601521995727,165.49701291762372,6.2814944541711295,0.04431307156094529,6281.4944541711275,-140.05788044519863,161.85933093408795,False,False,True,True,False,False,
20260904-wall-and-heating:c0997,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.036e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,21.135548608898148,714.372433715523,4.818458911058408,530.4401085749734,1.7162960128424,0.018911753991107328,1716.2960128423997,31.550114373583085,492.56197163581015,True,True,False,False,True,True,
20260904-wall-and-heating:c0998,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.542e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,27.188479285543337,828.0637101379682,4.734603769455686,390.0186665334372,2.176931177246703,0.021921530613440546,2176.9311772467026,36.79808951631412,366.2603150267853,True,True,False,False,True,True,
20260904-wall-and-heating:c0999,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.048e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,37.8946677295134,940.9773671175396,4.663890678770831,312.2973450469869,2.6671466064214546,0.024910721128432185,2667.146606421454,46.1191036877907,295.107285750432,True,True,False,False,True,True,
20260904-wall-and-heating:c1000,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.554e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,53.889923536461424,1053.2239481291351,4.602834197917551,265.8008073275495,3.1835745499443857,0.02788225198019447,3183.574549944385,60.20249374862544,252.4853323751481,False,False,False,False,False,False,
20260904-wall-and-heating:c1001,arm-fence-p100,100.0,12.7,2.0,14000000.0,5.06e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,75.6811501439305,1164.8896250686757,4.5491514010590315,234.52647110864083,3.7235285149353157,0.030838404418142572,3723.528514935315,79.60102815040091,223.7203854328672,False,False,False,False,False,False,
20260904-wall-and-heating:c1002,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.036e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-9.562411737627144,780.45632886763,4.195746195782681,411.9696031595767,2.069585869829563,0.020661208909728196,2069.5858698295624,4.17317903303973,389.31633004591663,True,True,False,True,True,False,
20260904-wall-and-heating:c1003,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.542e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-16.034056045688033,904.6444423136733,4.122872855834709,317.60865860892113,2.6235218119109907,0.023948870834049542,2623.52181191099,-3.0557227572056718,300.5018914343652,True,True,True,True,False,False,
20260904-wall-and-heating:c1004,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.048e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-19.17465123066279,1027.9848655040375,4.061393087772939,263.6568162630149,3.212731087548575,0.027214091649476642,3212.731087548574,-7.646366800551846,250.86064840547994,True,True,True,True,False,False,
20260904-wall-and-heating:c1005,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.554e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,-18.224147329248922,1150.5986458633292,4.0082877573308675,229.23053515533644,3.833185486587369,0.030460075873719537,3833.1854865873684,-8.774057040875391,219.06750905164344,False,True,True,True,False,False,
20260904-wall-and-heating:c1006,arm-fence-p100,100.0,12.7,2.0,14000000.0,5.06e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-12.577210625067323,1272.5800385412576,3.9615791494356585,205.67250083705926,4.481674681017896,0.033689318746123374,4481.674681017896,-5.778202466220364,197.28206637102508,False,False,True,True,False,False,
20260904-wall-and-heating:c1007,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.036e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-30.013443591756356,828.9668631092886,3.818102733066992,358.536647335094,2.34267738035255,0.021945440000202737,2342.6773803525493,-13.30033076554929,338.62307807521813,True,True,True,True,False,False,
20260904-wall-and-heating:c1008,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.542e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-45.46004568450007,960.8675657959126,3.7518283012645046,283.2341837413093,2.9691765296773687,0.02543727916243022,2969.176529677368,-29.392534864463073,269.33073319378934,True,True,True,True,False,False,
20260904-wall-and-heating:c1009,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.048e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-58.55184702724682,1091.8685273444114,3.695907958765798,239.05940825452453,3.6354657686578213,0.028905299260179814,3635.4657686578207,-43.91066640925385,228.45555931420787,True,True,True,True,False,False,
20260904-wall-and-heating:c1010,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.554e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-68.43110768834788,1222.0984024720756,3.6475987801573524,210.4714686322029,4.336996774965162,0.03235290620085828,4336.996774965161,-55.923945038649435,201.94395021481097,False,False,True,True,False,False,
20260904-wall-and-heating:c1011,arm-fence-p100,100.0,12.7,2.0,14000000.0,5.06e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-74.41493525852172,1351.6573405940248,3.605103893767991,190.75453696282415,5.070145949612187,0.035782751264122746,5070.145949612186,-64.68704023397413,183.6532299622651,False,False,True,True,False,False,
20260904-wall-and-heating:c1012,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.036e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-48.647737777579266,877.7062613368174,3.4917171519047105,317.09673189413706,2.6276425756375947,0.02323572986225625,2627.6425756375943,-28.44042624004544,300.8082367665097,True,True,True,True,False,False,
20260904-wall-and-heating:c1013,arm-fence-p100,100.0,12.7,2.0,14000000.0,3.542e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-72.93514669395097,1017.3615471410558,3.431111085126019,255.4859671809791,3.330300594853891,0.026932857976440013,3330.3005948538903,-53.18643294023411,243.79527315605978,True,True,True,True,False,False,
20260904-wall-and-heating:c1014,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.048e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-95.86514163740605,1156.064247522091,3.379972950727825,218.63469379322538,4.077576122405012,0.030604768066622722,4077.5761224050107,-77.44849730315946,211.12506130456782,False,False,True,True,False,False,
20260904-wall-and-heating:c1015,arm-fence-p100,100.0,12.7,2.0,14000000.0,4.554e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-116.47640022872065,1293.9505886443487,3.3357946348198153,194.53453654316743,4.864368631593304,0.03425506648096003,4864.368631593303,-100.18365595276384,188.61935379826298,False,False,True,True,False,False,
20260904-wall-and-heating:c1016,arm-fence-p100,100.0,12.7,2.0,14000000.0,5.06e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-134.00357605235695,1431.126611060991,3.2969330829934935,179.11327261721797,5.686614692762126,0.03788656045662936,5686.614692762125,-120.55673144966636,173.02106562650644,False,False,True,True,False,False,
20260904-wall-and-heating:c1017,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.036e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,27.537290532216844,708.9572082977688,5.657351571375203,628.6148327131342,1.5791909557667783,0.016349357788611976,1579.190955766778,34.07246156257162,576.708542695324,True,False,False,False,True,False,
20260904-wall-and-heating:c1018,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.542e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,38.195086463506925,821.6687648328659,5.560144853182918,448.8279862304045,1.994767873596089,0.01894861419384439,1994.7678735960883,43.443347669065815,417.32635509456907,True,True,False,False,True,True,
20260904-wall-and-heating:c1019,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.048e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,54.307454906664475,933.6230757738542,5.477903430806055,356.31295601764907,2.435462555578228,0.021530407656310962,2435.4625555782277,57.76057226595731,334.1493348291751,False,False,False,False,False,False,
20260904-wall-and-heating:c1020,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.554e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,76.43250590849709,1044.931148351028,5.406685989309328,299.75591892054797,2.898358685594751,0.024097298128719653,2898.3586855947506,77.63335923754926,282.8286893871846,False,False,False,False,False,False,
20260904-wall-and-heating:c1021,arm-fence-p100,100.0,12.7,2.0,15000000.0,5.06e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,105.01155043823019,1155.6788508583436,5.343908119636226,260.3617954618112,3.3811447482065953,0.026651265831377342,3381.1447482065946,103.54584735167111,248.37933213680617,False,False,False,False,False,False,
20260904-wall-and-heating:c1022,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.036e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-2.675354075976486,774.5201392353209,4.926423893276711,477.63111928993936,1.9029672450895194,0.017861313380602914,1902.9672450895189,6.202068368808227,444.10329402042885,True,True,False,True,True,False,
20260904-wall-and-heating:c1023,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.542e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-3.7579766268868866,897.6403733423532,4.841899923697063,361.71936610788873,2.4024009850657446,0.02070060570300791,2402.400985065744,3.7530930017631476,339.6687261248146,True,True,False,True,True,False,
20260904-wall-and-heating:c1024,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.048e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-0.5532240100961872,1019.9359427391274,4.770355772277277,296.4866428610428,2.931771397252615,0.023520880321317595,2931.7713972526144,4.985585944258332,280.25371947155753,True,True,False,True,True,False,
20260904-wall-and-heating:c1025,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.554e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,7.605389594667599,1141.528214737137,4.708376809741756,253.48645294160642,3.487594804837012,0.026324936103469573,3487.594804837011,10.627560820042163,242.42391670155826,True,True,False,False,True,True,
20260904-wall-and-heating:c1026,arm-fence-p100,100.0,12.7,2.0,15000000.0,5.06e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,21.244372308094285,1262.5109767231118,4.6537235071757905,225.55977602570584,4.067112230125186,0.02911493589303714,4067.112230125185,21.256953098604185,216.55191084630502,False,False,False,False,False,False,
20260904-wall-and-heating:c1027,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.036e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-23.085227175847933,822.6552721783031,4.483069643936334,410.3364941439598,2.15362094265569,0.01897136417277524,2153.6209426556898,-12.049622115959153,384.4069348584381,True,True,True,True,False,False,
20260904-wall-and-heating:c1028,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.542e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-32.598579494733485,953.4225631432981,4.406186105995436,317.2894110413148,2.718367760719066,0.021987006304643175,2718.3677607190652,-22.929372591813035,301.48930288765445,True,True,True,True,False,False,
20260904-wall-and-heating:c1029,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.048e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-38.67920703027198,1083.3148178024185,4.34109979664128,264.7780275977159,3.3168794032178717,0.024982469106256306,3316.8794032178703,-31.05894556127589,251.2964118010984,True,True,True,True,False,False,
20260904-wall-and-heating:c1030,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.554e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,-40.57506172791523,1212.4609719559478,4.284708279239533,230.92975066658744,3.9452240484170193,0.027960725983492914,3945.2240484170184,-35.616821274603694,220.1688467839955,False,True,True,True,False,False,
20260904-wall-and-heating:c1031,arm-fence-p100,100.0,12.7,2.0,15000000.0,5.06e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-37.69222876731578,1340.9606304745837,4.234976640154268,207.59908961485925,4.600288560755781,0.030924073937708574,4600.28856075578,-35.95100773411184,198.68563211562022,False,False,True,True,False,False,
20260904-wall-and-heating:c1032,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.036e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-41.992411168645106,871.0230216797735,4.099844322332585,359.54456074623187,2.415547495377802,0.020086779366772903,2415.5474953778016,-28.37684766231405,338.612080855528,True,True,True,True,False,False,
20260904-wall-and-heating:c1033,arm-fence-p100,100.0,12.7,2.0,15000000.0,3.542e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-59.8370336672358,1009.478330760795,4.02953551567148,285.7519573292549,3.04893622728345,0.02327971592119992,3048.9362272834496,-47.53018564161755,270.9913227180055,True,True,True,True,False,False,
20260904-wall-and-heating:c1034,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.048e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-75.11761734408174,1147.0072331852107,3.9700143924061733,241.9530310769643,3.720185720527583,0.026451288486786257,3720.185720527582,-64.88320026567237,230.63438323490874,True,True,True,True,False,False,
20260904-wall-and-heating:c1035,arm-fence-p100,100.0,12.7,2.0,15000000.0,4.554e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-86.9910374163137,1283.7462476098335,3.918444088357445,213.38366532536344,4.424886948104174,0.02960464533868719,4424.886948104173,-79.51505743016833,204.25129989602104,False,False,True,True,False,False,
20260904-wall-and-heating:c1036,arm-fence-p100,100.0,12.7,2.0,15000000.0,5.06e+20,18.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,-94.7914955700926,1419.8008340770195,3.8729638703437583,193.5618743833334,5.159549003143219,0.032742218505161576,5159.549003143217,-90.69497169946749,185.94026537689493,False,False,True,True,False,False,
20260904-wall-and-heating:c1037,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.036e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,36.61340968723084,703.8231254562752,6.575364028321694,753.0818527581256,1.4544738512323339,0.01426549219790249,1454.4738512323336,40.23232363592837,681.3599256137462,False,False,False,False,False,False,
20260904-wall-and-heating:c1038,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.542e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,51.74622498871531,815.6420225822063,6.463330883298209,523.6366034967638,1.830377117226066,0.016531901963131396,1830.3771172260654,53.77008105338541,482.08087133624844,False,False,False,False,False,False,
20260904-wall-and-heating:c1039,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.048e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,72.981395831094,926.7268360243843,6.368249748580324,408.72390787918624,2.2277707707136374,0.01878343289775013,2227.770770713637,72.96610694751598,380.20472560922155,False,False,False,False,False,False,
20260904-wall-and-heating:c1040,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.554e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,100.81030073986386,1037.1879238165195,6.285692148523972,337.7985635254739,2.6441262476341723,0.0210223218019034,2644.1262476341717,98.35936950221287,316.1945593465379,False,False,False,False,False,False,
20260904-wall-and-heating:c1041,arm-fence-p100,100.0,12.7,2.0,16000000.0,5.06e+20,14.63,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,135.6188369930045,1147.1100883421734,6.212749233792696,292.55474950443113,3.0774494045525462,0.02325028749910993,3077.4494045525453,130.37496121039794,275.36120131406386,False,False,False,False,False,False,
20260904-wall-and-heating:c1042,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.036e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,7.615258430743552,768.8976883750396,5.725987644967035,557.7437354297177,1.7516016939355472,0.015584460893336784,1751.601693935547,12.836272054924734,513.3135320847205,False,False,False,False,False,False,
20260904-wall-and-heating:c1043,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.542e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,11.792614855013028,891.0458591945933,5.628518870293268,414.16591490678405,2.203106038133649,0.018060230322885968,2203.106038133649,15.253820317540772,385.80632536048086,False,False,False,False,False,False,
20260904-wall-and-heating:c1044,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.048e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,21.029207384678557,1012.395262320942,5.545760452860902,333.05664268706914,2.680214546506063,0.02051980986909199,2680.214546506062,22.201880527163667,314.43927758690165,False,False,False,False,False,False,
20260904-wall-and-heating:c1045,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.554e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,35.91143832254659,1133.0663937409195,5.473874572718478,283.80877497341834,3.1799098330385602,0.022965641813968454,3179.909833038559,34.32397313371803,267.73586788309456,False,False,False,False,False,False,
20260904-wall-and-heating:c1046,arm-fence-p100,100.0,12.7,2.0,16000000.0,5.06e+20,16.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,56.89943868319665,1253.1517606339523,5.41033956949167,250.34017264401476,3.699813827603753,0.025399601146271242,3699.813827603752,52.12716896246195,237.26966545487983,False,False,False,False,False,False,
20260904-wall-and-heating:c1047,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.036e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-12.110093204595955,816.6790816780021,5.210719585791793,470.0299253566447,1.9819411425227897,0.01655292167377283,1981.9411425227893,-5.35454566229987,436.1481026998792,False,False,True,True,False,False,
20260904-wall-and-heating:c1048,arm-fence-p100,100.0,12.7,2.0,16000000.0,3.542e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-15.802568374084103,946.4149577861674,5.12204646393668,359.8188292983889,2.492403583983418,0.01918248308127741,2492.4035839834173,-10.883555358295553,337.141315766943,False,False,True,True,False,False,
20260904-wall-and-heating:c1049,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.048e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-15.192802726151058,1075.3034954084658,5.046745565765876,296.70172455094837,3.0317411968079133,0.021794870144657846,3031.7411968079127,-12.705709713935107,279.84937845433876,False,False,True,True,False,False,
20260904-wall-and-heating:c1050,arm-fence-p100,100.0,12.7,2.0,16000000.0,4.554e+20,17.0,0.5,8.0,False,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,-9.61911041178712,1203.4726520742104,4.981329622801415,256.2959050015131,3.596549501961439,0.02439267638076525,3596.549501961438,-10.094851960771393,242.98106204492012,False,False,True,True,False,False,
