R,a,lcoe,wall_load,p_fus,plasma_volume,total_capital,magnet_capital,overnight_capital,lcoe_1cfe,beta_ok,net_positive,recirc_ok,tbr_ok,wall_load_ok,feasible
4.5,1.55,270.5558790933621,3.776908005137119,1384.2393845202832,214.07917837120806,6851695325.619506,2427316219.557429,6851695325.619506,265.3587643487002,satisfied,satisfied,satisfied,satisfied,satisfied,True
4.5,1.6,257.14730756486546,3.906141742963626,1474.9855668561602,228.113505361204,7034826500.912424,2464659546.0121593,7034826500.912424,252.22541717989662,satisfied,satisfied,satisfied,satisfied,satisfied,True
4.5,1.65,245.2410734216348,4.035401902203437,1568.6125803773025,242.59336654135848,7221108750.685253,2502002872.4668884,7221108750.685253,240.56341256945677,satisfied,satisfied,satisfied,satisfied,satisfied,True
4.5,1.7,234.60325554688538,4.164686281072112,1665.1204250837116,257.5187619116716,7410545477.376597,2539346198.921618,7410545477.376597,230.14367889366238,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,1.75,225.91791256886884,4.293992915815957,1764.5091009753864,272.8896914721434,7603139850.64533,2576689525.3763475,7603139850.64533,221.65417004490078,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,1.8,217.32143472911753,4.423320049392197,1866.7786080523274,288.70615522277376,7798894858.728086,2614032851.831077,7798894858.728086,213.23444035273562,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,1.85,209.5265441351388,4.552666104967571,1971.9289463145344,304.96815316356276,7997813346.964727,2651376178.2858067,7997813346.964727,205.59980818480835,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,1.9,202.42918333072964,4.682029663392141,2079.9601157620064,321.67568529451023,8199898046.968275,2688719504.7405367,8199898046.968275,198.64836600107435,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,1.95,195.9424014648331,4.811409443969629,2190.8721163947453,338.8287516156164,8405151598.894677,2726062831.1952662,8405151598.894677,192.29495814069,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,2.0,189.99298920639845,4.940804287974824,2304.66494821275,356.4273521268812,8613576568.570385,2763406157.6499963,8613576568.570385,186.46788571280032,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,2.05,185.3233316684848,5.07021314447091,2421.3386112160206,374.47148682830453,8825175460.752155,2800749484.104726,8825175460.752155,181.91081358888235,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,2.1,180.30080541623352,5.199635058060777,2540.893105404557,392.96115571988656,9039950729.453005,2838092810.559456,9039950729.453005,176.99220963305254,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,2.15,175.65489961867712,5.329069158271511,2663.328430778359,411.89635880162706,9257904786.02592,2875436137.0141854,9257904786.02592,172.44249914893692,satisfied,satisfied,satisfied,satisfied,violated,False
4.5,2.2,171.34636647993398,5.45851465032349,2788.6445873374278,431.27709607352637,9479040005.522295,2912779463.468915,9479040005.522295,168.22324180372476,satisfied,satisfied,satisfied,satisfied,violated,False
5.0,0.8,1859.9256984261858,1.8445669341772675,409.71821301560004,63.36486260033445,4901215518.091158,2074629247.4849818,4901215518.091158,1821.366160233543,satisfied,satisfied,violated,satisfied,satisfied,False
5.0,0.85,1280.7320216050266,1.9727461331394216,462.5334514121422,71.5329894199088,5053927629.384278,2116121832.4346817,5053927629.384278,1254.3640566449717,satisfied,satisfied,violated,satisfied,satisfied,False
5.0,0.9,978.4714714676699,2.101077023461294,518.5496133478688,80.19615422854828,5209699551.572512,2157614417.3843813,5209699551.572512,958.4452223801379,satisfied,satisfied,violated,satisfied,satisfied,False
5.0,0.95,795.1815499480732,2.2295379349486386,577.7666988227796,89.35435702625286,5368733138.505956,2199107002.3340807,5368733138.505956,779.0364741679948,satisfied,satisfied,violated,satisfied,satisfied,False
5.0,1.0,669.7670930185619,2.3581111374425294,640.1847078368751,99.00759781302257,5531131683.03605,2240599587.2837806,5531131683.03605,656.2379415053316,satisfied,satisfied,violated,satisfied,satisfied,False
