case_id,arm_id,I_coil_A,n_e0,j_wp,p_input_MW,T_i0_keV,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,eps_cond,wp_side,c_coil,vol_cold,p_cryo,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,cond_strain_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260903-priced-levers:c0093,arm-fence-p50,15400000.0,5.5660000000000007e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,177.26469996533342,174.1379447262656,5458.652648533377,6.219784906129632,0.038177791414346254,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,18036130947.82514,5401032000.0,264145000.0,18036130947.82514,321875238.106645,1067052.0686524373,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0082,arm-fence-p50,15400000.0,6.072e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,232.75541205246148,228.36630712340877,3689.2879965952498,4.203707264970161,0.03200180916602438,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,15824678731.260118,5401032000.0,264145000.0,15824678731.260118,159557742.15784928,721178.4009886147,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0086,arm-fence-p50,15400000.0,6.072e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,186.56792980253326,183.239897418688,5051.113719736233,5.755420411592,0.037141693328496844,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,17539213933.73089,5401032000.0,264145000.0,17539213933.73089,289472279.44762516,987386.7583590209,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0090,arm-fence-p50,15400000.0,6.072e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,174.09799117921077,171.0611977138684,5665.871478123212,6.45589748400084,0.039325582130076656,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,18286437118.75308,5401032000.0,264145000.0,18286437118.75308,352053101.04929554,1107559.002325343,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0094,arm-fence-p50,15400000.0,6.072e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,164.2603915359258,161.45888767060083,6301.020063737716,7.179608597404636,0.0415182927985251,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,19044719442.661373,5401032000.0,264145000.0,19044719442.661373,420931873.1949459,1231717.2252091013,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0083,arm-fence-p50,15400000.0,7.084e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,193.71235826166654,190.20822161612261,4746.805499407686,5.40868069439838,0.037123330349399096,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,17163814828.877426,5401032000.0,264145000.0,17163814828.877426,254296369.31951058,927900.8857606314,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0087,arm-fence-p50,15400000.0,7.084e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,161.47462429840684,158.7346386319695,6493.895323552262,7.3993775966434265,0.043083564673300705,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,19272526523.619263,5401032000.0,264145000.0,19272526523.619263,438520378.05387056,1269420.2919232445,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0091,arm-fence-p50,15400000.0,7.084e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,152.6442031913693,150.1197350096031,7284.138903535817,8.29980951774545,0.04561678315239962,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,20195244669.378883,5401032000.0,264145000.0,20195244669.378883,527893153.77250326,1423896.3322676173,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0095,arm-fence-p50,15400000.0,7.084e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,146.47330470988032,144.12489075678778,8101.715124936504,9.231385232284598,0.04816067366159904,8.999999999999998,24.899999999999995,679872027.6831323,0.0022662400922771075,0.34418242032610913,25.0,124.82336182336182,0.8351860541310541,21133868346.763237,5401032000.0,264145000.0,21133868346.763237,642440350.6470742,1583715.3305621948,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0096,arm-fence-p50,16000000.0,5.06e+20,90.0,50.0,14.63,False,12.7,1.3,0.85,0.07,324.8948008441984,318.52322294483923,2635.883321991588,3.003420139738513,0.024777998600737372,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,14764563668.131826,5609341090.90909,264145000.0,14764563668.131826,91294079.35424325,515259.8878430696,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0100,arm-fence-p50,16000000.0,5.06e+20,90.0,50.0,17.0,False,12.7,1.3,0.85,0.07,241.66526626890465,237.08563419054678,3610.363386623211,4.113777729344159,0.028758490649945786,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,16067461121.198282,5609341090.90909,264145000.0,16067461121.198282,154883170.94800013,705750.2956005794,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0104,arm-fence-p50,16000000.0,5.06e+20,90.0,50.0,18.0,False,12.7,1.3,0.85,0.07,220.9310425132437,216.81966210386116,4049.8039576698775,4.614492100988854,0.03044947398462235,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,16633142616.765076,5609341090.90909,264145000.0,16633142616.765076,193788053.20582655,791651.7076479533,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0108,arm-fence-p50,16000000.0,5.06e+20,90.0,50.0,19.0,False,12.7,1.3,0.85,0.07,204.69401780849094,200.95376932442616,4503.490583700663,5.1314389394101125,0.03214712223421961,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,17205974799.63162,5609341090.90909,264145000.0,17205974799.63162,236479046.16440198,880337.9245583047,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0097,arm-fence-p50,16000000.0,5.5660000000000007e+20,90.0,50.0,14.63,False,12.7,1.3,0.85,0.07,277.168845847936,271.8056798400453,3085.4413507057698,3.5156627060753034,0.027163010670104838,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,15375097057.070759,5609341090.90909,264145000.0,15375097057.070759,114421889.73695545,603139.0505972093,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0101,arm-fence-p50,16000000.0,5.5660000000000007e+20,90.0,50.0,17.0,False,12.7,1.3,0.85,0.07,213.716773136863,209.7590998491164,4224.083822662022,4.8130728394081945,0.03152557790514201,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,16854443319.317974,5609341090.90909,264145000.0,16854443319.317974,205377097.7005881,825719.7648111618,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0105,arm-fence-p50,16000000.0,5.5660000000000007e+20,90.0,50.0,18.0,False,12.7,1.3,0.85,0.07,197.25214349218592,193.6716281779059,4738.179707219921,5.398852156935516,0.03337924259409098,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,17498361616.65591,5609341090.90909,264145000.0,17498361616.65591,253665022.63500774,926214.7243595769,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0109,arm-fence-p50,16000000.0,5.5660000000000007e+20,90.0,50.0,19.0,False,12.7,1.3,0.85,0.07,184.2885221443185,181.01000171946438,5269.390425524061,6.00413273080938,0.035240424061580046,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,18151399016.606346,5609341090.90909,264145000.0,18151399016.606346,306833045.2863637,1030055.2748311437,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0098,arm-fence-p50,16000000.0,6.072e+20,90.0,50.0,14.63,False,12.7,1.3,0.85,0.07,244.74020258848293,240.09542182654508,3558.1226154539363,4.054252718151052,0.02953776187762818,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,15999420440.298395,5609341090.90909,264145000.0,15999420440.298395,151786581.49542907,695538.3208637092,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0102,arm-fence-p50,16000000.0,6.072e+20,90.0,50.0,17.0,False,12.7,1.3,0.85,0.07,193.45605926918336,189.95694003150527,4869.046413017956,5.547966382339879,0.034280717692810186,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,17660330813.253056,5609341090.90909,264145000.0,17660330813.253056,263239353.00568712,951796.4197211682,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0106,arm-fence-p50,16000000.0,6.072e+20,90.0,50.0,18.0,False,12.7,1.3,0.85,0.07,179.98712898296515,176.8016080879672,5461.590947221455,6.223132909200451,0.036296360478917274,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,18384937681.073204,5609341090.90909,264145000.0,18384937681.073204,322108626.91411996,1067626.4443995873,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0110,arm-fence-p50,16000000.0,6.072e+20,90.0,50.0,19.0,False,12.7,1.3,0.85,0.07,169.34901813328605,166.41657154228588,6074.336238795366,6.92131690463335,0.03832037642902443,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,19120808728.37033,5609341090.90909,264145000.0,19120808728.37033,386966144.1640937,1187405.293326099,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0099,arm-fence-p50,16000000.0,7.084e+20,90.0,50.0,14.63,False,12.7,1.3,0.85,0.07,202.59159582422285,198.8964929228964,4567.057367258043,5.2038692159560345,0.034259623877374114,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,17285420165.478752,5609341090.90909,264145000.0,17285420165.478752,241134908.23715362,892763.897093983,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0103,arm-fence-p50,16000000.0,7.084e+20,90.0,50.0,17.0,False,12.7,1.3,0.85,0.07,167.49428741992872,164.6225477575972,6244.793649061196,7.115542200832442,0.03975884702795267,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,19323351117.33404,5609341090.90909,264145000.0,19323351117.33404,415803629.95104736,1220726.1407865363,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0107,arm-fence-p50,16000000.0,7.084e+20,90.0,50.0,18.0,False,12.7,1.3,0.85,0.07,157.88763149609903,155.24765523262676,7004.654216299441,7.981354625834673,0.042096554255464914,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,20216019545.212082,5609341090.90909,264145000.0,20216019545.212082,500893849.8419838,1369262.9395837318,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0111,arm-fence-p50,16000000.0,7.084e+20,90.0,50.0,19.0,False,12.7,1.3,0.85,0.07,150.28456704021326,147.83375763936672,7791.49941876556,8.877914313521376,0.044444352953161174,9.350649350649348,25.870129870129862,599067341.5248984,0.0019968911384163276,0.4216370213557839,25.0,187.32510288065848,0.9905028806584362,21124736566.287525,5609341090.90909,264145000.0,21124736566.287525,594329963.3163916,1523074.6684224047,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0112,arm-fence-p50,16000000.0,5.06e+20,118.8271604938272,50.0,14.63,False,12.7,1.3,0.85,0.07,324.8028132271173,318.4331413908311,2635.883321991588,3.003420139738513,0.024777998600737372,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,14762493673.58159,5609341090.90909,264145000.0,14762493673.58159,91294079.35424325,515259.8878430696,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0116,arm-fence-p50,16000000.0,5.06e+20,118.8271604938272,50.0,17.0,False,12.7,1.3,0.85,0.07,241.61309068211165,237.03453011779342,3610.363386623211,4.113777729344159,0.028758490649945786,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,16065388677.554731,5609341090.90909,264145000.0,16065388677.554731,154883170.94800013,705750.2956005794,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0120,arm-fence-p50,16000000.0,5.06e+20,118.8271604938272,50.0,18.0,False,12.7,1.3,0.85,0.07,220.88764142819133,216.77714782059797,4049.8039576698775,4.614492100988854,0.03044947398462235,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,16631069408.254,5609341090.90909,264145000.0,16631069408.254,193788053.20582655,791651.7076479533,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0124,arm-fence-p50,16000000.0,5.06e+20,118.8271604938272,50.0,19.0,False,12.7,1.3,0.85,0.07,204.65711857915997,200.91762041656187,4503.490583700663,5.1314389394101125,0.03214712223421961,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,17203900932.161213,5609341090.90909,264145000.0,17203900932.161213,236479046.16440198,880337.9245583047,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0113,arm-fence-p50,16000000.0,5.5660000000000007e+20,118.8271604938272,50.0,14.63,False,12.7,1.3,0.85,0.07,277.10051954627176,271.73876514099743,3085.4413507057698,3.5156627060753034,0.027163010670104838,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,15373025762.975792,5609341090.90909,264145000.0,15373025762.975792,114421889.73695545,603139.0505972093,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0117,arm-fence-p50,16000000.0,5.5660000000000007e+20,118.8271604938272,50.0,17.0,False,12.7,1.3,0.85,0.07,213.67615375415568,209.71930967556224,4224.083822662022,4.8130728394081945,0.03152557790514201,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,16852369844.146732,5609341090.90909,264145000.0,16852369844.146732,205377097.7005881,825719.7648111618,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0121,arm-fence-p50,16000000.0,5.5660000000000007e+20,118.8271604938272,50.0,18.0,False,12.7,1.3,0.85,0.07,197.21795829122405,193.6381372762162,4738.179707219921,5.398852156935516,0.03337924259409098,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,17496287448.588615,5609341090.90909,264145000.0,17496287448.588615,253665022.63500774,926214.7243595769,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0125,arm-fence-p50,16000000.0,5.5660000000000007e+20,118.8271604938272,50.0,19.0,False,12.7,1.3,0.85,0.07,184.259186325979,180.98125878648602,5269.390425524061,6.00413273080938,0.035240424061580046,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,18149324247.56178,5609341090.90909,264145000.0,18149324247.56178,306833045.2863637,1030055.2748311437,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0114,arm-fence-p50,16000000.0,6.072e+20,118.8271604938272,50.0,14.63,False,12.7,1.3,0.85,0.07,244.68673737015294,240.04305492309905,3558.1226154539363,4.054252718151052,0.02953776187762818,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,15997348097.982178,5609341090.90909,264145000.0,15997348097.982178,151786581.49542907,695538.3208637092,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0118,arm-fence-p50,16000000.0,6.072e+20,118.8271604938272,50.0,17.0,False,12.7,1.3,0.85,0.07,193.42322811721576,189.92477526365525,4869.046413017956,5.547966382339879,0.034280717692810186,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,17658256487.613205,5609341090.90909,264145000.0,17658256487.613205,263239353.00568712,951796.4197211682,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0122,arm-fence-p50,16000000.0,6.072e+20,118.8271604938272,50.0,18.0,False,12.7,1.3,0.85,0.07,179.95925498192275,176.77429693537516,5461.590947221455,6.223132909200451,0.036296360478917274,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,18382862717.327236,5609341090.90909,264145000.0,18382862717.327236,322108626.91411996,1067626.4443995873,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0126,arm-fence-p50,16000000.0,6.072e+20,118.8271604938272,50.0,19.0,False,12.7,1.3,0.85,0.07,169.32492971260393,166.39296710363953,6074.336238795366,6.92131690463335,0.03832037642902443,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,19118733208.335464,5609341090.90909,264145000.0,19118733208.335464,386966144.1640937,1187405.293326099,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0115,arm-fence-p50,16000000.0,7.084e+20,118.8271604938272,50.0,14.63,False,12.7,1.3,0.85,0.07,202.5554712857514,198.86110270589415,4567.057367258043,5.2038692159560345,0.034259623877374114,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,17283346214.166084,5609341090.90909,264145000.0,17283346214.166084,241134908.23715362,892763.897093983,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0119,arm-fence-p50,16000000.0,7.084e+20,118.8271604938272,50.0,17.0,False,12.7,1.3,0.85,0.07,167.4710422775783,164.59976830775594,6244.793649061196,7.115542200832442,0.03975884702795267,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,19321275457.52728,5609341090.90909,264145000.0,19321275457.52728,415803629.95104736,1220726.1407865363,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0123,arm-fence-p50,16000000.0,7.084e+20,118.8271604938272,50.0,18.0,False,12.7,1.3,0.85,0.07,157.86765348404683,155.2280753509159,7004.654216299441,7.981354625834673,0.042096554255464914,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,20213943325.957848,5609341090.90909,264145000.0,20213943325.957848,500893849.8419838,1369262.9395837318,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0127,arm-fence-p50,16000000.0,7.084e+20,118.8271604938272,50.0,19.0,False,12.7,1.3,0.85,0.07,150.26713210018755,147.816668375985,7791.49941876556,8.877914313521376,0.044444352953161174,9.350649350649348,25.870129870129862,688354648.1754942,0.002294515493918314,0.3669459778350903,25.0,141.88051948051944,0.8775730909090907,21122659855.752064,5609341090.90909,264145000.0,21122659855.752064,594329963.3163916,1523074.6684224047,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0128,arm-fence-p50,16000000.0,5.06e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,324.777858916311,318.4087043995207,2635.883321991588,3.003420139738513,0.024777998600737372,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,14761924385.985683,5609341090.90909,264145000.0,14761924385.985683,91294079.35424325,515259.8878430696,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0132,arm-fence-p50,16000000.0,5.06e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,241.5989097630488,237.02064062321136,3610.363386623211,4.113777729344159,0.028758490649945786,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,16064818732.879301,5609341090.90909,264145000.0,16064818732.879301,154883170.94800013,705750.2956005794,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0136,arm-fence-p50,16000000.0,5.06e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,220.87583867354675,216.7655864140797,4049.8039576698775,4.614492100988854,0.03044947398462235,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,16630499258.362665,5609341090.90909,264145000.0,16630499258.362665,193788053.20582655,791651.7076479533,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0140,arm-fence-p50,16000000.0,5.06e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,204.64707920276317,200.90778536143694,4503.490583700663,5.1314389394101125,0.03214712223421961,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,17203330605.467545,5609341090.90909,264145000.0,17203330605.467545,236479046.16440198,880337.9245583047,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0129,arm-fence-p50,16000000.0,5.5660000000000007e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,277.0819652063789,271.72059434010083,3085.4413507057698,3.5156627060753034,0.027163010670104838,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,15372456126.722277,5609341090.90909,264145000.0,15372456126.722277,114421889.73695545,603139.0505972093,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0133,arm-fence-p50,16000000.0,5.5660000000000007e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,213.66510517907838,209.70848682684579,4224.083822662022,4.8130728394081945,0.03152557790514201,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,16851799622.709246,5609341090.90909,264145000.0,16851799622.709246,205377097.7005881,825719.7648111618,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0137,arm-fence-p50,16000000.0,5.5660000000000007e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,197.2086552100961,193.6290233100657,4738.179707219921,5.398852156935516,0.03337924259409098,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,17495717041.24265,5609341090.90909,264145000.0,17495717041.24265,253665022.63500774,926214.7243595769,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0141,arm-fence-p50,16000000.0,5.5660000000000007e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,184.25119963139613,180.97343366690768,5269.390425524061,6.00413273080938,0.035240424061580046,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,18148753678.968376,5609341090.90909,264145000.0,18148753678.968376,306833045.2863637,1030055.2748311437,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0130,arm-fence-p50,16000000.0,6.072e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,244.67220710420662,240.02882334448023,3558.1226154539363,4.054252718151052,0.02953776187762818,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,15996778180.492945,5609341090.90909,264145000.0,15996778180.492945,151786581.49542907,695538.3208637092,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0134,arm-fence-p50,16000000.0,6.072e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,193.41429245849181,189.91602114098566,4869.046413017956,5.547966382339879,0.034280717692810186,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,17657686037.989273,5609341090.90909,264145000.0,17657686037.989273,263239353.00568712,951796.4197211682,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0138,arm-fence-p50,16000000.0,6.072e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,179.9516651854543,176.7668605535928,5461.590947221455,6.223132909200451,0.036296360478917274,9.350649350649348,25.870129870129862,719989339.107973,0.002399964463693243,0.35082320772281167,25.0,129.68660968660967,0.847271225071225,18382292096.493492,5609341090.90909,264145000.0,18382292096.493492,322108626.91411996,1067626.4443995873,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
