case_id,arm_id,I_coil_A,n_e0,j_wp,p_input_MW,T_i0_keV,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,eps_cond,wp_side,c_coil,vol_cold,p_cryo,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,cond_strain_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260903-priced-levers:c0211,arm-fence-p50,18000000.0,7.084e+20,118.8271604938272,50.0,14.63,False,12.7,1.3,0.85,0.07,235.6164502693546,231.18818590516278,4015.241675843541,4.5751105955760485,0.02673648083273461,10.519480519480519,29.1038961038961,821374154.3016657,0.0027379138476722187,0.3892049838844814,25.0,159.61558441558438,0.9216447272727272,17729044229.173264,6303704727.272726,264145000.0,17729044229.173264,191488422.02695072,784895.5066777286,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,violated,False
20260903-priced-levers:c0215,arm-fence-p50,18000000.0,7.084e+20,118.8271604938272,50.0,17.0,False,12.7,1.3,0.85,0.07,188.65279829183294,185.28002597531423,5481.689589347901,6.246034023995756,0.031025608760027343,10.519480519480519,29.1038961038961,821374154.3016657,0.0027379138476722187,0.3892049838844814,25.0,159.61558441558438,0.9216447272727272,19549263977.843407,6303704727.272726,264145000.0,19549263977.843407,323704920.1512084,1071555.3072598923,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0219,arm-fence-p50,18000000.0,7.084e+20,118.8271604938272,50.0,18.0,False,12.7,1.3,0.85,0.07,176.09171792796818,173.01381099285857,6148.509468937819,7.005832547408836,0.03284977549930431,10.519480519480519,29.1038961038961,821374154.3016657,0.0027379138476722187,0.3892049838844814,25.0,159.61558441558438,0.9216447272727272,20349036482.335567,6303704727.272726,264145000.0,20349036482.335567,393298536.95891565,1201904.6036427948,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0223,arm-fence-p50,18000000.0,7.084e+20,118.8271604938272,50.0,19.0,False,12.7,1.3,0.85,0.07,166.98408239146627,164.14608007920356,6840.893371443332,7.794759636808449,0.03468230819229482,10.519480519480519,29.1038961038961,821374154.3016657,0.0027379138476722187,0.3892049838844814,25.0,159.61558441558438,0.9216447272727272,21164955474.785393,6303704727.272726,264145000.0,21164955474.785393,485064959.48334914,1337251.1301649865,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0224,arm-fence-p50,18000000.0,5.06e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,392.8950213401938,385.03799341322815,2355.093160569784,2.6834777436473676,0.01935560538670426,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,15512531413.878004,6303704727.272726,264145000.0,15512531413.878004,69634255.17667116,460371.30234516505,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260903-priced-levers:c0228,arm-fence-p50,18000000.0,5.06e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,284.9848270985095,279.47948489622576,3220.699063212098,3.669780202250942,0.022462677961290884,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,16694786212.835407,6303704727.272726,264145000.0,16694786212.835407,131767253.73320448,629579.095645661,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260903-priced-levers:c0232,arm-fence-p50,18000000.0,5.06e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,256.5307431210817,251.62982632790298,3612.600453987075,4.116326724255475,0.02378342336647694,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,17209724171.643696,6303704727.272726,264145000.0,17209724171.643696,155015734.06455028,706187.5953358846,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0236,arm-fence-p50,18000000.0,5.06e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,235.45383390261702,231.02902852340367,4018.3207302087562,4.578618980721431,0.025109833822801204,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,17732342205.83865,6303704727.272726,264145000.0,17732342205.83865,191693299.92953435,785497.3972066633,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0225,arm-fence-p50,18000000.0,5.5660000000000007e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,332.96721755251747,326.4150419830611,2744.185763872266,3.126823832312248,0.021212396944426035,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,16052692408.773726,6303704727.272726,264145000.0,16052692408.773726,96867212.51763417,536430.7430137018,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260903-priced-levers:c0229,arm-fence-p50,18000000.0,5.5660000000000007e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,249.48242350825302,244.7580085190289,3750.9796300745647,4.274000928160512,0.024616841713645102,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,17389091416.012424,6303704727.272726,264145000.0,17389091416.012424,173906287.2919534,733237.8210252309,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0233,arm-fence-p50,18000000.0,5.5660000000000007e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,226.80319849387428,222.56294439151236,4207.36691545918,4.794024994858983,0.02606423213690241,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,17972638559.618988,6303704727.272726,264145000.0,17972638559.618988,204266159.8857912,822451.9601786293,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0237,arm-fence-p50,18000000.0,5.5660000000000007e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,209.9445424227428,206.09002456981585,4680.247425935223,5.332842034674113,0.02751796641608657,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,18565772179.02226,6303704727.272726,264145000.0,18565772179.02226,249424002.65991727,914890.1788046951,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0226,arm-fence-p50,18000000.0,6.072e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,290.9545969989475,285.3223118213711,3151.3914170913404,3.5908085806847514,0.02306102171087652,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,16602559292.226679,6303704727.272726,264145000.0,16602559292.226679,127658292.17062989,616030.9049238252,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260903-priced-levers:c0230,arm-fence-p50,18000000.0,6.072e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,222.65559415743573,218.50375231763255,4305.6802138137855,4.906046698482513,0.02676152291383626,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,18096858434.75549,6303704727.272726,264145000.0,18096858434.75549,210796870.09945607,841670.1473650795,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0234,arm-fence-p50,18000000.0,6.072e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,205.11401489382948,201.36316801917224,4829.517264872428,5.502925451029883,0.028335000735714225,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,18750836896.591877,6303704727.272726,264145000.0,18750836896.591877,260348394.83284396,944069.3005918557,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0238,arm-fence-p50,18000000.0,6.072e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,191.23533335930588,187.80673390448575,5372.703102346006,6.121850905839555,0.02991549955061647,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,19416454061.766113,6303704727.272726,264145000.0,19416454061.766113,315046161.6273449,1050250.7356195298,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0227,arm-fence-p50,18000000.0,7.084e+20,130.0,50.0,14.63,False,12.7,1.3,0.85,0.07,235.6027327014852,231.1747491887563,4015.241675843541,4.5751105955760485,0.02673648083273461,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,17728412285.698753,6303704727.272726,264145000.0,17728412285.698753,191488422.02695072,784895.5066777286,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,violated,violated,False
20260903-priced-levers:c0231,arm-fence-p50,18000000.0,7.084e+20,130.0,50.0,17.0,False,12.7,1.3,0.85,0.07,188.64420427607777,185.27160579641483,5481.689589347901,6.246034023995756,0.031025608760027343,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,19548631481.93927,6303704727.272726,264145000.0,19548631481.93927,323704920.1512084,1071555.3072598923,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0235,arm-fence-p50,18000000.0,7.084e+20,130.0,50.0,18.0,False,12.7,1.3,0.85,0.07,176.08438924527456,173.00662978171778,6148.509468937819,7.005832547408836,0.03284977549930431,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,20348403805.894794,6303704727.272726,264145000.0,20348403805.894794,393298536.95891565,1201904.6036427948,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0239,arm-fence-p50,18000000.0,7.084e+20,130.0,50.0,19.0,False,12.7,1.3,0.85,0.07,166.9777170178538,164.13984188440742,6840.893371443332,7.794759636808449,0.03468230819229482,10.519480519480519,29.1038961038961,859122018.1101406,0.002863740060367135,0.3721042037676254,25.0,145.8974358974359,0.8875551282051282,21164322639.860954,6303704727.272726,264145000.0,21164322639.860954,485064959.48334914,1337251.1301649865,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
20260903-priced-levers:c0064,arm-fence-p50,15400000.0,5.06e+20,118.8271604938272,50.0,14.63,True,12.7,1.3,0.85,0.07,307.08712042841586,301.0951146207506,2725.3631229489465,3.105376639122585,0.026839612876848863,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,0.35999999999999993,25.0,136.55999999999997,0.8643515999999999,14542872713.45538,5401032000.0,264145000.0,14542872713.45538,95898253.47855279,532751.311617728,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0240,arm-search-p110,14800000.0,4.048e+20,90.0,110.0,14.63,False,12.7,1.3,0.85,0.07,599.423598205349,587.3084897926816,1924.6583788478297,2.1930248918531206,0.023494088129839188,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,13565145730.647865,5192722909.09091,581119000.0,13565145730.647865,52038704.354540996,376230.33316666726,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0244,arm-search-p110,14800000.0,4.048e+20,90.0,110.0,16.0,False,12.7,1.3,0.85,0.07,439.3132868185336,430.5579297592815,2330.7139602673706,2.6556992071059002,0.02567465066870357,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,14149111065.970861,5192722909.09091,581119000.0,14149111065.970861,69437199.63351977,455605.6801688259,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0248,arm-search-p110,14800000.0,4.048e+20,90.0,110.0,17.0,False,12.7,1.3,0.85,0.07,372.1559719034554,364.8509787813641,2641.739527009666,3.0100929100948433,0.027272854926990272,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,14582595508.499813,5192722909.09091,581119000.0,14582595508.499813,92595502.78008053,516404.65305920254,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0252,arm-search-p110,14800000.0,4.048e+20,90.0,110.0,18.0,False,12.7,1.3,0.85,0.07,323.52940220029967,317.24316734691985,2963.4040589238048,3.3766090321592057,0.028876576687530624,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,15020669387.882391,5192722909.09091,581119000.0,15020669387.882391,109209660.28885187,579283.3204320604,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0241,arm-search-p110,14800000.0,4.554e+20,90.0,110.0,14.63,False,12.7,1.3,0.85,0.07,432.64462636108107,424.028938068763,2355.4576516462585,2.683893057872662,0.026334842057947425,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,14183995747.858725,5192722909.09091,581119000.0,14183995747.858725,70497551.46432765,460442.55270348594,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0245,arm-search-p110,14800000.0,4.554e+20,90.0,110.0,16.0,False,12.7,1.3,0.85,0.07,338.60064786614055,331.99889412480115,2851.175378859924,3.2487316427664723,0.02877802162816147,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,14868901514.771704,5192722909.09091,581119000.0,14868901514.771704,103415337.06327891,557344.9680702423,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0249,arm-search-p110,14800000.0,4.554e+20,90.0,110.0,17.0,False,12.7,1.3,0.85,0.07,295.30782035739986,289.6473364946987,3231.222718013591,3.6817712325483605,0.030569063184380282,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,15378608370.032433,5192722909.09091,581119000.0,15378608370.032433,133584633.61300683,631636.2493699844,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0253,arm-search-p110,14800000.0,4.554e+20,90.0,110.0,18.0,False,12.7,1.3,0.85,0.07,262.4282272593093,257.45759912548203,3624.624233589481,4.130027050636523,0.03236658159659877,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,15894734183.092592,5192722909.09091,581119000.0,15894734183.092592,156985231.27515915,708537.9919857272,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0242,arm-search-p110,14800000.0,5.06e+20,90.0,110.0,14.63,False,12.7,1.3,0.85,0.07,343.5469047938708,336.84154990278057,2817.0509371740377,3.2098490281372007,0.0291616590490199,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,14822532860.769833,5192722909.09091,581119000.0,14822532860.769833,101652414.05521902,550674.355661461,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0246,arm-search-p110,14800000.0,5.06e+20,90.0,110.0,16.0,False,12.7,1.3,0.85,0.07,279.1817017538755,273.85976021394595,3408.5751250277713,3.8838529357153377,0.03186608148104687,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,15612620411.789967,5192722909.09091,581119000.0,15612620411.789967,144138789.91486746,666304.924035667,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0250,arm-search-p110,14800000.0,5.06e+20,90.0,110.0,17.0,False,12.7,1.3,0.85,0.07,248.30744802926557,243.66302783164912,3862.4498483876228,4.401014098989914,0.033848981175950775,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,16201828666.70562,5192722909.09091,581119000.0,16201828666.70562,182697910.18138945,755027.9100275135,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0254,arm-search-p110,14800000.0,5.06e+20,90.0,110.0,18.0,False,12.7,1.3,0.85,0.07,224.08090780754782,219.9464021908485,4332.659777720429,4.936788182721409,0.03583933606541767,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,16799472862.59015,5192722909.09091,581119000.0,16799472862.59015,214032478.89042363,846944.0860696533,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0243,arm-search-p110,14800000.0,5.5660000000000007e+20,90.0,110.0,14.63,False,12.7,1.3,0.85,0.07,288.0885202197487,282.57963374929255,3307.340079283635,3.7685020881650915,0.03197571069175152,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,15479323362.96863,5192722909.09091,581119000.0,15479323362.96863,138114007.08171716,646515.5965336818,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0247,arm-search-p110,14800000.0,5.5660000000000007e+20,90.0,110.0,16.0,False,12.7,1.3,0.85,0.07,240.43506075915047,235.9564799753935,4000.372836515236,4.558168505946896,0.03494012809168532,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,16378383461.776241,5192722909.09091,581119000.0,16378383461.776241,191897395.88393238,781988.9605416612,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0251,arm-search-p110,14800000.0,5.5660000000000007e+20,90.0,110.0,17.0,False,12.7,1.3,0.85,0.07,216.99214557297458,213.0339825446593,4532.541835452078,5.164540979195731,0.03711399331307742,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,17050074591.898422,5192722909.09091,581119000.0,17050074591.898422,240159151.06255454,886016.8347719118,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0255,arm-search-p110,14800000.0,5.5660000000000007e+20,90.0,110.0,18.0,False,12.7,1.3,0.85,0.07,199.29012455746596,195.73084296202487,5084.28107355647,5.793212485927926,0.039296306413877644,8.649350649350648,23.929870129870125,532952180.6779085,0.0017765072689263615,0.4055175020198813,25.0,173.27572016460906,0.9555901646090534,17732412911.824856,5192722909.09091,581119000.0,17732412911.824856,293810389.43843114,993870.2801700528,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0256,arm-search-p110,14800000.0,4.048e+20,118.8271604938272,110.0,14.63,False,12.7,1.3,0.85,0.07,599.1642073005064,587.0545084038246,1924.6583788478297,2.1930248918531206,0.023494088129839188,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,13563215821.090263,5192722909.09091,581119000.0,13563215821.090263,52038704.354540996,376230.33316666726,satisfied,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0260,arm-search-p110,14800000.0,4.048e+20,118.8271604938272,110.0,16.0,False,12.7,1.3,0.85,0.07,439.16691401029976,430.4145985279122,2330.7139602673706,2.6556992071059002,0.02567465066870357,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,14147178564.84498,5192722909.09091,581119000.0,14147178564.84498,69437199.63351977,455605.6801688259,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0264,arm-search-p110,14800000.0,4.048e+20,118.8271604938272,110.0,17.0,False,12.7,1.3,0.85,0.07,372.0487750507666,364.7459974244917,2641.739527009666,3.0100929100948433,0.027272854926990272,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,14580661657.167616,5192722909.09091,581119000.0,14580661657.167616,92595502.78008053,516404.65305920254,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0268,arm-search-p110,14800000.0,4.048e+20,118.8271604938272,110.0,18.0,False,12.7,1.3,0.85,0.07,323.4466735598724,317.1621448423387,2963.4040589238048,3.3766090321592057,0.028876576687530624,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,15018734462.047295,5192722909.09091,581119000.0,15018734462.047295,109209660.28885187,579283.3204320604,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0257,arm-search-p110,14800000.0,4.554e+20,118.8271604938272,110.0,14.63,False,12.7,1.3,0.85,0.07,432.50230462334684,423.8895732048396,2355.4576516462585,2.683893057872662,0.026334842057947425,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,14182063124.271358,5192722909.09091,581119000.0,14182063124.271358,70497551.46432765,460442.55270348594,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0261,arm-search-p110,14800000.0,4.554e+20,118.8271604938272,110.0,16.0,False,12.7,1.3,0.85,0.07,338.5106359271088,331.910739811576,2851.175378859924,3.2487316427664723,0.02877802162816147,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,14866966935.050758,5192722909.09091,581119000.0,14866966935.050758,103415337.06327891,557344.9680702423,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0265,arm-search-p110,14800000.0,4.554e+20,118.8271604938272,110.0,17.0,False,12.7,1.3,0.85,0.07,295.2385383667278,289.5794768561838,3231.222718013591,3.6817712325483605,0.030569063184380282,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,15376672716.158607,5192722909.09091,581119000.0,15376672716.158607,133584633.61300683,631636.2493699844,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260903-priced-levers:c0269,arm-search-p110,14800000.0,4.554e+20,118.8271604938272,110.0,18.0,False,12.7,1.3,0.85,0.07,262.3728058712228,257.4033129697158,3624.624233589481,4.130027050636523,0.03236658159659877,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,15892797649.748503,5192722909.09091,581119000.0,15892797649.748503,156985231.27515915,708537.9919857272,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260903-priced-levers:c0258,arm-search-p110,14800000.0,5.06e+20,118.8271604938272,110.0,14.63,False,12.7,1.3,0.85,0.07,343.45444366659973,336.7509973697402,2817.0509371740377,3.2098490281372007,0.0291616590490199,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,14820598391.939888,5192722909.09091,581119000.0,14820598391.939888,101652414.05521902,550674.355661461,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0262,arm-search-p110,14800000.0,5.06e+20,118.8271604938272,110.0,16.0,False,12.7,1.3,0.85,0.07,279.11938025120236,273.7987167821525,3408.5751250277713,3.8838529357153377,0.03186608148104687,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,15610684337.557146,5192722909.09091,581119000.0,15610684337.557146,144138789.91486746,666304.924035667,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0266,arm-search-p110,14800000.0,5.06e+20,118.8271604938272,110.0,17.0,False,12.7,1.3,0.85,0.07,248.25799601815515,243.6145847177026,3862.4498483876228,4.401014098989914,0.033848981175950775,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,16199891683.297367,5192722909.09091,581119000.0,16199891683.297367,182697910.18138945,755027.9100275135,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0270,arm-search-p110,14800000.0,5.06e+20,118.8271604938272,110.0,18.0,False,12.7,1.3,0.85,0.07,224.04044232186052,219.90676031620634,4332.659777720429,4.936788182721409,0.03583933606541767,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,16797535121.52095,5192722909.09091,581119000.0,16797535121.52095,214032478.89042363,846944.0860696533,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0259,arm-search-p110,14800000.0,5.5660000000000007e+20,118.8271604938272,110.0,14.63,False,12.7,1.3,0.85,0.07,288.0223928281572,282.5148632972892,3307.340079283635,3.7685020881650915,0.03197571069175152,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,15477387523.365866,5192722909.09091,581119000.0,15477387523.365866,138114007.08171716,646515.5965336818,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260903-priced-levers:c0263,arm-search-p110,14800000.0,5.5660000000000007e+20,118.8271604938272,110.0,16.0,False,12.7,1.3,0.85,0.07,240.38860777880316,235.91097399613707,4000.372836515236,4.558168505946896,0.03494012809168532,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,16376446239.727798,5192722909.09091,581119000.0,16376446239.727798,191897395.88393238,781988.9605416612,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260903-priced-levers:c0267,arm-search-p110,14800000.0,5.5660000000000007e+20,118.8271604938272,110.0,17.0,False,12.7,1.3,0.85,0.07,216.95452218577557,212.99712216911854,4532.541835452078,5.164540979195731,0.03711399331307742,8.649350649350648,23.929870129870125,612385428.8085184,0.002041284762695061,0.3529173406771752,25.0,131.23948051948048,0.8511301090909089,17048136570.903524,5192722909.09091,581119000.0,17048136570.903524,240159151.06255454,886016.8347719118,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
