case_id,arm_id,eta_source_heat,p_wallplug_heat_MW,I_coil_A,n_e0,T_i0_keV,is_baseline_point,R,a,j_wp,eta_couple_heat,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,eps_cond,heating_capital,total_capital,magnet_capital,overnight_capital,cas72,fuel,p_cryo,vol_cold,beta_ok,cond_strain_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible,wall_load_shadow_lo,wall_load_ok_shadow_lo,wall_load_shadow_hi,wall_load_ok_shadow_hi,feasible_shadow_lo
20260903-wall-and-heating:c0027,arm-fence-p100,0.4,100.0,15000000.0,6.072e+20,19.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,160.08075266891146,157.37119802005648,6456.149758403356,7.356368943867254,0.04387135118764122,8.766233766233764,24.253246753246746,624840489.5315987,0.0020828016317719954,211316000.0,18904726837.62506,5262159272.727273,18904726837.62506,434744000.16364264,1262041.8258496765,0.8555372727272725,133.01298701298697,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,8.459824285447342,violated,13.462155167277077,violated,False
20260903-wall-and-heating:c0028,arm-fence-p100,0.4,100.0,15000000.0,4.554e+20,22.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,179.54531976262973,176.36989777944186,5244.5899509873425,5.975874179272898,0.03852605673130131,8.766233766233764,24.253246753246746,624840489.5315987,0.0020828016317719954,211316000.0,17452266394.902138,5262159272.727273,17452266394.902138,304573362.6069201,1025207.302380455,0.8555372727272725,133.01298701298697,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,6.872255306163832,violated,10.935849748069403,violated,False
20260903-wall-and-heating:c0029,arm-fence-p100,0.4,100.0,15000000.0,5.06e+20,22.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,162.73607258134555,159.96786124481793,6270.2535051999375,7.144552075451689,0.04266033582701783,8.766233766233764,24.253246753246746,624840489.5315987,0.0020828016317719954,211316000.0,18684929435.744717,5262159272.727273,18684929435.744717,417794508.8074124,1225703.0085064003,0.8555372727272725,133.01298701298697,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,8.216234886769442,violated,13.074530298076592,violated,False
20260903-wall-and-heating:c0030,arm-fence-p100,0.4,100.0,15000000.0,5.5660000000000007e+20,22.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,150.16547765548884,147.69561836126755,7359.279637832862,8.385427569508064,0.04677586704853417,8.766233766233764,24.253246753246746,624840489.5315987,0.0020828016317719954,211316000.0,19959054254.941544,5262159272.727273,19959054254.941544,534783934.06290615,1438584.7693480144,0.8555372727272725,133.01298701298697,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,9.643241704934272,violated,15.345332452199758,violated,False
20260903-wall-and-heating:c0031,arm-fence-p100,0.4,100.0,15000000.0,6.072e+20,22.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,141.80044939245937,139.55772874145532,8507.574010635108,9.693835425367503,0.05087413982772557,8.766233766233764,24.253246753246746,624840489.5315987,0.0020828016317719954,211316000.0,21271594142.91705,5262159272.727273,21271594142.91705,685437442.9554174,1663052.2276776442,0.8555372727272725,133.01298701298697,violated,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,11.147910739172628,violated,17.739718828422532,violated,False
20260903-wall-and-heating:c0032,arm-fence-p100,0.4,100.0,15400000.0,4.554e+20,14.63,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,370.97387941124555,363.59954300242197,2282.5467995583344,2.6008158139979556,0.02424106017673563,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,13828411033.840841,5401032000.0,13828411033.840841,66397955.457649216,446190.01081138826,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,2.9909381860976487,satisfied,4.759492939616259,violated,False
20260903-wall-and-heating:c0033,arm-fence-p100,0.4,100.0,15400000.0,5.06e+20,14.63,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,306.50904972435194,300.5310900490258,2725.3631229489465,3.105376639122585,0.026839612876848863,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,14445784159.9476,5401032000.0,14445784159.9476,95728068.53661375,532751.311617728,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,3.5711831349909726,satisfied,5.682839249594331,violated,False
20260903-wall-and-heating:c0034,arm-fence-p100,0.4,100.0,15400000.0,5.5660000000000007e+20,14.63,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,263.6610723958063,258.61843258056984,3194.8681329509322,3.6403475124473776,0.02942620402089835,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,15079670145.890476,5401032000.0,15079670145.890476,130036978.45981358,624529.690720107,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,4.186399639314484,violated,6.661835947778702,violated,False
20260903-wall-and-heating:c0035,arm-fence-p100,0.4,100.0,15400000.0,6.072e+20,14.63,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,232.1685082023371,227.79309578996464,3689.2879965952498,4.203707264970161,0.03200180916602438,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,15728785058.037806,5401032000.0,15728785058.037806,159346016.53179073,721178.4009886147,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,4.834263354715684,violated,7.692784294895395,violated,False
20260903-wall-and-heating:c0036,arm-fence-p100,0.4,100.0,15400000.0,4.554e+20,17.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,268.76618444786783,263.61523140605345,3129.6089339988107,3.5659888370080144,0.0281374774026424,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,14992666310.6526,5401032000.0,14992666310.6526,126171183.53492981,611772.8864821286,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False,4.100887162559216,violated,6.525759571724667,violated,False
20260903-wall-and-heating:c0037,arm-fence-p100,0.4,100.0,15400000.0,5.06e+20,17.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,231.04675525956688,226.72188670353626,3734.804030084626,4.255569868493794,0.031152452947863275,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,15787720457.23146,5401032000.0,15787720457.23146,172604148.40273643,730075.8305960366,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,4.893905348767863,violated,7.787692859343643,violated,False
20260903-wall-and-heating:c0038,arm-fence-p100,0.4,100.0,15400000.0,5.5660000000000007e+20,17.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,204.96115745277575,201.21647363676732,4376.114389505096,4.986301928307074,0.03415347506561001,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,16605390577.509777,5401032000.0,16605390577.509777,226895077.7829785,855438.5509830372,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,5.7342472175531345,violated,9.124932528801946,violated,False
20260903-wall-and-heating:c0039,arm-fence-p100,0.4,100.0,15400000.0,6.072e+20,17.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,186.0744221102311,182.75778120658146,5051.113719736233,5.755420411592,0.037141693328496844,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,17443911600.304684,5401032000.0,17443911600.304684,289189053.25926447,987386.7583590209,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False,6.618733473330799,violated,10.53241935321336,violated,False
20260903-wall-and-heating:c0040,arm-fence-p100,0.4,100.0,15400000.0,4.554e+20,19.0,False,12.7,1.3,118.8271604938272,1.0,0.85,0.07,222.85708486844928,218.70686115883237,3903.2431488104157,4.447495450813806,0.03145259297705603,8.999999999999998,24.899999999999995,650000000.0,0.0021666666666666666,211316000.0,16004721001.344322,5401032000.0,16004721001.344322,183804281.6013237,763002.144404745,0.8643515999999999,136.55999999999997,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False,5.114619768435876,violated,8.138916674989265,violated,False
