case_id,arm_id,eta_source_heat,p_wallplug_heat_MW,I_coil_A,n_e0,T_i0_keV,source,p_net_MW,rec_frac,q_eng,p_th_MW,p_aux_required_MW,p_coupled_installed_MW,sustainment_margin_MW,eta_source_crossing,p_delivered_MW,p_wallplug_total_MW,eta_pin_eff,tau_E_s,p_rad_MW,n_He0,n_D0,W_th_MJ,eps_cond,sigma_wp_Pa,B_peak_T,cryo_cost_USD,aux_cost_USD,magnet_capital_USD,wall_load,beta_limit,wall_load_limit,B_max_T,sigma_allow_Pa,recirc_threshold,eps_cond_allow
20260903-wall-and-heating:c0012,arm-fence-p100,0.4,100.0,14000000.0,4.554e+20,22.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1788.1835924748927,0.17911781703808172,5.58291752621903,6541.646060275032,348.4195785326119,40.0,-308.4195785326119,3.4841957853261194,40.0,100.0,0.4,0.6241214099235689,188.5020543411358,4.210704993298064e+19,1.8559295006701935e+20,755.1635826379846,0.0018780323727564695,563409711.8269409,22.63636363636363,16280943.56126321,7195810.666302536,4914977454.545455,6.2908623584592736,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0013,arm-fence-p100,0.4,100.0,14000000.0,5.06e+20,22.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,2199.6595405813614,0.15481258263116554,6.459423278161168,7815.5259652515615,327.43906834047357,40.0,-287.43906834047357,3.274390683404736,40.0,100.0,0.4,0.6154955067186781,227.45500130177055,4.9785052611431875e+19,2.032149473885681e+20,836.3960824530869,0.0018780323727564695,563409711.8269409,22.63636363636363,16280943.56126321,8597078.561776718,4914977454.545455,7.5422084501925974,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0014,arm-fence-p100,0.4,100.0,14000000.0,5.5660000000000007e+20,22.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,2637.909345070243,0.13635026822543805,7.334052312582368,9172.294500247015,297.8341930830036,40.0,-257.8341930830036,2.9783419308300356,40.0,100.0,0.4,0.6079070451228804,270.30340132873386,5.786020407001387e+19,2.2043979592998617e+20,917.2744496172113,0.0018780323727564695,563409711.8269409,22.63636363636363,16280943.56126321,10089523.950271716,4914977454.545455,8.874976945103889,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0015,arm-fence-p100,0.4,100.0,14000000.0,6.072e+20,22.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,3101.3148259667155,0.12196580716867703,8.19901924329508,10606.941975236869,260.3103697829481,40.0,-220.3103697829481,2.603103697829481,40.0,100.0,0.4,0.6011512813154559,317.05790016256617,6.630279220926887e+19,2.3729720779073113e+20,997.8251780416417,0.0018780323727564695,563409711.8269409,22.63636363636363,16280943.56126321,11667636.172760556,4914977454.545455,10.284246770171672,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0016,arm-fence-p100,0.4,100.0,15000000.0,4.554e+20,14.63,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,592.9281946056551,0.37333782590548403,2.678539195900189,2841.3477349877166,103.82998667688037,40.0,-63.82998667688037,1.0382998667688037,40.0,100.0,0.4,1.383615446274889,186.38760366975873,4.71847685891542e+19,1.805152314108458e+20,499.17283610628095,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,3125482.5084864884,5262159272.727273,2.6560190506193893,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0017,arm-fence-p100,0.4,100.0,15000000.0,5.06e+20,14.63,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,763.5030226871692,0.3195276269671243,3.129619837545029,3369.426828766591,102.67457725061354,40.0,-62.67457725061354,1.0267457725061353,40.0,100.0,0.4,1.3650275222435873,227.66978050350951,5.5642562871021945e+19,1.9735743712897807e+20,552.7300536876538,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,3706369.51164325,5262159272.727273,3.17475689046187,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0018,arm-fence-p100,0.4,100.0,15000000.0,5.5660000000000007e+20,14.63,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,944.5726272196533,0.27822977776024976,3.594151596748565,3929.99648460537,100.74044398754893,40.0,-60.74044398754893,1.0074044398754893,40.0,100.0,0.4,1.34866620600889,273.20551433284004,6.4511012546273935e+19,2.137889874537261e+20,606.0437640090323,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,4322996.133065907,5262159272.727273,3.725410562945286,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0019,arm-fence-p100,0.4,100.0,15000000.0,6.072e+20,14.63,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1135.4555973262816,0.24578269430991662,4.06863470517197,4520.947136618088,98.34446012266915,40.0,-58.34446012266915,0.9834446012266915,40.0,100.0,0.4,1.3340905989346825,322.99960160163215,7.3757348210994086e+19,2.298426517890059e+20,659.1333984181782,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,4973041.8502798965,5262159272.727273,4.305907818545687,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0020,arm-fence-p100,0.4,100.0,15000000.0,4.554e+20,17.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,917.4443799892057,0.28365040017796767,3.5254665580326376,3846.0107032659444,104.99323180119802,40.0,-64.99323180119802,1.0499323180119802,40.0,100.0,0.4,1.0958397817814478,184.30441237872728,4.807451167518483e+19,1.7962548832481516e+20,579.4237274928271,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,4230611.773592539,5262159272.727273,3.642910416087097,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0021,arm-fence-p100,0.4,100.0,15000000.0,5.06e+20,17.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1150.6587052496666,0.24355935583235347,4.105775352305986,4568.01412501902,91.06562622731553,40.0,-51.06562622731553,0.9106562622731553,40.0,100.0,0.4,1.0811875717098922,224.11848622325283,5.6666116905042625e+19,1.9633388309495736e+20,641.5647947382779,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,5024815.537520922,5262159272.727273,4.352142233387366,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0022,arm-fence-p100,0.4,100.0,15000000.0,5.5660000000000007e+20,17.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1398.0826784176459,0.21289098720135033,4.6972397147757565,5334.008902790542,74.41265729797806,40.0,-34.41265729797806,0.7441265729797806,40.0,100.0,0.4,1.068288863656472,267.9931746288841,6.567024868647925e+19,2.126297513135208e+20,703.4216182596334,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,5867409.793069596,5262159272.727273,5.104587238374072,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0023,arm-fence-p100,0.4,100.0,15000000.0,6.072e+20,17.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1658.7832766173074,0.18885445926347652,5.295082805563357,6141.106510293906,55.466132538678494,40.0,-15.466132538678494,0.5546613253867849,40.0,100.0,0.4,1.0567962755286486,315.9352695596199,7.505364285714162e+19,2.2854635714285837e+20,765.0171181073715,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,6755217.161323296,5262159272.727273,5.897408000245859,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0024,arm-fence-p100,0.4,100.0,15000000.0,4.554e+20,19.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1213.4885760357886,0.2348370507147707,4.258271839798328,4762.527826719035,131.45700270901443,40.0,-91.45700270901443,1.3145700270901444,40.0,100.0,0.4,0.9206445341918081,186.2760240622451,4.794871272203846e+19,1.7975128727796154e+20,647.6881018456556,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,5238780.609390939,5262159272.727273,4.54321515906899,0.05,4.05,24.9,800000000.0,0.5,0.004
20260903-wall-and-heating:c0025,arm-fence-p100,0.4,100.0,15000000.0,5.06e+20,19.0,oracle (verify_stellaris via oracle_entry); bounds from generated/inputs,1504.4694460584578,0.2022547245709907,4.9442602743700235,5663.3695035174915,109.03831462144285,40.0,-69.03831462144285,1.0903831462144284,40.0,100.0,0.4,0.9083266138000012,225.5446370816858,5.6521449044037e+19,1.96478550955963e+20,717.1544137146741,0.0020828016317719954,624840489.5315987,24.253246753246746,16581063.092386423,6229706.45386924,5262159272.727273,5.428121740237654,0.05,4.05,24.9,800000000.0,0.5,0.004
