case_id,arm_id,p_wallplug_heat_MW,R,a,I_coil_A,n_e0,T_i0_keV,eta_source_heat,tau_ratio_ash,is_baseline_point,j_wp,eta_couple_heat,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,wall_load_peak,wall_peak_calibration,beta,B_axis,B_peak,sigma_wp,eps_cond,plasma_volume,heating_capital,total_capital,magnet_capital,magnet_capital_1cfe_form,overnight_capital,cas72,replacement_cost_per_event,fuel,p_cryo,vol_cold,special_materials,beta_ok,cond_strain_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible,feasible_but_wall,p_aux_required_MW_oracle,ignited,feasible_driven,feasible_driven_but_wall,p_net_MW_oracle,core_life_fpy_from_peak,n_replacements_from_peak,wall_margin,cas72_at_limit_oracle,cas72_from_peak_oracle,lifetime_charge_above_limit_per_MWh,cas72_per_MWh,magnet_capital_shadow,lcoe_magnet_shadow,He_over_ne_oracle,W_th_MJ_oracle,tau_E_s_oracle,alpha_He_eff_oracle,alpha_n_e_eff_oracle,n_e_volav_oracle,committed_case_id,committed_excluded,committed_lcoe,committed_p_fus,committed_wall_load_peak,committed_beta,committed_p_aux_required_MW,committed_W_th_MJ,committed_tau_E_s,committed_n_He0,committed_sustainment_ok,committed_wall_load_ok,committed_beta_ok,committed_recirc_ok,committed_feasible,committed_ignited,committed_feasible_driven,W_ratio_vs_committed,feasible_driven_changed,class_vs_committed,state_here,state_committed,transition_vs_committed,W_th_MJ_store,W_store_vs_oracle_reldev,cf0915_p_aux_required_MW,cf0915_W_th_MJ,cf0915_wall_load_peak,cf0915_lcoe,cf0915_feasible_driven,cf0915_ignited,cf0915_error,cf0940_p_aux_required_MW,cf0940_W_th_MJ,cf0940_wall_load_peak,cf0940_lcoe,cf0940_feasible_driven,cf0940_ignited,cf0940_error,rule_vs_scales,wall_load_shadow_lo,wall_load_ok_shadow_lo,wall_load_shadow_hi,wall_load_ok_shadow_hi,feasible_shadow_lo,feasible_shadow_hi
20260905-stored-energy-basis:c0163,arm-fence-p100,100.0,11.2,1.5,14000000.0,4.048e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,312.43082446478087,306.46898542671204,2428.07970493957,2.7450268493861096,3.6136654983670953,1.3164408570995383,0.0214676199363342,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,12304432433.853556,4340897282.748748,6131849644.930157,12304432433.853556,108372311.26227796,758893748.3788234,474638.6404903203,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,-31.18715091839698,True,False,False,632.5922900108866,4.981091915710972,5.0,0.43633450163290455,119519756.24160074,108372311.26227796,-2.366619350243146,23.00760482241569,5237364363.636364,332.53490914943933,0.14311805486391654,550.3074624812566,2.0416104086033706,3.770315697336067,0.649187422623094,2.4545421244854665e+20,20260904-wall-and-heating:c0132,False,302.21654168646415,2506.4260386118253,3.730266877777757,0.02318347004736054,12.006716814215451,594.2920831982901,1.8988573589538673,5.562196863455016e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.9259882102411287,False,executed_in_both,violated,violated,violated->violated,550.3074624812566,0.0,-25.193329138753313,540.3165343511188,3.490833024458781,322.5248581550904,False,True,,-15.689757834126908,556.0399737730107,3.5628971075059703,317.1737613131831,False,True,,below_both,3.1567808767940257,satisfied,5.0233991343765805,violated,False,False
20260905-stored-energy-basis:c0164,arm-fence-p100,100.0,11.2,1.5,14000000.0,4.554e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,260.93557425931834,256.0854136972582,2929.9034681997105,3.312355714664586,4.3605203960316015,1.3164408570995383,0.023836699442576322,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,12985315793.478327,4340897282.748748,6131849644.930157,12985315793.478327,150331586.0416308,843049090.3947583,572734.657797733,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False,False,-59.505705063318715,True,False,False,820.6140624893427,4.127947667985074,6.0,-0.31052039603160164,132773556.24411736,150331586.0416308,2.873517159040369,24.603010532397924,5237364363.636364,276.43334544137883,0.15152851883635443,611.0371630890954,2.0152780461993363,3.770315697336067,0.6727790686985549,2.722415700444575e+20,20260904-wall-and-heating:c0133,False,253.10392858159642,3030.321634924235,4.509970870727084,0.02596353662420033,-3.089112256815042,665.5571506797719,1.8723536745081506,6.630949708809681e+19,satisfied,violated,satisfied,satisfied,False,True,False,0.9180836874264034,False,executed_in_both,violated,violated,violated->violated,611.0371630890954,0.0,-41.560121904546236,605.0028607911106,4.20747228650342,268.23257292414195,False,True,,-31.886788979074026,622.6400209206025,4.29831634329187,264.40495495190424,False,True,,below_both,3.8092090718642733,satisfied,6.0616109578361925,violated,False,False
20260905-stored-energy-basis:c0165,arm-fence-p100,100.0,11.2,1.5,14000000.0,5.06e+20,17.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,227.37598036931158,223.26098835819712,3459.4318265098755,3.9110055687512038,5.148607523047902,1.3164408570995383,0.026166150089931794,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,13680673867.312735,4340897282.748748,6131849644.930157,13680673867.312735,199390654.63629633,925882695.9781134,676246.3421868838,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False,False,-90.62830773881785,True,False,False,1019.0161067852636,3.496090917674816,7.0,-1.0986075230479022,145819193.22437286,199390654.63629633,7.060401742399797,26.278508898377968,5237364363.636364,239.85634145934574,0.15921106672315416,670.7510055422058,1.9925988431548018,3.770315697336067,0.6949265546723016,2.9853800957046804e+20,20260904-wall-and-heating:c0134,False,221.01729797797964,3584.5553245879023,5.33482647917184,0.028728675209431516,-18.92595083568142,736.4395495092821,1.8492659282407875,7.747003932187905e+19,satisfied,violated,satisfied,satisfied,False,True,False,0.9108025308922544,False,executed_in_both,violated,violated,violated->violated,670.7510055422058,0.0,-57.97502027258656,669.340854065555,4.963345053720054,234.28933137418582,False,True,,-48.33442343109846,688.8814540729192,5.074686663118274,230.0596160857512,False,True,,below_both,4.497656404063884,violated,7.157140190814703,violated,False,False
20260905-stored-energy-basis:c0166,arm-fence-p100,100.0,11.2,1.5,14000000.0,3.036e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,479.8280748498306,470.28020088595235,1705.5179605395253,1.9281461742244388,2.538290402209216,1.3164408570995383,0.01760456171283563,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,11272255287.341156,4340897282.748748,6131849644.930157,11272255287.341156,54152316.42262554,624549527.1416974,333392.97901773406,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,14.485019949443767,False,False,False,361.8650948206612,7.09138717316726,3.0,1.5117095977907837,98361605.17100613,54152316.42262554,-16.407552499517017,20.097744158058475,5237364363.636364,514.972909627398,0.12349517499138798,451.2806595708515,1.928950429802624,3.661425505820377,0.5927536498102426,1.9061328161839107e+20,20260904-wall-and-heating:c0135,False,461.3384813091289,1752.541170493787,2.608274163898957,0.018603826954321,39.304619767962436,476.8961270059172,1.7988342401157205,3.5928059709024637e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.946287113724562,False,executed_in_both,violated,violated,violated->violated,451.28065957085147,1.2596023706148555e-16,1.1740673421872998,433.7956675505231,2.459296224209973,502.9534223187936,False,False,,11.202397802839698,446.35566411124125,2.5043778086247266,489.4413179961569,False,False,,above_both,2.2173681003581045,satisfied,3.5285074988307232,satisfied,False,False
20260905-stored-energy-basis:c0167,arm-fence-p100,100.0,11.2,1.5,14000000.0,3.542e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,347.4526239346106,340.7215271675706,2195.722425133449,2.482339026403792,3.2678525155306417,1.3164408570995383,0.02022437068028886,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,11980214992.064869,4340897282.748748,6131849644.930157,11980214992.064869,86898979.88606738,717636019.4339328,429217.66721220006,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,-11.117004510617335,True,False,False,545.533384482788,5.508204520997826,4.0,0.7821474844693581,113021990.62275174,86898979.88606738,-6.431005251098677,21.39293213923583,5237364363.636364,370.76501751305005,0.1338286791650608,518.4376350222723,1.8942876318283515,3.661425505820377,0.619525760136173,2.1870599944654055e+20,20260904-wall-and-heating:c0136,False,335.9616262014518,2261.2359407176837,3.3653550523962408,0.021585324959157742,23.379198189828912,553.3247486370307,1.7648753045015397,4.5481449217319625e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.9369500213017878,False,executed_in_both,violated,violated,violated->violated,518.4376350222723,0.0,-18.203624967489986,503.17915687168147,3.160359695468593,361.3551616077747,False,True,,-7.3946261809683165,517.7893963186126,3.222213162599147,353.1866403912495,False,True,,between,2.8546898803643606,satisfied,4.542680418318939,violated,False,False
20260905-stored-energy-basis:c0168,arm-fence-p100,100.0,11.2,1.5,14000000.0,4.048e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,277.94484356237206,272.70631595576674,2724.449478289346,3.080082977707012,4.054747075110317,1.3164408570995383,0.02279120428973676,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,12709445985.638973,4340897282.748748,6131849644.930157,12709445985.638973,127587446.02275665,809338832.2245617,532572.7132553094,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False,False,-41.407175655535696,True,False,False,743.6351982467336,4.439241133063836,5.0,-0.004747075110317134,127464457.50934675,127587446.02275665,0.02221168891434723,23.04225477535916,5237364363.636364,295.0468970951061,0.1431028825105922,584.2366241238134,1.865673915142944,3.661425505820377,0.6443315106359178,2.461790687471837e+20,20260904-wall-and-heating:c0137,False,269.6514547366193,2811.4385095236144,4.184211219251943,0.024546609588396162,4.630843538206818,629.2352144843787,1.7365294319645648,5.563974442043259e+19,satisfied,violated,satisfied,satisfied,False,False,False,0.9284868530483643,False,executed_in_both,violated,violated,violated->violated,584.2366241238134,0.0,-39.534657698793865,572.085446618244,3.9155744530329386,287.68688642029963,False,True,,-28.201644775265606,588.7335435386863,3.9964269700053294,281.9162304291965,False,True,,below_both,3.542095424363063,satisfied,5.636551849203832,violated,False,False
20260905-stored-energy-basis:c0169,arm-fence-p100,100.0,11.2,1.5,14000000.0,4.554e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,235.7746167505387,231.45388865439213,3287.6490848345998,3.7167993253562708,4.8929464895389945,1.3164408570995383,0.025311465050003246,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,13457362793.488226,4340897282.748748,6131849644.930157,13457362793.488226,176318692.45670146,899599066.0532331,642666.4202417424,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False,False,-75.71482193873248,True,False,False,954.6530814849839,3.678764940201897,6.0,-0.8429464895389946,141679729.63216785,176318692.45670146,4.872998403303755,24.80445823873136,5237364363.636364,249.09640789738995,0.1515071545870987,648.8417507231508,1.8414771111156327,3.661425505820377,0.6674759994049568,2.7310737915418912e+20,20260904-wall-and-heating:c0138,False,230.6512649295941,3399.048358463091,5.058739939743899,0.0274901188292691,-16.198164318169233,704.6900206500741,1.7122933657299026,6.632998608630174e+19,satisfied,violated,satisfied,satisfied,False,True,False,0.9207477496624636,False,executed_in_both,violated,violated,violated->violated,648.8417507231507,1.7521504680441593e-16,-62.124616291414895,640.5747303368946,4.719354759609123,243.1894110661254,False,True,,-50.50882498953615,659.2490587545939,4.821275098523589,238.75492064409383,False,True,,below_both,4.274319224159711,violated,6.8017427654019755,violated,False,False
20260905-stored-energy-basis:c0170,arm-fence-p100,100.0,11.2,1.5,14000000.0,5.06e+20,18.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,209.11440574748454,205.4118815742973,3881.9836853342836,4.388714844674613,5.777483531688914,1.3164408570995383,0.027790318473797294,9.2775974025974,25.668019480519476,638866369.6609063,0.0021295545655363544,498.99829297763364,264145000.0,14221845818.719969,4340897282.748748,6131849644.930157,14221845818.719969,244088706.72828472,988419968.9025431,758846.365324949,0.7970642748747315,109.48260558339294,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False,False,-113.48457738070158,True,False,False,1177.3365277714774,3.115543281304363,8.0,-1.7274835316889146,155668318.5227555,244088706.72828472,10.086227667823518,27.84351343813862,5237364363.636364,219.9164905119092,0.1591835873500338,712.3854291354126,1.8206258786954685,3.661425505820377,0.6891928474937266,2.9955135125676006e+20,20260904-wall-and-heating:c0139,False,203.8223330494702,4020.678746312938,5.983900790411053,0.030417822053218125,-38.49097454479238,779.7396505973005,1.6911808374003736,7.74932387840568e+19,satisfied,violated,satisfied,satisfied,False,True,False,0.9136196018628873,False,executed_in_both,violated,violated,violated->violated,712.3854291354126,0.0,-85.40353969376065,708.6952033885011,5.567129850831577,213.80267961922377,False,True,,-73.73146306603462,729.3848748780197,5.692044299179609,211.43876636025865,False,True,,below_both,5.047022071375805,violated,8.031348165754542,violated,False,False
20260905-stored-energy-basis:c0171,arm-fence-p100,100.0,11.2,1.5,15000000.0,3.036e+20,13.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,6426.822156289267,6290.766785198708,801.8470982884343,0.9065154695812901,1.193374001749584,1.3164408570995383,0.010838331961512307,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,10325300547.88545,4647073374.373657,6569838905.282311,10325300547.88545,10177188.402399667,419548700.2470221,156744.2847277547,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,31.657231142761304,False,False,False,23.2610634443439,15.083284849184352,1.0,2.856625998250416,66075598.18765765,10177188.402399667,-322.73558635454657,58.75911102135459,5611461818.181819,7014.983238860409,0.12969536452455388,318.9410352912105,3.7561426283330324,4.267692568193456,0.6305009700335389,1.8620044120167255e+20,,False,,,,,,,,,,,,,,,,,,not_proposed_by_committed,violated,,,318.9410352912105,0.0,,,,,,,,,,,,,,,,1.0424927900184835,satisfied,1.658923309333761,satisfied,False,False
20260905-stored-energy-basis:c0172,arm-fence-p100,100.0,11.2,1.5,15000000.0,3.542e+20,13.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,1458.3046968322278,1428.061569466832,1029.7361148727355,1.164151768723979,1.5325369522129384,1.3164408570995383,0.012428682378439996,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,10720058152.565437,4647073374.373657,6569838905.282311,10720058152.565437,21019357.716455944,477030656.5493836,201291.80629148395,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,30.420955014652662,False,False,False,108.64581395553192,11.745230660838898,2.0,2.5174630477870616,75128551.14744289,21019357.716455944,-66.88597011103714,25.982648101550655,5611461818.181819,1584.2299557914087,0.14030901738283916,365.7404884037307,3.691608281275668,4.267692568193456,0.6612167079022684,2.132172150178242e+20,,False,,,,,,,,,,,,,,,,,,not_proposed_by_committed,violated,,,365.74048840373075,1.554200879123346e-16,,,,,,,,,,,,,,,,1.3387745340325758,satisfied,2.130397736764882,satisfied,False,False
20260905-stored-energy-basis:c0173,arm-fence-p100,100.0,11.2,1.5,15000000.0,4.048e+20,13.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,830.518089657568,813.5214303082208,1274.855001048418,1.4412670225910726,1.8973427945290913,1.3164408570995383,0.013983215289520583,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,11117457975.965952,4647073374.373657,6569838905.282311,11117457975.965952,29718113.58393773,533844994.47561604,249207.4058726036,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,28.648998892048695,False,False,False,200.48619861026455,9.486951989857737,2.0,2.1526572054709083,84076359.49937256,29718113.58393773,-36.41312238832486,19.90736251433745,5611461818.181819,898.75845907959,0.14980896243485667,411.4859350107306,3.6385213238562377,4.267692568193456,0.6897077077605833,2.3956806147052067e+20,,False,,,,,,,,,,,,,,,,,,not_proposed_by_committed,violated,,,411.48593501073054,1.3814182703310545e-16,,,,,,,,,,,,,,,,1.6574570759797334,satisfied,2.637518651341663,satisfied,False,False
20260905-stored-energy-basis:c0174,arm-fence-p100,100.0,11.2,1.5,15000000.0,4.554e+20,13.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,588.7499824827568,576.9034656002673,1535.3162854424522,1.7357273804750035,2.28498244044365,1.3164408570995383,0.015506351733542867,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,11520563241.91288,4647073374.373657,6569838905.282311,11520563241.91288,46202028.811613224,589880293.8351569,300122.1224173901,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,26.58003711363716,False,False,False,298.0750254837235,7.877522243236643,3.0,1.76501755955635,92901475.44568853,46202028.811613224,-21.040841884110293,20.816725957538985,5611461818.181819,634.6486693485184,0.15839750277042267,456.30747360830424,3.5937752788907646,4.267692568193456,0.7163197289846819,2.6533517753676327e+20,,False,,,,,,,,,,,,,,,,,,not_proposed_by_committed,violated,,,456.30747360830424,0.0,,,,,,,,,,,,,,,,1.9960864875462538,satisfied,3.1763811062692566,satisfied,False,False
20260905-stored-energy-basis:c0175,arm-fence-p100,100.0,11.2,1.5,15000000.0,5.06e+20,13.0,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,458.90821790289067,449.78615327621793,1809.5730559412823,2.0457840055164573,2.693153649662612,1.3164408570995383,0.017001644905569865,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,11929266374.914736,4647073374.373657,6569838905.282311,11929266374.914736,59014025.87538318,645092367.5022273,353733.5670623138,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,24.408782981693093,False,False,False,400.8327023390457,6.683614209035185,3.0,1.356846350337388,101596939.86396636,59014025.87538318,-14.267543283942981,19.7728405520229,5611461818.181819,493.0402938970519,0.1662258653964388,500.3096645398712,3.555334079262636,4.267692568193456,0.7413171805866217,2.9058462504202522e+20,,False,,,,,,,,,,,,,,,,,,not_proposed_by_committed,violated,,,500.3096645398712,0.0,,,,,,,,,,,,,,,,2.3526516063439256,satisfied,3.743784730095117,satisfied,False,False
20260905-stored-energy-basis:c0176,arm-fence-p100,100.0,11.2,1.5,15000000.0,3.036e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,1413.8750141122694,1384.5708357387239,1039.4801429142913,1.1751677244773377,1.5470388064466605,1.3164408570995383,0.012174666926908627,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,10736281650.95182,4647073374.373657,6569838905.282311,10736281650.95182,21361629.20357299,479378737.3480321,203196.55934103782,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,15.79741273264861,False,False,False,112.296676185632,11.635131533218338,2.0,2.5029611935533396,75498355.28048468,21361629.20357299,-64.74437672031262,25.54726649984112,5611461818.181819,1535.706333808371,0.1335670771935017,358.2655419471106,3.130761317456513,4.051846993560424,0.6339004848157661,1.8581303012112948e+20,20260904-wall-and-heating:c0140,False,1286.35425946404,1071.4503933599165,1.5946195307426885,0.013102672636904922,35.510379005367895,385.57408932814815,2.9101738855774255,3.885313278083293e+19,satisfied,satisfied,satisfied,violated,False,False,False,0.929174319185654,False,executed_in_both,violated,violated,violated->violated,358.26554194711065,1.5866281348709666e-16,19.250472216028754,350.634938688887,1.4977404706923327,1578.0948649659629,False,False,,23.421931919306047,360.81476757086114,1.526975457692397,1476.1423712894396,False,False,,below_both,1.3514428831489382,satisfied,2.1505569357935284,satisfied,False,False
20260905-stored-energy-basis:c0177,arm-fence-p100,100.0,11.2,1.5,15000000.0,3.542e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,757.2527642352928,741.7978561976727,1333.083500158499,1.5070963251182752,1.9840031779702665,1.3164408570995383,0.013962638945660652,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,11209063635.644045,4647073374.373657,6569838905.282311,11209063635.644045,31792758.461306836,546721166.9736943,260589.85579761065,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,6.044030788121518,False,False,False,222.30307220810204,9.07256611272916,2.0,2.0659968220297333,86104254.71076769,31792758.461306836,-32.811287404901364,19.20700785846797,5611461818.181819,818.7960084257018,0.14431276868558332,410.88043220490226,3.077236857072938,4.051846993560424,0.6644988480741008,2.1279678289343676e+20,20260904-wall-and-heating:c0141,False,710.201026853025,1377.5897169342984,2.050240945906124,0.015198886080170339,35.149693023401596,447.2596409573619,2.8563088143912787,4.90297959869734e+19,satisfied,satisfied,satisfied,violated,False,False,False,0.9186619908861221,False,executed_in_both,violated,violated,violated->violated,410.8804322049023,1.3834540271428826e-16,18.134357332911748,406.62873527385256,1.917897827405973,811.7458284395601,False,False,,22.409574517910727,418.46456362484446,1.9577189989848307,777.9211729015394,False,False,,below_both,1.7331607738860164,satisfied,2.7579862749664437,satisfied,False,False
20260905-stored-energy-basis:c0178,arm-fence-p100,100.0,11.2,1.5,15000000.0,4.048e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,525.8037990171853,515.2790388259921,1648.466563092663,1.863647625240219,2.453381877102753,1.3164408570995383,0.01571114071412042,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,11690908897.565645,4647073374.373657,6569838905.282311,11690908897.565645,51485150.12331996,613082349.1982732,322240.62777194753,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False,False,-5.279675009567541,True,False,False,340.46982086369735,7.336811349261517,3.0,1.596618122897247,96555615.4451651,51485150.12331996,-17.778306441133918,20.30861606428815,5611461818.181819,565.9872497044591,0.15391105850099096,462.3338261608536,3.033158813910325,4.051846993560424,0.6928154874214836,2.391282469990844e+20,20260904-wall-and-heating:c0142,False,498.72346932318726,1707.5421508045963,2.541302966627154,0.01728070229781582,35.40896514309799,508.5215235145405,2.8112765175213594,5.981498957146096e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.909172581261713,False,executed_in_both,violated,violated,violated->violated,462.3338261608537,1.229488643148322e-16,18.169550034229246,462.2350319553424,2.3689579176297966,555.2947122834183,False,False,,22.39277090852994,475.7159864122905,2.4206857412125657,536.7828449968165,False,False,,below_both,2.143194769026252,satisfied,3.410475154189601,satisfied,False,False
20260905-stored-energy-basis:c0179,arm-fence-p100,100.0,11.2,1.5,15000000.0,4.554e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,408.22939820804095,400.21536216313274,1983.214617361902,2.2420917079774814,2.951581129745643,1.3164408570995383,0.017425121373858554,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,12181314648.724268,4647073374.373657,6569838905.282311,12181314648.724268,74937777.84228632,678387514.5329386,387676.84926908574,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,-17.816949401122713,True,False,False,465.89218446107316,6.098426303989542,4.0,1.0984188702543567,106840661.88123147,74937777.84228632,-9.196476986265434,21.601920017236303,5611461818.181819,437.59510279269136,0.1625728791304832,512.7713628618161,2.9959625047298504,4.051846993560424,0.7192093099264603,2.6488921236674776e+20,20260904-wall-and-heating:c0143,False,389.5305089354728,2058.8638896218695,3.0641685232262987,0.019349927467011044,36.742646192558084,569.4128876153377,2.7727110831513313,7.113237148719286e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.9005264440172185,False,executed_in_both,violated,violated,violated->violated,512.771362861816,2.2171058283582982e-16,19.77483057528326,517.5045001554835,2.8476273039230584,427.5992836655997,False,False,,23.801430092371618,532.6205039596558,2.9124781435736535,415.2586084490055,False,False,,below_both,2.578405464174103,satisfied,4.103027825598791,violated,False,False
20260905-stored-energy-basis:c0180,arm-fence-p100,100.0,11.2,1.5,15000000.0,5.06e+20,14.63,0.5,8.0,False,118.8271604938272,1.0,0.85,0.07,336.0359027466269,329.53516113269006,2335.355202225901,2.6401986392465533,3.4756653595627673,1.3164408570995383,0.019108546619029113,9.940282931354359,27.501449443413726,708524483.6652951,0.002361748278884317,498.99829297763364,264145000.0,12679404972.814793,4647073374.373657,6569838905.282311,12679404972.814793,94749857.41660726,742622649.5637027,456512.94559709914,0.8164974373657838,117.30279169649246,23184292.91442292,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False,False,-31.27689148591992,True,False,False,597.8311275226565,5.178864515962598,4.0,0.5743346404372325,116957187.01722567,94749857.41660726,-4.9887849418514305,21.285164421992345,5611461818.181819,358.92071356916614,0.17045546727797461,562.3097413167922,2.9639677563205127,4.051846993560424,0.7439543077587187,2.901452163906158e+20,20260904-wall-and-heating:c0144,False,323.5236956039132,2429.5529086057654,3.6158580397609255,0.021408009357856493,39.523939779660225,629.9763369829424,2.7390617318319044,8.292074854943569e+19,satisfied,satisfied,satisfied,satisfied,False,False,False,0.8925886708852965,False,executed_in_both,violated,violated,violated->violated,562.3097413167922,0.0,23.290311688538225,572.4774063075982,3.3512315002376782,350.1881812945573,False,False,,26.98582491729138,589.2191212823758,3.4303300788418083,341.0206492862651,False,False,,below_both,3.0362284351335362,satisfied,4.831563509821192,violated,False,False
