arm_id,B,density_scale,lcoe,lcoe_1cfe,beta,B_peak,p_fus,wall_load,magnet_capital,p_cryo,total_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,tbr_ok,wall_load_ok,feasible
arm-nb3sn,3.125,0.62,221.7066183926232,217.4791856415015,0.1379954056952362,8.645833333333334,1056.3530634652031,1.2036466254085547,307390900.1690248,7.008274999999999,3794168104.226126,11613100.721691828,206494.86130991223,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.64,209.495728485984,205.51511182500107,0.14244687039508253,8.645833333333334,1125.6040967620897,1.282553740289657,307390900.1690248,7.008274999999999,3909617705.8737817,12950519.293652205,220031.98541243508,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.66,198.8164447556152,195.051110496201,0.14689833509492886,8.645833333333334,1197.0535755604644,1.363965842944762,307390900.1690248,7.008274999999999,4027039595.1848207,14333020.487597678,233998.8594864666,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.68,191.60926108220715,188.033311780759,0.15134979979477522,8.645833333333334,1270.7014998603279,1.4478829333738708,307390900.1690248,7.008274999999999,4146425190.501538,21613283.553824067,248395.4835320068,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.7,183.39036749480022,179.9822786543827,0.1558012644946215,8.645833333333334,1346.547869661679,1.5343050115769814,307390900.1690248,7.008274999999999,4267766075.98951,23982862.625298966,263221.85754905554,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.72,176.04607433648553,172.7877658282546,0.1602527291944678,8.645833333333334,1424.5926849645195,1.623232077554097,307390900.1690248,7.008274999999999,4391054056.721155,26448838.717731282,278477.9815376131,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.74,169.44262687138348,166.31876805643313,0.16470419389431418,8.645833333333334,1504.8359457688484,1.7146641313052153,307390900.1690248,7.008274999999999,4516281190.6216955,29005146.104032435,294163.8554976793,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.76,163.47200196240456,160.46948335485612,0.16915565859416049,8.645833333333334,1587.2776520746654,1.8086011728303364,307390900.1690248,7.008274999999999,4643439805.089815,31645886.400712468,310279.47942925413,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.78,158.04604296051426,155.15356875536878,0.17360712329400685,8.645833333333334,1671.917803881971,1.905043202129461,307390900.1690248,7.008274999999999,4772522503.448102,34365375.38313802,326824.85333233763,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.8,153.0921252431872,150.29989500536394,0.17805858799385316,8.645833333333334,1758.756401190765,2.003990219202589,307390900.1690248,7.008274999999999,4903522164.670128,37158176.18124923,343799.97720692976,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.82,148.54990571515006,145.8493628189287,0.1825100526936995,8.645833333333334,1847.7934440010474,2.1054422240497197,307390900.1690248,7.008274999999999,5036431938.7128315,40019121.1972954,361204.8510530305,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.84,146.07766575233862,143.46129646570625,0.18696151739354583,8.645833333333334,1939.028932312818,2.2093992166708536,307390900.1690248,7.008274999999999,5171245239.039603,50651582.44695927,379039.47487064,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.86,142.32130840275326,139.78247986764262,0.19141298209339216,8.645833333333334,2032.462866126078,2.315861197065992,307390900.1690248,7.008274999999999,5307955733.418772,54586371.02452809,397303.8486597583,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.88,138.8445789748753,136.37740739434406,0.19586444679323842,8.645833333333334,2128.0952454408257,2.4248281652351324,307390900.1690248,7.008274999999999,5446557333.741174,58628857.24732265,415997.97242038505,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.9,135.61626342584594,133.21550595130935,0.20031591149308478,8.645833333333334,2225.926070257062,2.536300121178276,307390900.1690248,7.008274999999999,5587044185.365959,62773114.19223027,435121.8461525205,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.92,132.6095659929152,130.2705313821781,0.20476737619293112,8.645833333333334,2325.9553405747865,2.6502770648954237,307390900.1690248,7.008274999999999,5729410656.341255,67013401.595842086,454675.46985616465,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.94,129.80136777049358,127.51984204256523,0.20921884089277745,8.645833333333334,2428.183056394,2.766758996386574,307390900.1690248,7.008274999999999,5873651326.733032,71344188.35699584,474658.8435313174,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
arm-nb3sn,3.125,0.96,128.57123086120126,126.34341502980872,0.2136703055926238,8.645833333333334,2532.609217714701,2.8857459156517273,307390900.1690248,7.008274999999999,6019760978.216323,84391350.80625297,495071.96717797883,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
