frequency_hz,eta,gain,eta_g,lcoe_per_mwh,f_recirc,p_net_mw,power_positive,viable,attractive
1.0,0.13,150.0,19.5,87.36225521003765,0.10683760683760685,36.8,True,True,True
1.0,0.13,155.0,20.15,85.03224207521578,0.10339123242349046,38.35999999999999,True,True,True
1.0,0.13,160.0,20.8,82.88433417537996,0.10016025641025639,39.92,True,True,True
1.0,0.13,165.0,21.45,80.89798540397923,0.09712509712509713,41.480000000000004,True,True,True
1.0,0.13,170.0,22.1,79.05562845801465,0.0942684766214178,43.03999999999999,True,True,True
1.0,0.13,175.0,22.75,77.34215388136418,0.09157509157509156,44.6,True,True,True
1.0,0.13,180.0,23.4,75.74449474403667,0.08903133903133903,46.16,True,True,True
1.0,0.13,185.0,24.05,74.25129278417066,0.08662508662508663,47.72,True,True,True
1.0,0.13,190.0,24.7,72.8526279613741,0.08434547908232119,49.28000000000001,True,True,True
1.0,0.13,195.0,25.35,71.53979780118817,0.08218277449046679,50.84,True,True,True
1.0,0.13,200.0,26.0,70.30513615435683,0.08012820512820512,52.4,True,True,True
1.0,0.13,205.0,26.65,69.14186339444383,0.07817385866166353,53.96,True,True,True
1.0,0.13,210.0,27.3,68.04396187031847,0.07631257631257632,55.519999999999996,True,True,True
1.0,0.13,215.0,27.95,67.0060717819897,0.07453786523553965,57.08,True,True,True
1.0,0.13,220.0,28.6,66.02340367653245,0.07284382284382283,58.64,True,True,True
1.0,0.13,225.0,29.25,65.09166454929824,0.07122507122507123,60.20000000000001,True,True,True
1.0,0.13,230.0,29.9,64.20699514481292,0.0696767001114827,61.75999999999999,True,True,True
1.0,0.13,235.0,30.55,63.365916525892864,0.06819421713038734,63.32,True,True,True
1.0,0.13,240.0,31.2,62.56528435103928,0.06677350427350426,64.88,True,True,True
1.0,0.13,245.0,31.85,61.80224959318662,0.06541077969649398,66.44,True,True,True
1.0,0.13,250.0,32.5,61.07422466540015,0.0641025641025641,68.0,True,True,True
1.0,0.13,255.0,33.15,60.378854104702434,0.0628456510809452,69.56,True,True,True
1.0,0.13,260.0,33.8,59.71398911415906,0.0616370808678501,71.12,True,True,True
1.0,0.13,265.0,34.45,59.077665383528945,0.06047411707789066,72.67999999999998,True,True,True
1.0,0.13,270.0,35.1,58.4680837062335,0.05935422602089269,74.24,True,True,True
1.0,0.13,275.0,35.75,57.883592989797705,0.05827505827505827,75.8,True,True,True
1.0,0.13,280.0,36.4,57.32267532190482,0.05723443223443223,77.36,True,True,True
1.0,0.13,285.0,37.05,56.78393280763367,0.056230319388214114,78.92,True,True,True
1.0,0.13,290.0,37.7,56.26607593755393,0.05526083112290009,80.48,True,True,True
1.0,0.13,295.0,38.35,55.767913282913604,0.054324206866579745,82.04,True,True,True
1.0,0.13,300.0,39.0,55.28834234457085,0.05341880341880342,83.6,True,True,True
1.0,0.14,10.0,1.4,nan,1.488095238095238,-6.64,False,False,False
1.0,0.14,15.0,2.1,nan,0.9920634920634923,-4.960000000000001,False,False,False
1.0,0.14,20.0,2.8,nan,0.744047619047619,-3.2800000000000002,False,False,False
1.0,0.14,25.0,3.5,nan,0.5952380952380953,-1.6000000000000014,False,False,False
1.0,0.14,30.0,4.2,26385.50358082696,0.49603174603174616,0.07999999999999785,True,False,False
1.0,0.14,35.0,4.9,1228.0421819895887,0.4251700680272109,1.7599999999999993,True,False,False
1.0,0.14,40.0,5.6,642.9849401561776,0.3720238095238095,3.4399999999999986,True,False,False
1.0,0.14,45.0,6.3,441.87151327594256,0.33068783068783075,5.119999999999998,True,False,False
1.0,0.14,50.0,7.0,340.1317796777061,0.29761904761904767,6.799999999999997,True,False,False
1.0,0.14,55.0,7.7,278.70401599575194,0.27056277056277056,8.479999999999997,True,False,False
1.0,0.14,60.0,8.4,237.5909458149165,0.24801587301587308,10.159999999999997,True,False,False
1.0,0.14,65.0,9.1,208.14509825296676,0.22893772893772893,11.839999999999996,True,False,False
1.0,0.14,70.0,9.8,186.01715363540688,0.21258503401360546,13.519999999999998,True,False,False
1.0,0.14,75.0,10.5,168.78064940699193,0.19841269841269846,15.199999999999996,True,True,False
1.0,0.14,80.0,11.2,154.97510810555997,0.18601190476190474,16.879999999999995,True,True,False
1.0,0.14,85.0,11.9,143.66884583283553,0.1750700280112045,18.55999999999999,True,True,False
1.0,0.14,90.0,12.6,134.23951247495066,0.16534391534391538,20.239999999999995,True,True,False
1.0,0.14,95.0,13.3,126.25555138360299,0.15664160401002508,21.919999999999995,True,True,False
1.0,0.14,100.0,14.0,119.4082898374641,0.14880952380952384,23.599999999999994,True,True,False
1.0,0.14,105.0,14.7,113.47110735758416,0.14172335600907032,25.279999999999998,True,True,False
1.0,0.14,110.0,15.4,108.27387046866853,0.13528138528138528,26.959999999999994,True,True,False
1.0,0.14,115.0,16.1,103.6863652818044,0.12939958592132508,28.639999999999993,True,True,False
1.0,0.14,120.0,16.8,99.60723797844501,0.12400793650793654,30.319999999999993,True,True,True
1.0,0.14,125.0,17.5,95.95641904193839,0.11904761904761907,31.999999999999993,True,True,True
1.0,0.14,130.0,18.2,92.66981482118774,0.11446886446886446,33.67999999999999,True,True,True
1.0,0.14,135.0,18.9,89.69551235897,0.11022927689594357,35.35999999999999,True,True,True
1.0,0.14,140.0,19.6,86.99101703155382,0.10629251700680273,37.04,True,True,True
1.0,0.14,145.0,20.3,84.52120931519445,0.10262725779967159,38.71999999999999,True,True,True
1.0,0.14,150.0,21.0,82.25681134950257,0.09920634920634923,40.39999999999999,True,True,True
1.0,0.14,155.0,21.7,80.17322082593822,0.09600614439324116,42.07999999999999,True,True,True
1.0,0.14,160.0,22.4,78.2496134869985,0.09300595238095237,43.75999999999999,True,True,True
1.0,0.14,165.0,23.1,76.4682447188959,0.09018759018759019,45.43999999999999,True,True,True
1.0,0.14,170.0,23.8,74.81390054885834,0.08753501400560225,47.11999999999998,True,True,True
1.0,0.14,175.0,24.5,73.27346204298729,0.08503401360544219,48.79999999999999,True,True,True
1.0,0.14,180.0,25.2,71.83555668647692,0.08267195767195769,50.47999999999999,True,True,True
1.0,0.14,185.0,25.9,70.49027713514054,0.08043758043758044,52.15999999999999,True,True,True
1.0,0.14,190.0,26.6,69.22895262266911,0.07832080200501254,53.83999999999999,True,True,True
1.0,0.14,195.0,27.3,68.04396187031847,0.07631257631257632,55.51999999999998,True,True,True
1.0,0.14,200.0,28.0,66.92857896635762,0.07440476190476192,57.19999999999999,True,True,True
1.0,0.14,205.0,28.7,65.87684563028587,0.07259001161440187,58.879999999999995,True,True,True
1.0,0.14,210.0,29.4,64.88346473822335,0.07086167800453516,60.559999999999995,True,True,True
1.0,0.14,215.0,30.1,63.94371109226193,0.06921373200442968,62.239999999999995,True,True,True
1.0,0.14,220.0,30.8,63.05335626123212,0.06764069264069264,63.91999999999999,True,True,True
1.0,0.14,225.0,31.5,62.20860497032823,0.06613756613756615,65.6,True,True,True
1.0,0.14,230.0,32.2,61.406041020943924,0.06469979296066254,67.27999999999999,True,True,True
1.0,0.14,235.0,32.9,60.64258111549714,0.06332320162107397,68.95999999999998,True,True,True
1.0,0.14,240.0,33.6,59.91543527123808,0.06200396825396827,70.63999999999999,True,True,True
1.0,0.14,245.0,34.3,59.222072751601665,0.060738581146744415,72.32,True,True,True
1.0,0.14,250.0,35.0,58.560192638262265,0.059523809523809534,73.99999999999999,True,True,True
1.0,0.14,255.0,35.7,57.927698322766695,0.05835667600373483,75.67999999999998,True,True,True
1.0,0.14,260.0,36.4,57.322675321904846,0.05723443223443223,77.35999999999999,True,True,True
1.0,0.14,265.0,37.1,56.74337192229421,0.05615453728661277,79.03999999999999,True,True,True
1.0,0.14,270.0,37.8,56.18818224199342,0.055114638447971785,80.71999999999998,True,True,True
1.0,0.14,275.0,38.5,55.65563136419034,0.05411255411255412,82.39999999999999,True,True,True
1.0,0.14,280.0,39.2,55.14436225315007,0.053146258503401364,84.08,True,True,True
1.0,0.14,285.0,39.9,54.65312420802746,0.05221386800334169,85.75999999999998,True,True,True
1.0,0.14,290.0,40.6,54.180762647712825,0.051313628899835796,87.43999999999998,True,True,True
1.0,0.14,295.0,41.3,53.72621005107255,0.05044390637610977,89.11999999999999,True,True,True
1.0,0.14,300.0,42.0,53.28847790294228,0.049603174603174614,90.79999999999998,True,True,True
1.0,0.15,10.0,1.5,nan,1.3888888888888888,-6.4,False,False,False
1.0,0.15,15.0,2.25,nan,0.925925925925926,-4.6000000000000005,False,False,False
1.0,0.15,20.0,3.0,nan,0.6944444444444444,-2.8000000000000003,False,False,False
1.0,0.15,25.0,3.75,nan,0.5555555555555556,-1.0000000000000009,False,False,False
1.0,0.15,30.0,4.5,2665.611404780259,0.462962962962963,0.7999999999999985,True,False,False
1.0,0.15,35.0,5.25,841.0043143151778,0.3968253968253968,2.6,True,False,False
1.0,0.15,40.0,6.0,509.25757059425496,0.3472222222222222,4.3999999999999995,True,False,False
1.0,0.15,45.0,6.75,370.1379683887066,0.30864197530864196,6.199999999999999,True,False,False
1.0,0.15,50.0,7.5,293.62218717565503,0.2777777777777778,7.999999999999998,True,False,False
1.0,0.15,55.0,8.25,245.2142439592346,0.2525252525252525,9.799999999999999,True,False,False
1.0,0.15,60.0,9.0,211.8294555341171,0.2314814814814815,11.599999999999996,True,False,False
1.0,0.15,65.0,9.75,187.41371474559833,0.2136752136752137,13.399999999999999,True,False,False
1.0,0.15,70.0,10.5,168.78064940699187,0.1984126984126984,15.2,True,True,False
1.0,0.15,75.0,11.25,154.0934096695021,0.18518518518518517,16.999999999999996,True,True,False
1.0,0.15,80.0,12.0,142.21862009451036,0.1736111111111111,18.8,True,True,False
1.0,0.15,85.0,12.75,132.41903646466278,0.16339869281045752,20.599999999999998,True,True,False
1.0,0.15,90.0,13.5,124.19438591818361,0.15432098765432098,22.399999999999995,True,True,False
1.0,0.15,95.0,14.25,117.19323710589138,0.14619883040935672,24.2,True,True,False
1.0,0.15,100.0,15.0,111.16147812914734,0.1388888888888889,25.999999999999996,True,True,False
1.0,0.15,105.0,15.75,105.91081024291692,0.1322751322751323,27.799999999999997,True,True,False
1.0,0.15,110.0,16.5,101.2987370996064,0.12626262626262624,29.599999999999998,True,True,False
1.0,0.15,115.0,17.25,97.21543667336334,0.12077294685990339,31.399999999999995,True,True,True
1.0,0.15,120.0,18.0,93.57490376321891,0.11574074074074076,33.199999999999996,True,True,True
1.0,0.15,125.0,18.75,90.30882566668933,0.1111111111111111,35.0,True,True,True
1.0,0.15,130.0,19.5,87.36225521003765,0.10683760683760685,36.8,True,True,True
1.0,0.15,135.0,20.25,84.69049443328097,0.10288065843621398,38.599999999999994,True,True,True
1.0,0.15,140.0,21.0,82.25681134950256,0.0992063492063492,40.4,True,True,True
1.0,0.15,145.0,21.75,80.03074104064368,0.09578544061302682,42.2,True,True,True
1.0,0.15,150.0,22.5,77.98680375705507,0.09259259259259259,43.99999999999999,True,True,True
1.0,0.15,155.0,23.25,76.10352529925069,0.08960573476702509,45.79999999999999,True,True,True
1.0,0.15,160.0,24.0,74.36267966598615,0.08680555555555555,47.6,True,True,True
1.0,0.15,165.0,24.75,72.74869727725098,0.08417508417508417,49.400000000000006,True,True,True
1.0,0.15,170.0,25.5,71.24819802522381,0.08169934640522876,51.199999999999996,True,True,True
1.0,0.15,175.0,26.25,69.84961947710788,0.07936507936507936,53.0,True,True,True
1.0,0.15,180.0,27.0,68.54291835186089,0.07716049382716049,54.79999999999999,True,True,True
1.0,0.15,185.0,27.75,67.31932895896176,0.07507507507507508,56.599999999999994,True,True,True
1.0,0.15,190.0,28.5,66.17116630946053,0.07309941520467836,58.4,True,True,True
1.0,0.15,195.0,29.25,65.09166454929824,0.07122507122507123,60.199999999999996,True,True,True
1.0,0.15,200.0,30.0,64.07484353650023,0.06944444444444445,61.99999999999999,True,True,True
1.0,0.15,205.0,30.75,63.11539800404817,0.06775067750677508,63.79999999999999,True,True,True
1.0,0.15,210.0,31.5,62.20860497032823,0.06613756613756615,65.6,True,True,True
1.0,0.15,215.0,32.25,61.3502459858871,0.06459948320413438,67.4,True,True,True
1.0,0.15,220.0,33.0,60.536541515087436,0.06313131313131312,69.19999999999999,True,True,True
1.0,0.15,225.0,33.75,59.76409529914519,0.0617283950617284,71.0,True,True,True
1.0,0.15,230.0,34.5,59.02984697300231,0.060386473429951695,72.8,True,True,True
1.0,0.15,235.0,35.25,58.33103154195479,0.059101654846335706,74.59999999999998,True,True,True
1.0,0.15,240.0,36.0,57.66514458671579,0.05787037037037038,76.39999999999999,True,True,True
1.0,0.15,245.0,36.75,57.02991227391747,0.056689342403628114,78.19999999999999,True,True,True
1.0,0.15,250.0,37.5,56.423265415195054,0.05555555555555555,80.0,True,True,True
1.0,0.15,255.0,38.25,55.84331695123305,0.054466230936819175,81.8,True,True,True
1.0,0.15,260.0,39.0,55.28834234457085,0.05341880341880342,83.6,True,True,True
1.0,0.15,265.0,39.75,54.75676245200682,0.052410901467505246,85.39999999999999,True,True,True
1.0,0.15,270.0,40.5,54.247128518310106,0.05144032921810699,87.19999999999999,True,True,True
1.0,0.15,275.0,41.25,53.75810899092023,0.050505050505050504,89.0,True,True,True
1.0,0.15,280.0,42.0,53.28847790294228,0.0496031746031746,90.8,True,True,True
1.0,0.15,285.0,42.75,52.83710461104124,0.04873294346978558,92.59999999999998,True,True,True
1.0,0.15,290.0,43.5,52.402944707390645,0.04789272030651341,94.4,True,True,True
1.0,0.15,295.0,44.25,51.98503195190163,0.047080979284369114,96.19999999999999,True,True,True
1.0,0.15,300.0,45.0,51.58247109355302,0.046296296296296294,97.99999999999999,True,True,True
1.0,0.16,10.0,1.6,nan,1.3020833333333333,-6.16,False,False,False
1.0,0.16,15.0,2.4,nan,0.8680555555555556,-4.24,False,False,False
1.0,0.16,20.0,3.2,nan,0.6510416666666666,-2.32,False,False,False
1.0,0.16,25.0,4.0,nan,0.5208333333333334,-0.40000000000000036,False,False,False
1.0,0.16,30.0,4.8,1417.196027093624,0.4340277777777778,1.5199999999999991,True,False,False
1.0,0.16,35.0,5.6,642.984940156177,0.3720238095238094,3.440000000000001,True,False,False
1.0,0.16,40.0,6.4,423.4325423679465,0.3255208333333333,5.36,True,False,False
1.0,0.16,45.0,7.2,319.68800275372763,0.2893518518518518,7.279999999999998,True,False,False
1.0,0.16,50.0,8.0,259.24553184805205,0.2604166666666667,9.2,True,False,False
1.0,0.16,55.0,8.8,219.67528111124292,0.23674242424242423,11.120000000000001,True,False,False
1.0,0.16,60.0,9.6,191.75761954846362,0.2170138888888889,13.039999999999997,True,False,False
1.0,0.16,65.0,10.4,171.00598876115694,0.20032051282051277,14.96,True,True,False
1.0,0.16,70.0,11.2,154.9751081055599,0.1860119047619047,16.88,True,True,False
1.0,0.16,75.0,12.0,142.21862009451036,0.1736111111111111,18.8,True,True,False
1.0,0.16,80.0,12.8,131.82626885770932,0.16276041666666666,20.72,True,True,False
1.0,0.16,85.0,13.6,123.19657790135517,0.1531862745098039,22.639999999999997,True,True,False
1.0,0.16,90.0,14.4,115.91615458638532,0.1446759259259259,24.559999999999995,True,True,False
1.0,0.16,95.0,15.2,109.69150262826915,0.1370614035087719,26.48,True,True,False
1.0,0.16,100.0,16.0,104.30849375181371,0.13020833333333334,28.4,True,True,False
1.0,0.16,105.0,16.8,99.60723797844503,0.12400793650793651,30.32,True,True,True
1.0,0.16,110.0,17.6,95.4659332649316,0.11837121212121211,32.24,True,True,True
1.0,0.16,115.0,18.4,91.79016163396778,0.11322463768115941,34.15999999999999,True,True,True
1.0,0.16,120.0,19.2,88.50560294820626,0.10850694444444445,36.08,True,True,True
1.0,0.16,125.0,20.0,85.55295756121645,0.10416666666666666,38.0,True,True,True
1.0,0.16,130.0,20.8,82.88433417537996,0.10016025641025639,39.92,True,True,True
1.0,0.16,135.0,21.6,80.46063224751701,0.0964506172839506,41.84,True,True,True
1.0,0.16,140.0,22.4,78.24961348699848,0.09300595238095236,43.76,True,True,True
1.0,0.16,145.0,23.2,76.22445970109453,0.08979885057471264,45.67999999999999,True,True,True
1.0,0.16,150.0,24.0,74.36267966598615,0.08680555555555555,47.6,True,True,True
1.0,0.16,155.0,24.8,72.64527029595888,0.08400537634408602,49.519999999999996,True,True,True
1.0,0.16,160.0,25.6,71.05606566895075,0.08138020833333333,51.44,True,True,True
1.0,0.16,165.0,26.4,69.58122659231202,0.07891414141414141,53.36,True,True,True
1.0,0.16,170.0,27.2,68.20883653981028,0.07659313725490195,55.279999999999994,True,True,True
1.0,0.16,175.0,28.0,66.9285789663576,0.0744047619047619,57.2,True,True,True
1.0,0.16,180.0,28.8,65.73147750051757,0.07233796296296295,59.11999999999999,True,True,True
1.0,0.16,185.0,29.6,64.60968517014321,0.07038288288288287,61.04,True,True,True
1.0,0.16,190.0,30.4,63.556312194099185,0.06853070175438596,62.96,True,True,True
1.0,0.16,195.0,31.2,62.56528435103928,0.06677350427350427,64.88,True,True,True
1.0,0.16,200.0,32.0,61.63122577320915,0.06510416666666667,66.8,True,True,True
1.0,0.16,205.0,32.8,60.74936138831948,0.06351626016260163,68.72,True,True,True
1.0,0.16,210.0,33.6,59.915435271238074,0.062003968253968256,70.64,True,True,True
1.0,0.16,215.0,34.4,59.12564195858876,0.06056201550387598,72.56,True,True,True
1.0,0.16,220.0,35.2,58.37656838708571,0.05918560606060606,74.48,True,True,True
1.0,0.16,225.0,36.0,57.66514458671578,0.05787037037037038,76.4,True,True,True
1.0,0.16,230.0,36.8,56.98860162640488,0.056612318840579705,78.31999999999998,True,True,True
1.0,0.16,235.0,37.6,56.34443559739498,0.05540780141843972,80.23999999999998,True,True,True
1.0,0.16,240.0,38.4,55.73037664666402,0.054253472222222224,82.16,True,True,True
1.0,0.16,245.0,39.2,55.14436225315007,0.053146258503401364,84.08,True,True,True
1.0,0.16,250.0,40.0,54.584514083718624,0.05208333333333333,86.0,True,True,True
1.0,0.16,255.0,40.8,54.04911788165088,0.051062091503267966,87.92,True,True,True
1.0,0.16,260.0,41.6,53.53660593399029,0.050080128205128194,89.84,True,True,True
1.0,0.16,265.0,42.4,53.04554174002431,0.04913522012578616,91.76,True,True,True
1.0,0.16,270.0,43.2,52.574606565110734,0.0482253086419753,93.68,True,True,True
1.0,0.16,275.0,44.0,52.1225876147962,0.04734848484848485,95.6,True,True,True
1.0,0.16,280.0,44.8,51.68836760592144,0.04650297619047618,97.52,True,True,True
1.0,0.16,285.0,45.6,51.270915545901076,0.04568713450292397,99.43999999999998,True,True,True
1.0,0.16,290.0,46.4,50.869278559977765,0.04489942528735632,101.35999999999999,True,True,True
1.0,0.16,295.0,47.2,50.482574630076385,0.04413841807909604,103.28,True,True,True
1.0,0.16,300.0,48.0,50.10998612879499,0.043402777777777776,105.2,True,True,True
1.0,0.17,10.0,1.7,nan,1.2254901960784317,-5.920000000000001,False,False,False
1.0,0.17,15.0,2.55,nan,0.8169934640522876,-3.8800000000000012,False,False,False
1.0,0.17,20.0,3.4,nan,0.6127450980392158,-1.8400000000000005,False,False,False
1.0,0.17,25.0,4.25,10572.24213012891,0.49019607843137253,0.20000000000000018,True,False,False
1.0,0.17,30.0,5.1,971.3333922055415,0.4084967320261438,2.2399999999999975,True,False,False
1.0,0.17,35.0,5.95,522.6927969754762,0.350140056022409,4.279999999999999,True,False,False
1.0,0.17,40.0,6.8,363.68094043823805,0.3063725490196079,6.319999999999999,True,False,False
1.0,0.17,45.0,7.65,282.272956469413,0.27233115468409586,8.359999999999996,True,False,False
1.0,0.17,50.0,8.5,232.80195082681908,0.24509803921568626,10.4,True,False,False
1.0,0.17,55.0,9.35,199.55616246893456,0.22281639928698754,12.439999999999998,True,False,False
1.0,0.17,60.0,10.2,175.67797193564732,0.2042483660130719,14.479999999999995,True,True,False
1.0,0.17,65.0,11.05,157.69705848322033,0.18853695324283562,16.519999999999996,True,True,False
1.0,0.17,70.0,11.9,143.66884583283547,0.1750700280112045,18.56,True,True,False
1.0,0.17,75.0,12.75,132.41903646466278,0.16339869281045755,20.599999999999998,True,True,False
1.0,0.17,80.0,13.6,123.19657790135517,0.15318627450980396,22.639999999999997,True,True,False
1.0,0.17,85.0,14.45,115.49873971642253,0.14417531718569782,24.679999999999996,True,True,False
1.0,0.17,90.0,15.3,108.97631993697364,0.13616557734204793,26.71999999999999,True,True,False
1.0,0.17,95.0,16.15,103.37919475766904,0.12899896800825594,28.76,True,True,False
1.0,0.17,100.0,17.0,98.52350693977887,0.12254901960784313,30.8,True,True,True
1.0,0.17,105.0,17.85,94.27108362545117,0.11671335200746966,32.839999999999996,True,True,True
1.0,0.17,110.0,18.7,90.516076799726,0.11140819964349377,34.879999999999995,True,True,True
1.0,0.17,115.0,19.55,87.17603280847969,0.10656436487638535,36.919999999999995,True,True,True
1.0,0.17,120.0,20.4,84.1857675514296,0.10212418300653595,38.959999999999994,True,True,True
1.0,0.17,125.0,21.25,81.49307015410544,0.09803921568627452,41.0,True,True,True
1.0,0.17,130.0,22.1,79.05562845801465,0.09426847662141781,43.03999999999999,True,True,True
1.0,0.17,135.0,22.95,76.83878929342454,0.09077705156136529,45.07999999999999,True,True,True
1.0,0.17,140.0,23.8,74.81390054885833,0.08753501400560225,47.12,True,True,True
1.0,0.17,145.0,24.65,72.95706603695753,0.08451656524678837,49.15999999999998,True,True,True
1.0,0.17,150.0,25.5,71.24819802522381,0.08169934640522877,51.199999999999996,True,True,True
1.0,0.17,155.0,26.35,69.67028759215037,0.07906388361796332,53.239999999999995,True,True,True
1.0,0.17,160.0,27.2,68.20883653981028,0.07659313725490198,55.279999999999994,True,True,True
1.0,0.17,165.0,28.05,66.85141061471285,0.07427213309566251,57.31999999999999,True,True,True
1.0,0.17,170.0,28.9,65.58728485427842,0.07208765859284891,59.35999999999999,True,True,True
1.0,0.17,175.0,29.75,64.40715963297384,0.0700280112044818,61.4,True,True,True
1.0,0.17,180.0,30.6,63.30293149399781,0.06808278867102396,63.43999999999998,True,True,True
1.0,0.17,185.0,31.45,62.26750681878204,0.06624271330153683,65.47999999999999,True,True,True
1.0,0.17,190.0,32.3,61.294649274414624,0.06449948400412797,67.52,True,True,True
1.0,0.17,195.0,33.15,60.37885410470245,0.0628456510809452,69.55999999999999,True,True,True
1.0,0.17,200.0,34.0,59.515243911141454,0.061274509803921566,71.6,True,True,True
1.0,0.17,205.0,34.85,58.69948175655019,0.05978000956480154,73.63999999999999,True,True,True
1.0,0.17,210.0,35.7,57.92769832276668,0.05835667600373483,75.68,True,True,True
1.0,0.17,215.0,36.55,57.19643054016481,0.056999544003647984,77.72,True,True,True
1.0,0.17,220.0,37.4,56.50256963510829,0.055704099821746886,79.75999999999999,True,True,True
1.0,0.17,225.0,38.25,55.84331695123305,0.054466230936819175,81.8,True,True,True
1.0,0.17,230.0,39.1,55.21614622048534,0.053282182438192674,83.83999999999999,True,True,True
1.0,0.17,235.0,39.95,54.618771211459226,0.05214851898206092,85.87999999999998,True,True,True
1.0,0.17,240.0,40.8,54.04911788165088,0.05106209150326797,87.91999999999999,True,True,True
1.0,0.17,245.0,41.65,53.505300318690225,0.05002000800320128,89.95999999999998,True,True,True
1.0,0.17,250.0,42.5,52.98559988243477,0.04901960784313726,92.0,True,True,True
1.0,0.17,255.0,43.35,52.48844706187395,0.04805843906189928,94.03999999999999,True,True,True
1.0,0.17,260.0,44.2,52.012405643351926,0.047134238310708905,96.07999999999998,True,True,True
1.0,0.17,265.0,45.05,51.55615885372891,0.04624491305956345,98.11999999999998,True,True,True
1.0,0.17,270.0,45.9,51.118497196910006,0.04538852578068264,100.15999999999998,True,True,True
1.0,0.17,275.0,46.75,50.698307747134386,0.04456327985739751,102.19999999999999,True,True,True
1.0,0.17,280.0,47.6,50.29456469946048,0.043767507002801125,104.24,True,True,True
1.0,0.17,285.0,48.45,49.9063210085283,0.042999656002751976,106.27999999999999,True,True,True
1.0,0.17,290.0,49.3,49.532700972129035,0.042258282623394185,108.31999999999996,True,True,True
1.0,0.17,295.0,50.15,49.172893637329125,0.04154204054503157,110.35999999999999,True,True,True
1.0,0.17,300.0,51.0,48.826146924646515,0.04084967320261439,112.39999999999999,True,True,True
1.0,0.18,10.0,1.8,nan,1.1574074074074077,-5.680000000000001,False,False,False
1.0,0.18,15.0,2.7,nan,0.7716049382716049,-3.520000000000001,False,False,False
1.0,0.18,20.0,3.6,nan,0.5787037037037038,-1.36,False,False,False
1.0,0.18,25.0,4.5,2665.611404780252,0.462962962962963,0.8000000000000007,True,False,False
1.0,0.18,30.0,5.4,742.3769040197687,0.38580246913580246,2.959999999999998,True,False,False
1.0,0.18,35.0,6.3,441.8715132759425,0.3306878306878307,5.12,True,False,False
1.0,0.18,40.0,7.2,319.6880027537275,0.2893518518518519,7.28,True,False,False
1.0,0.18,45.0,8.1,253.41898009761093,0.257201646090535,9.439999999999998,True,False,False
1.0,0.18,50.0,9.0,211.82945553411702,0.2314814814814815,11.600000000000001,True,False,False
1.0,0.18,55.0,9.9,183.29710728706897,0.2104377104377104,13.759999999999998,True,False,False
1.0,0.18,60.0,10.8,162.50720529801384,0.19290123456790123,15.919999999999996,True,True,False
1.0,0.18,65.0,11.7,146.68480201430813,0.1780626780626781,18.08,True,True,False
1.0,0.18,70.0,12.6,134.23951247495066,0.16534391534391535,20.24,True,True,False
1.0,0.18,75.0,13.5,124.19438591818361,0.15432098765432098,22.399999999999995,True,True,False
1.0,0.18,80.0,14.4,115.9161545863853,0.14467592592592596,24.56,True,True,False
1.0,0.18,85.0,15.3,108.97631993697361,0.13616557734204793,26.719999999999995,True,True,False
1.0,0.18,90.0,16.2,103.07457689716917,0.1286008230452675,28.879999999999995,True,True,False
1.0,0.18,95.0,17.1,97.99421046599731,0.12183235867446396,31.04,True,True,True
1.0,0.18,100.0,18.0,93.57490376321888,0.11574074074074076,33.2,True,True,True
1.0,0.18,105.0,18.9,89.69551235897,0.11022927689594357,35.35999999999999,True,True,True
1.0,0.18,110.0,19.8,86.2627886217348,0.1052188552188552,37.52,True,True,True
1.0,0.18,115.0,20.7,83.20378883976315,0.10064412238325282,39.67999999999999,True,True,True
1.0,0.18,120.0,21.6,80.46063224751701,0.09645061728395062,41.83999999999999,True,True,True
1.0,0.18,125.0,22.5,77.98680375705507,0.09259259259259259,43.99999999999999,True,True,True
1.0,0.18,130.0,23.4,75.74449474403667,0.08903133903133904,46.16,True,True,True
1.0,0.18,135.0,24.3,73.70265706661928,0.08573388203017832,48.32,True,True,True
1.0,0.18,140.0,25.2,71.83555668647692,0.08267195767195767,50.48,True,True,True
1.0,0.18,145.0,26.1,70.12168338920338,0.07982120051085569,52.63999999999999,True,True,True
1.0,0.18,150.0,27.0,68.54291835186089,0.07716049382716049,54.79999999999999,True,True,True
1.0,0.18,155.0,27.9,67.0838911122944,0.07467144563918758,56.95999999999999,True,True,True
1.0,0.18,160.0,28.8,65.73147750051757,0.07233796296296298,59.12,True,True,True
1.0,0.18,165.0,29.7,64.47440375171198,0.07014590347923681,61.28,True,True,True
1.0,0.18,170.0,30.6,63.30293149399781,0.06808278867102396,63.43999999999999,True,True,True
1.0,0.18,175.0,31.5,62.20860497032823,0.06613756613756615,65.6,True,True,True
1.0,0.18,180.0,32.4,61.18404660755377,0.06430041152263374,67.75999999999999,True,True,True
1.0,0.18,185.0,33.3,60.22279047771959,0.06256256256256257,69.91999999999999,True,True,True
1.0,0.18,190.0,34.2,59.3191457030586,0.06091617933723198,72.08,True,True,True
1.0,0.18,195.0,35.1,58.4680837062335,0.05935422602089269,74.24,True,True,True
1.0,0.18,200.0,36.0,57.66514458671578,0.05787037037037038,76.4,True,True,True
1.0,0.18,205.0,36.9,56.906358942202104,0.05645889792231256,78.55999999999999,True,True,True
1.0,0.18,210.0,37.8,56.18818224199342,0.055114638447971785,80.71999999999998,True,True,True
