arm_id,sweep,R,a,availability,discount_rate,eta_th,lcoe,wall_load,p_fus,plasma_volume,total_capital,magnet_capital,overnight_capital,lcoe_1cfe,p_net,rec_frac,q_eng,p_th,p_et,cas72,turbine_cost,heat_rejection_cost,bop_capital,beta,beta_ok,net_positive,peak_field_ok,recirc_ok,tbr_ok,wall_load_ok,feasible
arm-rankine-paper,grid,4.5,2.05,0.85,0.07,0.333,185.3233316684848,5.07021314447091,2421.3386112160206,374.47148682830453,8825175460.752155,2800749484.104726,8825175460.752155,181.91081358888235,,,,,,90572064.52851216,193122845.69914737,100241539.65953885,425695998.0767128,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,4.5,2.1,0.85,0.07,0.333,180.30080541623352,5.199635058060777,2540.893105404557,392.96115571988656,9039950729.453005,2838092810.559456,9039950729.453005,176.99220963305254,,,,,,96384376.34085317,202489935.70964667,105103582.37324601,446343647.072657,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,4.5,2.15,0.85,0.07,0.333,175.65489961867712,5.329069158271511,2663.328430778359,411.89635880162706,9257904786.02592,2875436137.0141854,9257904786.02592,172.44249914893692,,,,,,102401937.04044405,212082738.73244706,110082782.74270514,467488829.77934676,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,4.5,2.2,0.85,0.07,0.333,171.34636647993398,5.45851465032349,2788.6445873374278,431.27709607352637,9479040005.522295,2912779463.468915,9479040005.522295,168.22324180372476,,,,,,108626053.06652874,221901254.76754868,115179140.76791626,489131546.19678223,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,0.8,0.85,0.07,0.333,1859.9256984261858,1.8445669341772675,409.71821301560004,63.36486260033445,4901215518.091158,2074629247.4849818,4901215518.091158,1821.366160233543,,,,,,6115830.395998869,35512465.053946555,18432952.151392657,78279264.16771364,0.026834157382368398,satisfied,satisfied,satisfied,violated,satisfied,satisfied,False
arm-rankine-paper,grid,5.0,0.85,0.85,0.07,0.333,1280.7320216050266,1.9727461331394216,462.5334514121422,71.5329894199088,5053927629.384278,2116121832.4346817,5053927629.384278,1254.3640566449717,,,,,,7105545.1070536245,39650536.94613497,20580842.506845616,87400715.53138375,0.026834157382368398,satisfied,satisfied,satisfied,violated,satisfied,satisfied,False
arm-rankine-paper,grid,5.0,0.9,0.85,0.07,0.333,978.4714714676699,2.101077023461294,518.5496133478688,80.19615422854828,5209699551.572512,2157614417.3843813,5209699551.572512,958.4452223801379,,,,,,8166697.535831385,44039401.0742136,22858908.035356328,97074982.1292157,0.026834157382368398,satisfied,satisfied,satisfied,violated,satisfied,satisfied,False
arm-rankine-paper,grid,5.0,0.95,0.85,0.07,0.333,795.1815499480732,2.2295379349486386,577.7666988227796,89.35435702625286,5368733138.505956,2199107002.3340807,5368733138.505956,779.0364741679948,,,,,,10984391.276089104,48679057.43818243,25267148.736924797,107302063.96120945,0.026834157382368398,satisfied,satisfied,satisfied,violated,satisfied,satisfied,False
arm-rankine-paper,grid,5.0,1.0,0.85,0.07,0.333,669.7670930185619,2.3581111374425294,640.1847078368751,99.00759781302257,5531131683.03605,2240599587.2837806,5531131683.03605,656.2379415053316,,,,,,12519025.038574765,53569506.03804147,27805564.61155102,118081961.02736504,0.026834157382368398,satisfied,satisfied,satisfied,violated,satisfied,satisfied,False
arm-rankine-paper,grid,5.0,1.05,0.85,0.07,0.333,579.4385873628158,2.486781984289937,705.8036403901548,109.15587658885738,5696955225.2400875,2282092172.2334805,5696955225.2400875,567.789406381485,,,,,,14157541.505259313,58710746.87379073,30474155.659235004,129414673.32768248,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.1,0.85,0.07,0.333,511.34120251792166,2.615538269946672,774.6234964826189,119.79919335375732,5866241772.546551,2323584757.1831803,5866241772.546551,501.1064519653606,,,,,,15900150.792151311,64102779.9454302,33272921.879976742,141300200.86216173,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.15,0.85,0.07,0.333,458.2137223901061,2.7443697417556154,846.6442761142672,130.93754810772234,6039016975.014082,2365077342.1328797,6039016975.014082,449.0804052667745,,,,,,17747081.16812298,69745605.25295986,36201863.27377623,153738543.6308028,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.2,0.85,0.07,0.333,416.9432981946413,2.873267724391513,921.8659792851,142.5709408507525,6215299066.690952,2406569927.0825796,6215299066.690952,408.69098752451475,,,,,,21931602.468583927,75639222.79637975,39260979.840633474,166729701.63360572,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.25,0.85,0.07,0.333,382.1345773590994,3.002224827762479,1000.2886059951172,154.69937158284776,6395101601.424422,2448062512.032279,6395101601.424422,374.60226788183775,,,,,,24346307.84824272,81783632.57568981,42450271.58054847,180273674.8705704,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.3,0.85,0.07,0.333,353.1440007784227,3.1312347175040456,1081.9121562443192,167.32284030400817,6578435062.007493,2489555096.9819784,6578435062.007493,346.210570961075,,,,,,26897086.85117084,88178834.59089014,45769738.49352125,194370463.34169704,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.35,0.85,0.07,0.333,328.64351446945335,3.260291932957181,1166.736630032705,180.44134701423366,6765307852.23194,2531047681.931679,6765307852.23194,322.2156027348061,,,,,,29584681.747961324,94824828.84198064,49219380.579551764,209020067.04698542,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.4,0.85,0.07,0.333,307.6794904153835,3.3893917415507295,1254.7620273602752,194.05489171352423,6955726931.944035,2572540266.8813777,6955726931.944035,301.6836482113149,,,,,,32409813.13983883,101721615.32896131,52799197.83864001,224222485.98643553,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.45,0.85,0.07,0.333,289.54954418331187,3.518530021367877,1345.9883482270297,208.16347440187994,7149698236.265326,2614032851.8310776,7149698236.265326,283.92697526697935,,,,,,35373184.43345185,108869194.0518322,56509190.270786025,239977720.16004753,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.5,0.85,0.07,0.333,274.7605833360409,3.6477031657314125,1440.4155926329688,222.76709507930076,7347226959.50231,2655525436.7807775,7347226959.50231,269.46351007427756,,,,,,41753771.25731992,116267565.01059334,60349357.87598981,256285769.56782144,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.55,0.85,0.07,0.333,260.87619082401204,3.776908005137118,1538.0437605780924,237.86575374578672,7548317751.611794,2697018021.730477,7548317751.611794,255.8652791477754,,,,,,45416298.36917393,123916728.20524468,64319700.654251345,273146634.2097571,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.6,0.85,0.07,0.333,248.5749870742991,3.906141742963625,1638.8728520624002,253.4594504013378,7752974856.679696,2738510606.6801763,7752974856.679696,243.8174805780253,,,,,,49249143.116958246,131816683.63578619,68420218.60557063,290560314.08585453,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.65,0.85,0.07,0.333,237.60680420033785,4.035401902203437,1742.902867085892,269.5481850459539,7961202212.087003,2780003191.629876,7961202212.087003,233.0751454466383,,,,,,53253407.03242253,139967431.30221793,72650911.72994767,308526809.1961139,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
arm-rankine-paper,grid,5.0,1.7,0.85,0.07,0.333,227.7711845663933,4.164686281072112,1850.1338056485688,286.1319576796352,8173003520.506183,2821495776.579576,8173003520.506183,223.44197865308539,,,,,,57430156.474165946,148368971.2045399,77011780.02738246,327046119.54053503,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,1.75,0.85,0.07,0.333,219.78783906473618,4.2939929158159575,1960.5656677504298,303.2107683023816,8388382302.802749,2862988361.5292754,8388382302.802749,215.64106242431984,,,,,,65853257.79169045,157021303.342752,81502823.497875,346118245.1191179,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,1.8,0.85,0.07,0.333,211.79501596801495,4.423320049392197,2074.198453391475,320.7846169141931,8607341937.317245,2904480946.478975,8607341937.317245,207.81340400043644,,,,,,70833863.63491306,165924427.7168544,86124042.14142531,365743185.93186283,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,1.85,0.85,0.07,0.333,204.52882276294642,4.55266610496757,2191.0321625717047,338.85350351506975,8829885689.305105,2945973531.428674,8829885689.305105,200.69738996096504,,,,,,76019120.6694149,175078344.326847,90875435.95803338,385920941.9787694,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,1.9,0.85,0.07,0.333,197.89752672268673,4.682029663392142,2311.0667952911185,357.4174281050114,9056016733.181194,2987466116.3783736,9056016733.181194,194.20318637047652,,,,,,81410434.29510206,184483053.17272973,95757004.94769919,406651513.25983787,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,1.95,0.85,0.07,0.333,191.8240550540712,4.81140944396963,2434.3023515497175,376.47639068401827,9285738169.449215,3028958701.328073,9285738169.449215,188.25531473620586,,,,,,87009165.8283336,194138554.25450274,100768749.11042278,427934899.7750682,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,2.0,0.85,0.07,0.333,186.24319067418887,4.9408042879748235,2560.7388313475003,396.0303912520903,9519053037.668512,3070451286.2777734,9519053037.668512,182.7899061900575,,,,,,92816636.12347358,204044847.5721659,105910668.44620408,449771101.5244602,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,2.05,0.85,0.07,0.333,181.92127168812442,5.070213144470909,2690.3762346844674,416.0794298092273,9755964326.441992,3111943871.227473,9755964326.441992,178.57444645286827,,,,,,104301942.18494487,214201933.12571937,111182762.95504318,472160118.50801426,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
arm-rankine-paper,grid,5.0,2.1,0.85,0.07,0.333,177.1979058238548,5.199635058060777,2823.214561560619,436.6235063554295,9996474981.14818,3153436456.1771727,9996474981.14818,173.9495260489859,,,,,,111052833.6279826,224609810.91516295,116585032.63694002,495101950.72572994,0.026834157382368398,satisfied,satisfied,satisfied,satisfied,satisfied,violated,False
