case_id,arm_id,I_coil_A,n_e0,T_i0_keV,p_input_MW,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260901-sustainment-fence:c0128,arm-grid-I-ne,22000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,1081.3221461739868,1058.770569002972,1330.0929846576905,1.515555724533153,0.010241232143721314,12.857142857142856,35.57142857142857,1326530612.244898,16270141951.522083,7692432000.0,264145000.0,16270141951.522083,24293135.02979494,260005.27275909617,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0129,arm-grid-I-ne,22000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,769.2993813070693,753.3838270394248,1597.5841828093055,1.820344804166743,0.011465367799095183,12.857142857142856,35.57142857142857,1326530612.244898,16686592947.250164,7692432000.0,264145000.0,16686592947.250164,32922040.029176388,312294.1899538343,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0130,arm-grid-I-ne,22000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,600.707612019796,588.4189419334547,1878.8045668289428,2.140777411339737,0.01268294896316739,12.857142857142856,35.57142857142857,1326530612.244898,17108412008.423012,7692432000.0,264145000.0,17108412008.423012,49343341.25270516,367266.87494341884,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0131,arm-grid-I-ne,22000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,493.5452867155098,483.53236959991614,2172.5278298669714,2.4754562479779176,0.013894704154890527,12.857142857142856,35.57142857142857,1326530612.244898,17535204971.187126,7692432000.0,264145000.0,17535204971.187126,61839432.729973346,424683.6104670249,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0132,arm-grid-I-ne,22000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,420.1810497174039,411.7235386121653,2477.7254065260295,2.823209329720786,0.015101233650507402,12.857142857142856,35.57142857142857,1326530612.244898,17966568019.370087,7692432000.0,264145000.0,17966568019.370087,74859997.79517622,484343.3335690723,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0133,arm-grid-I-ne,22000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,368.8671293513422,361.53666536932013,2793.523023516611,3.183040478177807,0.016303039370361674,12.857142857142856,35.57142857142857,1326530612.244898,18402137938.234016,7692432000.0,264145000.0,18402137938.234016,99407329.89009194,546075.142163973,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0134,arm-grid-I-ne,22000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,330.15419899710395,323.67593940710407,3119.169006071868,3.5540932081189833,0.017500546296586827,12.857142857142856,35.57142857142857,1326530612.244898,18841598721.23222,7692432000.0,264145000.0,18841598721.23222,125749204.47810705,609732.0996051654,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0135,arm-grid-I-ne,23000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,9505.714500373122,9302.71484875351,804.1769233507849,0.9163080730294971,0.0070761650261004765,13.441558441558442,37.188311688311686,1449865069.99494,15952177020.712605,8039613818.181819,264145000.0,15952177020.712605,7253141.276443241,157199.71664703017,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0136,arm-grid-I-ne,23000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,2211.264683976433,2164.509007177036,1025.8242696699149,1.168861021143866,0.008204446758629389,13.441558441558442,37.188311688311686,1449865069.99494,16342261200.429718,8039613818.181819,264145000.0,16342261200.429718,11522721.981141815,200527.12262599383,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0137,arm-grid-I-ne,23000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,1250.770319714281,1224.5978080091866,1262.9163676748444,1.439012274114666,0.00932491876498621,13.441558441558442,37.188311688311686,1449865069.99494,16733309133.569376,8039613818.181819,264145000.0,16733309133.569376,22163156.893720634,246873.65352410465,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0138,arm-grid-I-ne,23000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,871.9428798037468,853.8361643933512,1513.7565649897858,1.7248286052800565,0.010438639624989464,13.441558441558442,37.188311688311686,1449865069.99494,17128490786.97783,8039613818.181819,264145000.0,17128490786.97783,30202237.640707146,295907.6493981612,satisfied,satisfied,violated,violated,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0139,arm-grid-I-ne,23000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,670.5183455306155,656.6921748963038,1776.977614992111,2.0247521247258176,0.011546443878829707,13.441558441558442,37.188311688311686,1449865069.99494,17527943306.499504,8039613818.181819,264145000.0,17527943306.499504,38751126.457871474,347361.84221867565,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0140,arm-grid-I-ne,23000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,548.439191869068,537.2548396916949,2051.4557607606203,2.337502383449847,0.012649004030666662,13.441558441558442,37.188311688311686,1449865069.99494,17931419220.6906,8039613818.181819,264145000.0,17931419220.6906,56674394.67701239,401016.5610843034,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0141,arm-grid-I-ne,23000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,464.28514761503084,454.88745223237936,2336.251953232625,2.6620093952188584,0.013746871843733827,13.441558441558442,37.188311688311686,1449865069.99494,18338617814.25301,8039613818.181819,264145000.0,18338617814.25301,68830299.21767981,456688.2416048143,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0142,arm-grid-I-ne,23000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,405.479598776161,397.3671505407772,2630.570560109807,2.997366588012513,0.014840506995119072,13.441558441558442,37.188311688311686,1449865069.99494,18749256146.8814,8039613818.181819,264145000.0,18749256146.8814,91020868.08143507,514221.35435848625,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0143,arm-grid-I-ne,23000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,359.99196220781965,352.8462325689303,2933.729304731691,3.342796551296038,0.015930297417871275,13.441558441558442,37.188311688311686,1449865069.99494,19163083693.037086,8039613818.181819,264145000.0,19163083693.037086,106624397.41525194,573482.528572561,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0144,arm-grid-I-ne,24000000.0,3.036e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,22736.80957412543,22249.720557972432,767.5252992637235,0.8745458959942736,0.006469723115850366,14.025974025974024,38.8051948051948,1578681059.2005396,16453495236.96255,8386795636.363636,264145000.0,16453495236.96255,6574889.854623549,150035.09309984802,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0145,arm-grid-I-ne,24000000.0,3.542e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,2745.2035176818904,2687.015918304962,976.486558893762,1.1126438612425202,0.007500344737096184,14.025974025974024,38.8051948051948,1578681059.2005396,16828673159.887405,8386795636.363636,264145000.0,16828673159.887405,10556786.373281933,190882.63528891906,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0146,arm-grid-I-ne,24000000.0,4.048e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,1454.6371999210935,1424.0185820527327,1199.46948484684,1.3667186167667076,0.008523859201409169,14.025974025974024,38.8051948051948,1578681059.2005396,17201204343.29083,8386795636.363636,264145000.0,17201204343.29083,14938895.937328145,234471.1190654666,satisfied,satisfied,violated,violated,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0147,arm-grid-I-ne,24000000.0,4.554e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,992.8050917585182,972.116693782959,1434.9058612514393,1.6349832810714835,0.009541252183432904,14.025974025974024,38.8051948051948,1578681059.2005396,17576597234.670486,8386795636.363636,264145000.0,17576597234.670486,27653893.676890153,280493.9911282383,satisfied,satisfied,violated,violated,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0148,arm-grid-I-ne,24000000.0,5.06e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,753.5876592202545,737.9888895629653,1681.5381809308942,1.9160050053092705,0.010553296659312698,14.025974025974024,38.8051948051948,1578681059.2005396,17955294751.25782,8386795636.363636,264145000.0,17955294751.25782,35650527.53895684,328705.435207066,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0149,arm-grid-I-ne,24000000.0,5.566e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,610.8465970612339,598.3295935206745,1938.3369510566226,2.208610748371123,0.01156061269366418,14.025974025974024,38.8051948051948,1578681059.2005396,18337194540.728416,8386795636.363636,264145000.0,18337194540.728416,51864402.05010451,378904.2070530238,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0150,arm-grid-I-ne,24000000.0,6.072e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,513.9668476849998,503.50917726392663,2204.444729570787,2.511823509976459,0.012563707075582341,14.025974025974024,38.8051948051948,1578681059.2005396,18722092177.396976,8386795636.363636,264145000.0,18722092177.396976,63202351.79068069,430922.6947331907,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0151,arm-grid-I-ne,24000000.0,6.578e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,446.4612458600738,437.4728860114635,2479.1370228618125,2.8248177760799638,0.013563000607217723,14.025974025974024,38.8051948051948,1578681059.2005396,19109777391.494045,8386795636.363636,264145000.0,19109777391.494045,83245965.99626249,484619.2749465925,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0152,arm-grid-I-ne,24000000.0,7.084e+20,14.63,50.0,False,12.7,1.3,0.85,0.07,394.82939397711095,386.9396771643273,2761.793906282198,3.1468871822701723,0.014558847343355276,14.025974025974024,38.8051948051948,1578681059.2005396,19500057800.535873,8386795636.363636,264145000.0,19500057800.535873,97773726.49676585,539872.765430844,satisfied,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0299,arm-grid-I-ne,15400000.0,5.06e+20,14.63,50.0,True,12.7,1.3,0.85,0.07,307.08712042841586,301.0951146207506,2725.3631229489465,3.105376639122585,0.026839612876848863,8.999999999999998,24.899999999999995,649999999.9999999,14542872713.45538,5401032000.0,264145000.0,14542872713.45538,95898253.47855279,532751.311617728,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0153,arm-grid-I-ne-p110,8000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,767.3749219955678,751.8312355106364,1483.00525348332,1.6897894563422695,0.06254827647396692,4.675324675324674,12.935064935064931,175409006.5778377,9017016362.426008,2831886545.454545,581119000.0,9017016362.426008,29753286.942237806,289896.41317019466,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0154,arm-grid-I-ne-p110,8000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,414.33973779279427,406.2021380361298,1991.7471702924818,2.269468270698639,0.07285338402803596,4.675324675324674,12.935064935064931,175409006.5778377,9781358702.8754,2831886545.454545,581119000.0,9781358702.8754,54903998.04415789,389344.7843515475,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0155,arm-grid-I-ne-p110,8000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,291.73428639535825,286.1755111425139,2568.2904184235244,2.9264023574315408,0.08313054940244528,4.675324675324674,12.935064935064931,175409006.5778377,10599270745.248457,2831886545.454545,581119000.0,10599270745.248457,88804959.76192266,502046.893314483,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0156,arm-grid-I-ne-p110,8000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,230.5778075365089,226.31702919564083,3210.510168009415,3.6581706090651926,0.0933812245986404,4.675324675324674,12.935064935064931,175409006.5778377,11469226833.16716,2831886545.454545,581119000.0,11469226833.16716,132352452.22520243,627587.3803995505,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0157,arm-grid-I-ne-p110,8000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,194.5758634633518,191.09060556957337,3916.427928673808,4.462518662596113,0.10360668658238231,4.675324675324674,12.935064935064931,175409006.5778377,12389153764.858175,2831886545.454545,581119000.0,12389153764.858175,186298322.10665622,765579.4922474842,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0158,arm-grid-I-ne-p110,8000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,171.2621615800123,168.28946957087499,4684.193534452694,5.33733837246573,0.11380807326810165,4.675324675324674,12.935064935064931,175409006.5778377,13357047598.08627,2831886545.454545,581119000.0,13357047598.08627,251286446.36201796,915661.5602293452,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0159,arm-grid-I-ne-p110,8000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,155.20788361402035,152.5974537035001,5512.070591643584,6.2806512293170265,0.12398640924196458,4.675324675324674,12.935064935064931,175409006.5778377,14371066756.732658,2831886545.454545,581119000.0,14371066756.732658,327871758.34552324,1077494.1558063468,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0160,arm-grid-I-ne-p110,8000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,144.6905992040032,142.3487926381068,6398.424471137101,7.290594678025827,0.13414262482537856,4.675324675324674,12.935064935064931,175409006.5778377,15429532519.184855,2831886545.454545,581119000.0,15429532519.184855,431814400.6494668,1250757.7432826052,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0161,arm-grid-I-ne-p110,8000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,136.1483630475297,134.01308525984967,7341.712251391059,8.365410658364206,0.14427757066974523,4.675324675324674,12.935064935064931,175409006.5778377,16530911242.094976,2831886545.454545,581119000.0,16530911242.094976,535619697.42046386,1435150.7138675693,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0162,arm-grid-I-ne-p110,9000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,882.7595996130209,864.7711884723255,1441.5131985969326,1.6425119185828385,0.049249447979985886,5.259740259740259,14.55194805194805,222002023.9500759,9522848265.845034,3179068363.636363,581119000.0,9522848265.845034,28401894.487868194,281785.5869554041,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0163,arm-grid-I-ne-p110,9000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,460.3569154341772,451.2446065617788,1929.6431784718343,2.19870475160199,0.05734159977203482,5.259740259740259,14.55194805194805,222002023.9500759,10261183785.977474,3179068363.636363,581119000.0,10261183785.977474,52251311.546997555,377204.7569106,violated,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0164,arm-grid-I-ne-p110,9000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,319.14963436372955,313.009927776219,2480.4727826854846,2.8263397888044266,0.06540727613099775,5.259740259740259,14.55194805194805,222002023.9500759,11047881031.61491,3179068363.636363,581119000.0,11047881031.61491,84280147.18555473,484880.387967487,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0165,arm-grid-I-ne-p110,9000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,248.04347610321025,243.37759604489273,3091.5926446387675,3.5226717113410824,0.07344802650331796,5.259740259740259,14.55194805194805,222002023.9500759,11881429463.413889,3179068363.636363,581119000.0,11881429463.413889,115816359.93579854,604341.4995051569,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0166,arm-grid-I-ne-p110,9000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,209.02752569939193,205.23504565102738,3760.7848737504664,4.285173375015632,0.08146520731542062,5.259740259740259,14.55194805194805,222002023.9500759,12759694200.726921,3179068363.636363,581119000.0,12759694200.726921,175918237.5182387,735154.5404469772,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0167,arm-grid-I-ne-p110,9000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,182.77980053068165,179.56157179152657,4485.997745890121,5.111506971654551,0.08946002142546733,5.259740259740259,14.55194805194805,222002023.9500759,13680608748.148405,3179068363.636363,581119000.0,13680608748.148405,236743273.9036177,876918.4417712186,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0168,arm-grid-I-ne-p110,9000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,164.7171696495227,161.9033093507672,5265.325349631701,5.999500837317427,0.09743354646475431,5.259740259740259,14.55194805194805,222002023.9500759,14642279269.381203,3179068363.636363,581119000.0,14642279269.381203,308233854.2076537,1029260.6377806732,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0169,arm-grid-I-ne-p110,9000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,151.73038663885288,149.21554106017211,6096.990885568074,6.947130422935974,0.1053867559376501,5.259740259740259,14.55194805194805,222002023.9500759,15642986546.399576,3179068363.636363,581119000.0,15642986546.399576,390796783.1021219,1191833.80146902,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0170,arm-grid-I-ne-p110,9000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,143.04222396609816,140.75676764023967,6979.332736158345,7.952502421797701,0.11332053537796333,5.259740259740259,14.55194805194805,222002023.9500759,16681167502.5375,3179068363.636363,581119000.0,16681167502.5375,500576074.172845,1364313.121468238,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0171,arm-grid-I-ne-p110,10000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1029.2937790095916,1008.2007593701744,1397.197804607394,1.5920173668330808,0.03974153573259411,5.844155844155844,16.16883116883117,274076572.7778715,10023755062.109882,3526250181.818182,581119000.0,10023755062.109882,26962787.862070434,273122.85718043114,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0172,arm-grid-I-ne-p110,10000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,514.879471684933,504.61252216279263,1863.7837762347926,2.1236621829800923,0.04625318868905864,5.844155844155844,16.16883116883117,274076572.7778715,10734842435.849827,3526250181.818182,581119000.0,10734842435.849827,49446884.19833796,364330.62552286097,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0173,arm-grid-I-ne-p110,10000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,348.9467683234514,342.1337312965351,2387.9657740085595,2.720933980205388,0.052739967247731,5.844155844155844,16.16883116883117,274076572.7778715,11489058115.411201,3526250181.818182,581119000.0,11489058115.411201,71889873.8734076,466797.2085953606,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0174,arm-grid-I-ne-p110,10000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,270.04092783384596,264.9099603494286,2967.1138931741725,3.3808361505637596,0.059203495914219764,5.844155844155844,16.16883116883117,274076572.7778715,12285006907.945862,3526250181.818182,581119000.0,12285006907.945862,109401064.68413505,580008.5151945952,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0175,arm-grid-I-ne-p110,10000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,224.20075418304037,220.0572082241788,3598.835818067773,4.100642803654254,0.06564518818378315,5.844155844155844,16.16883116883117,274076572.7778715,13120560414.160702,3526250181.818182,581119000.0,13120560414.160702,155453318.03375068,703496.8977997655,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0176,arm-grid-I-ne-p110,10000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,194.688368348257,191.19023139480066,4280.942950714728,4.877860172328697,0.07206628979161891,5.844155844155844,16.16883116883117,274076572.7778715,13993649955.931767,3526250181.818182,581119000.0,13993649955.931767,210592292.47748065,836834.5314242591,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0177,arm-grid-I-ne-p110,10000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,175.53686261786663,172.49136816941316,5011.423405734638,5.710195842116419,0.07846790994025592,5.844155844155844,16.16883116883117,274076572.7778715,14902385436.591919,3526250181.818182,581119000.0,14902385436.591919,288005084.4465699,979628.1346861545,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0178,arm-grid-I-ne-p110,10000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,160.8874947855682,158.17572025519607,5788.420024323093,6.595533699565305,0.0848510445753535,5.844155844155844,16.16883116883117,274076572.7778715,15845059610.279106,3526250181.818182,581119000.0,15845059610.279106,364391717.31638,1131514.672002926,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0179,arm-grid-I-ne-p110,10000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,150.00004749324157,147.54370090669516,6610.212196097766,7.531913219400281,0.0912165942406507,5.844155844155844,16.16883116883117,274076572.7778715,16820129238.527983,3526250181.818182,581119000.0,16820129238.527983,451145908.0526047,1292157.8001437408,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0180,arm-grid-I-ne-p110,11000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1220.4387336282884,1195.295034353689,1350.7360356432218,1.539077158338026,0.03271168778389913,6.428571428571428,17.785714285714285,331632653.0612245,10520669242.355532,3873432000.0,581119000.0,10520669242.355532,25460076.670236535,264040.5561294948,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0181,arm-grid-I-ne-p110,11000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,577.1313811313239,565.4825593767026,1795.2486718034966,2.0455708231650793,0.03805632549142825,6.428571428571428,17.785714285714285,331632653.0612245,11203781088.129429,3873432000.0,581119000.0,11203781088.129429,39961404.830280066,350933.45049316314,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0182,arm-grid-I-ne-p110,11000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,386.0696005395364,378.4716125294594,2292.3692649702616,2.6120078839177183,0.04337776267233559,6.428571428571428,17.785714285714285,331632653.0612245,11924866404.052723,3873432000.0,581119000.0,11924866404.052723,67793185.36007583,448110.09672121087,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0183,arm-grid-I-ne-p110,11000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,295.37743475439265,289.7105970766223,2839.316132850311,3.2352187918712088,0.04867767395159759,6.428571428571428,17.785714285714285,331632653.0612245,12682758386.809292,3873432000.0,581119000.0,12682758386.809292,102802706.58014417,555026.7342858275,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0184,arm-grid-I-ne-p110,11000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,243.18542115211022,238.63984198853223,3433.5892044208517,3.912354876297985,0.05395750592049095,6.428571428571428,17.785714285714285,331632653.0612245,13475403093.802061,3873432000.0,581119000.0,13475403093.802061,145627230.307227,671194.6517542816,violated,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0185,arm-grid-I-ne-p110,11000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,209.74038817514003,205.9228091192557,4072.9267907299914,4.640839087564908,0.05921852451306686,6.428571428571428,17.785714285714285,331632653.0612245,14300786714.870037,3873432000.0,581119000.0,14300786714.870037,196735512.695723,796171.7363873766,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0186,arm-grid-I-ne-p110,11000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,186.78917577995577,183.47986898728075,4755.27141248403,5.418327059858728,0.06446184913622505,6.428571428571428,17.785714285714285,331632653.0612245,15157073664.190842,3873432000.0,581119000.0,15157073664.190842,256499000.2879238,929555.7941497139,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0187,arm-grid-I-ne-p110,11000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,170.2791604765174,167.34337683206704,5478.742307526948,6.242675785220663,0.0696884781900336,6.428571428571428,17.785714285714285,331632653.0612245,16042614528.6353,3873432000.0,581119000.0,16042614528.6353,325221296.62233967,1070979.1754987342,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0188,arm-grid-I-ne-p110,11000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,158.97344767758062,156.3228596465504,6241.612951836784,7.111918000162213,0.07489930864490442,6.428571428571428,17.785714285714285,331632653.0612245,16955927521.507433,3873432000.0,581119000.0,16955927521.507433,417493630.05231684,1220104.3812111255,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0189,arm-grid-I-ne-p110,12000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1478.4074571099216,1447.7946451389423,1302.7799726505482,1.4844342975508729,0.02736990951176845,7.012987012987012,19.4025974025974,394670264.8001349,11014491719.550606,4220613818.181818,581119000.0,11014491719.550606,23917329.295627367,254666.1519467139,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
