case_id,arm_id,I_coil_A,n_e0,T_i0_keV,p_input_MW,is_baseline_point,R,a,availability,discount_rate,lcoe,lcoe_1cfe,p_fus,wall_load,beta,B_axis,B_peak,sigma_wp,total_capital,magnet_capital,heating_capital,overnight_capital,cas72,fuel,beta_ok,net_positive,peak_field_ok,recirc_ok,sustainment_ok,tbr_ok,wall_load_ok,wp_stress_ok,feasible
20260901-sustainment-fence:c0190,arm-grid-I-ne-p110,12000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,656.1286325242506,642.8072343951482,1725.0527522410978,1.9655870709321168,0.03182920216214776,7.012987012987012,19.4025974025974,394670264.8001349,11669378593.710363,4220613818.181818,581119000.0,11669378593.710363,37668202.43245488,337211.620949724,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0191,arm-grid-I-ne-p110,12000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,429.5849367747395,421.06646105511385,2195.152611947106,2.5012357373770646,0.036266989254232225,7.012987012987012,19.4025974025974,394670264.8001349,12357232661.577805,4220613818.181818,581119000.0,12357232661.577805,63622396.98397756,429106.280689118,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0192,arm-grid-I-ne-p110,12000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,324.65539306222234,318.3690150274744,2710.2133627977805,3.0881144582170057,0.040684970115698785,7.012987012987012,19.4025974025974,394670264.8001349,13077242267.843042,4220613818.181818,581119000.0,13077242267.843042,96132237.75772162,529789.8513545927,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0193,arm-grid-I-ne-p110,12000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,264.95385557038804,259.9469995573696,3267.689749312609,3.7233230779301927,0.04508460101035397,7.012987012987012,19.4025974025974,394670264.8001349,13827491499.800076,4220613818.181818,581119000.0,13827491499.800076,135754427.94965938,638764.7888999148,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0194,arm-grid-I-ne-p110,12000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,226.91849167522295,222.7360524421943,3865.304534125295,4.404266830461606,0.049467146604475626,7.012987012987012,19.4025974025974,394670264.8001349,14606070997.391363,4220613818.181818,581119000.0,14606070997.391363,182888314.86597067,755585.9411970831,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0195,arm-grid-I-ne-p110,12000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,200.8896575422931,197.27989445805156,4501.007173518944,5.1286092526433364,0.05383371700915943,7.012987012987012,19.4025974025974,394670264.8001349,15411241690.918327,4220613818.181818,581119000.0,15411241690.918327,237844825.75236413,879852.4699704534,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0196,arm-grid-I-ne-p110,12000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,182.1813296727119,178.99091164370893,5172.940965810263,5.894234751883497,0.058185295423479444,7.012987012987012,19.4025974025974,394670264.8001349,16241448323.839823,4220613818.181818,581119000.0,16241448323.839823,300874540.1542031,1011201.428995089,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0197,arm-grid-I-ne-p110,12000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,168.24920359112767,165.3781154473916,5879.4164919030145,6.6992183433787895,0.06252275927272591,7.012987012987012,19.4025974025974,394670264.8001349,17095302119.75744,4220613818.181818,581119000.0,17095302119.75744,372182500.85915154,1149302.5722821844,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0198,arm-grid-I-ne-p110,13000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1842.7429005538033,1804.4013778694334,1253.9366953531505,1.4287805129155966,0.023217669480446908,7.5974025974025965,21.019480519480517,463189407.99460274,11506057135.677702,4567795636.363637,581119000.0,11506057135.677702,22356809.925960563,245118.31598137622,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0199,arm-grid-I-ne-p110,13000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,752.9415842007656,737.569366282202,1654.1164851224678,1.8847597400998137,0.026990069290734317,7.5974025974025965,21.019480519480517,463189407.99460274,12132904670.09324,4567795636.363637,581119000.0,12132904670.09324,35347453.08787914,323345.06899175077,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0200,arm-grid-I-ne-p110,13000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,480.91224714547246,471.3074674112801,2097.615464985986,2.390098408531142,0.03074263789501766,7.5974025974025965,21.019480519480517,463189407.99460274,12787892671.270666,4567795636.363637,581119000.0,12787892671.270666,59438180.77568462,410039.81481621,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0201,arm-grid-I-ne-p110,13000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,358.6043512522799,351.5991734723774,2581.5441632847123,2.941504150409604,0.0344770752432091,7.5974025974025965,21.019480519480517,463189407.99460274,13470712345.914541,4567795636.363637,581119000.0,13470712345.914541,89488623.14996919,504637.72236738517,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0202,arm-grid-I-ne-p110,13000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,289.9604576198459,284.42335683800843,3103.3666980820767,3.5360874907661266,0.0381948258746812,7.5974025974025965,21.019480519480517,463189407.99460274,14179642804.05349,4567795636.363637,581119000.0,14179642804.05349,125982521.86079991,606643.0799302243,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0203,arm-grid-I-ne-p110,13000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,245.17098255990547,240.57149132260744,3660.8384727353164,4.171290855558558,0.041897134327926217,7.5974025974025965,21.019480519480517,463189407.99460274,14912919242.467112,4567795636.363637,581119000.0,14912919242.467112,159135548.2312537,715617.1159533643,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0204,arm-grid-I-ne-p110,13000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,215.72753813574317,211.7756114030081,4251.958136587455,4.84483383395851,0.04558508486394954,7.5974025974025965,21.019480519480517,463189407.99460274,15668930855.199738,4567795636.363637,581119000.0,15668930855.199738,208663244.49090225,831168.6083722909,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0205,arm-grid-I-ne-p110,13000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,194.5864009226789,191.10675044331168,4874.929919081608,5.5546702604882086,0.04925963104244331,7.5974025974025965,21.019480519480517,463189407.99460274,16446242456.113132,4567795636.363637,581119000.0,16446242456.113132,265267920.42355257,952946.521718927,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0206,arm-grid-I-ne-p110,13000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,178.83654949102265,175.71547427844797,5528.133442119317,6.298953818137223,0.05292161812215455,7.5974025974025965,21.019480519480517,463189407.99460274,17243579484.324196,4567795636.363637,581119000.0,17243579484.324196,329148891.2759654,1080634.106071032,violated,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0207,arm-grid-I-ne-p110,14000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,2381.5359489309003,2331.546609079968,1204.7542966270712,1.3727403211430156,0.01992773675193216,8.18181818181818,22.63636363636363,537190082.644628,11996101637.999098,4914977454.545455,581119000.0,11996101637.999098,15382367.885412438,235504.1888915985,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0208,arm-grid-I-ne-p110,14000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,873.4170968144965,855.4912605662159,1583.2476838615896,1.804009282289251,0.023157046868731785,8.18181818181818,22.63636363636363,537190082.644628,12595492081.877361,4914977454.545455,581119000.0,12595492081.877361,33028282.597670093,309491.7051935146,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0209,arm-grid-I-ne-p110,14000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,541.8829196269427,530.9869681336747,2000.8674422432412,2.2798602361654963,0.026368147597863836,8.18181818181818,22.63636363636363,537190082.644628,13218360331.844057,4914977454.545455,581119000.0,13218360331.844057,55294089.375850804,391127.60617193667,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0210,arm-grid-I-ne-p110,14000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,396.0850499625832,388.2426967272694,2454.7531303484743,2.7970338930648215,0.02956271795812488,8.18181818181818,22.63636363636363,537190082.644628,13865087362.094286,4914977454.545455,581119000.0,13865087362.094286,74747074.09651358,479852.7355414616,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0211,arm-grid-I-ne-p110,14000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,317.20608395744466,311.0582170656854,2942.422791178594,3.3527022220293854,0.03274217242781974,8.18181818181818,22.63636363636363,537190082.644628,14534197741.338207,4914977454.545455,581119000.0,14534197741.338207,108126969.88086599,575181.9227810316,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0212,arm-grid-I-ne-p110,14000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,267.69688446549196,262.62027621537607,3461.7020561583613,3.9443876693998146,0.03590771989054416,8.18181818181818,22.63636363636363,537190082.644628,15224101568.335178,4914977454.545455,581119000.0,15224101568.335178,147299837.2971612,676690.124453078,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0213,arm-grid-I-ne-p110,14000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,234.07802906176522,229.73644071224896,4010.670230838622,4.569901726928134,0.03906040569140728,8.18181818181818,22.63636363636363,537190082.644628,15933337984.381077,4914977454.545455,581119000.0,15933337984.381077,192584149.26684463,784001.8850895257,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0214,arm-grid-I-ne-p110,14000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,209.99563045485684,206.1876622826106,4587.618559658442,5.227297377148594,0.04220114276583732,8.18181818181818,22.63636363636363,537190082.644628,16660607926.450314,4914977454.545455,581119000.0,16660607926.450314,244200971.80003315,896783.1788284053,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0215,arm-grid-I-ne-p110,14000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,192.06718460835555,188.6630247094546,5191.017186554309,5.914831447108992,0.045330735096651566,8.18181818181818,22.63636363636363,537190082.644628,17404762969.146156,4914977454.545455,581119000.0,17404762969.146156,302314656.2211838,1014734.9509061298,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0216,arm-grid-I-ne-p110,15000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,3290.9398690316143,3221.58740247979,1155.7135779162434,1.3168615646690514,0.017278087608773342,8.766233766233764,24.253246753246746,616672288.7502106,12485224949.223093,5262159272.727273,581119000.0,12485224949.223093,14408038.81953201,225917.757272314,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0217,arm-grid-I-ne-p110,15000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1026.1827805481562,1005.0167123089533,1513.1332734937982,1.7241184045604883,0.020071015416056374,8.766233766233764,24.253246753246746,616672288.7502106,13058121014.226217,5262159272.727273,581119000.0,13058121014.226217,30736394.891540527,295785.8089875343,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0218,arm-grid-I-ne-p110,15000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,614.9074560851218,602.46407624239,1905.823386685295,2.171563625217831,0.022847280078166353,8.766233766233764,24.253246753246746,616672288.7502106,13649915715.254719,5262159272.727273,581119000.0,13649915715.254719,51235849.24394175,372548.4873625594,satisfied,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0219,arm-grid-I-ne-p110,15000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,442.375795295379,433.55411414947037,2330.994663646727,2.6560190506193893,0.025608521466914707,8.766233766233764,24.253246753246746,616672288.7502106,14261947190.969088,5262159272.727273,581119000.0,14261947190.969088,69449231.2497838,455660.5517902508,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260901-sustainment-fence:c0220,arm-grid-I-ne-p110,15000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,350.5188948275262,343.66585865225335,2786.253121308193,3.17475689046187,0.028356109189914915,8.766233766233764,24.253246753246746,616672288.7502106,14893031329.505249,5262159272.727273,581119000.0,14893031329.505249,100061140.26501818,544654.0288069109,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260901-sustainment-fence:c0221,arm-grid-I-ne-p110,15000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,293.46793096470947,287.8449024764498,3269.5217830209085,3.7254105629452843,0.03109120452462018,8.766233766233764,24.253246753246746,616672288.7502106,15541774748.309242,5262159272.727273,581119000.0,15541774748.309242,135863444.64579734,639122.9130532821,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260901-sustainment-fence:c0222,arm-grid-I-ne-p110,15000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,254.956931573252,250.17150616461387,3778.981986158591,4.305907818545687,0.033814804336345115,8.766233766233764,24.253246753246746,616672288.7502106,16206879367.116007,5262159272.727273,581119000.0,16206879367.116007,177131490.402441,738711.6941420026,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0223,arm-grid-I-ne-p110,15000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,226.2304701485193,222.04999306236343,4313.028521078445,4.914419623735892,0.03652777335819799,8.766233766233764,24.253246753246746,616672288.7502106,16887190023.871317,5262159272.727273,581119000.0,16887190023.871317,212726892.06741792,843106.5872656758,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0224,arm-grid-I-ne-p110,15000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,205.91813155170084,202.19372366773783,4870.234559081148,5.549320198643267,0.03923086838278477,8.766233766233764,24.253246753246746,616672288.7502106,17581688739.055664,5262159272.727273,581119000.0,17581688739.055664,264924009.6711155,952028.6773488689,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0329,arm-grid-I-ne-p110,15400000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,365.25616201340273,358.09096476163137,2725.3631229489465,3.105376639122585,0.026839612876848863,8.999999999999998,24.899999999999995,649999999.9999999,15038099632.934221,5401032000.0,581119000.0,15038099632.934221,96914955.457349,532751.311617728,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,True
20260901-sustainment-fence:c0225,arm-grid-I-ne-p110,16000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,5077.875074336047,4970.43383715506,1107.224674339057,1.2616115661799205,0.015113763269843823,9.350649350649348,25.870129870129862,701636026.3113508,12973819975.82159,5609341090.90909,581119000.0,12973819975.82159,13442926.04629986,216439.19393441285,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0226,arm-grid-I-ne-p110,16000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1224.5411874029317,1199.1647997229402,1444.3390712633395,1.645731819406146,0.017551115762314547,9.350649350649348,25.870129870129862,701636026.3113508,13521613138.517696,5609341090.90909,581119000.0,13521613138.517696,28493823.15966312,282337.9857740481,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0227,arm-grid-I-ne-p110,16000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,700.2219780244054,685.9057550088937,1813.2103568541897,2.066037012307371,0.01997326049099113,9.350649350649348,25.870129870129862,701636026.3113508,14083607813.416002,5609341090.90909,581119000.0,14083607813.416002,40547375.53117762,354444.5830791457,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0228,arm-grid-I-ne-p110,16000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,496.75640942323804,486.783224161387,2211.1523991875397,2.519466469681688,0.02238178359477381,9.350649350649348,25.870129870129862,701636026.3113508,14662548394.786774,5609341090.90909,581119000.0,14662548394.786774,64308943.640349865,432233.90341438714,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0229,arm-grid-I-ne-p110,16000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,389.05307674770535,381.3835943166287,2635.883321991588,3.003420139738513,0.024777998600737372,9.350649350649348,25.870129870129862,701636026.3113508,15257587341.709866,5609341090.90909,581119000.0,15257587341.709866,92293131.57058656,515259.8878430696,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0230,arm-grid-I-ne-p110,16000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,321.3711522144909,315.1214566207035,3085.4413507057693,3.5156627060753025,0.02716301067010483,9.350649350649348,25.870129870129862,701636026.3113508,15867542550.964144,5609341090.90909,581119000.0,15867542550.964144,115499704.77919789,603139.0505972091,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0231,arm-grid-I-ne-p110,16000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,277.4084918135167,272.1172906657182,3558.1226154539363,4.054252718151052,0.02953776187762818,9.350649350649348,25.870129870129862,701636026.3113508,16491284540.134598,5609341090.90909,581119000.0,16491284540.134598,153033826.68907598,695538.3208637092,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0232,arm-grid-I-ne-p110,16000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,246.12172001777583,241.51869081952864,4052.434080565284,4.617488957491624,0.0319030641363292,9.350649350649348,25.870129870129862,701636026.3113508,17127803358.500866,5609341090.90909,581119000.0,17127803358.500866,195369167.87599525,792165.8414932545,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0233,arm-grid-I-ne-p110,16000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,222.89973754811672,218.8133108479496,4567.057367258043,5.2038692159560345,0.034259623877374114,9.350649350649348,25.870129870129862,701636026.3113508,17776210126.138733,5609341090.90909,581119000.0,17776210126.138733,242692137.33448032,892763.897093983,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0234,arm-grid-I-ne-p110,17000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,10124.163712408083,9909.014850640757,1059.6275979647241,1.2073777476407404,0.013323941830883623,9.935064935064934,27.487012987012985,792081295.3280486,13461843061.50978,5956522909.090909,581119000.0,13461843061.50978,12495206.938988457,207134.96410387298,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0235,arm-grid-I-ne-p110,17000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1490.153106638816,1459.134602570285,1377.3155272824679,1.5693627858645915,0.015467998231946653,9.935064935064934,27.487012987012985,792081295.3280486,13986632489.51241,5956522909.090909,581119000.0,13986632489.51241,26318881.988761988,269236.28909942607,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0236,arm-grid-I-ne-p110,17000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,808.372572374199,791.7626117243127,1723.5825674476441,1.9639118895684518,0.017598202504002798,9.935064935064934,27.487012987012985,792081295.3280486,14520267615.565847,5956522909.090909,581119000.0,14520267615.565847,37620129.56108388,336924.2306675125,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0237,arm-grid-I-ne-p110,17000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,561.0328081282178,549.6974031072139,2095.8681985063376,2.3881075103412703,0.019716076081220116,9.935064935064934,27.487012987012985,792081295.3280486,15067852323.733513,5956522909.090909,581119000.0,15067852323.733513,59363263.743089415,409698.26087760285,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0238,arm-grid-I-ne-p110,17000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,433.7812089388677,425.1632415313893,2492.0180906093315,2.839494927367906,0.021822868575136465,9.935064935064934,27.487012987012985,792081295.3280486,15628926615.416443,5956522909.090909,581119000.0,15628926615.416443,84874440.4324643,487137.25344264775,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0239,arm-grid-I-ne-p110,17000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,355.3759738692261,348.40627339683954,2910.195681372378,3.3159814954972187,0.023919623621725818,9.935064935064934,27.487012987012985,792081295.3280486,16202529986.71033,5956522909.090909,581119000.0,16202529986.71033,106463398.46722467,568882.1989481455,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0240,arm-grid-I-ne-p110,17000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,304.6014302326948,298.7334148527842,3348.8176832100607,3.815763159981654,0.02600722492176194,9.935064935064934,27.487012987012985,792081295.3280486,16787702240.674583,5956522909.090909,581119000.0,16787702240.674583,140582514.38114092,654623.5978889854,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,satisfied,False
20260901-sustainment-fence:c0241,arm-grid-I-ne-p110,17000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,268.6591308213288,263.57675170538295,3806.5058790179983,4.337269530746016,0.028086429482109855,9.935064935064934,27.487012987012985,792081295.3280486,17383575496.709633,5956522909.090909,581119000.0,17383575496.709633,178966826.03796384,744092.0377366607,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0242,arm-grid-I-ne-p110,17000000.0,7.084e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,240.84763628729408,236.352165697454,4282.050434385177,4.879122079004349,0.030157892313420715,9.935064935064934,27.487012987012985,792081295.3280486,17989384655.492176,5956522909.090909,581119000.0,17989384655.492176,210665986.12410095,837051.0212464993,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,satisfied,False
20260901-sustainment-fence:c0243,arm-grid-I-ne-p110,18000000.0,3.036e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,112220.27593151089,109820.42264760115,1013.1957313119065,1.1544716109133535,0.01182766372593546,10.519480519480519,29.1038961038961,888008095.8003036,13946636633.022753,6303704727.272726,581119000.0,13946636633.022753,11571861.499861695,198058.5083274471,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0244,arm-grid-I-ne-p110,18000000.0,3.542e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,1860.85141551523,1821.9523106585293,1312.407430894819,1.4954041692990228,0.013727167151800617,10.519480519480519,29.1038961038961,888008095.8003036,14453689710.491146,6303704727.272726,581119000.0,14453689710.491146,24226274.875226315,256548.11804656725,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0245,arm-grid-I-ne-p110,18000000.0,4.048e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,942.6589317815161,923.1985485461984,1637.3409720815387,1.8656451179535254,0.015614070555233192,10.519480519480519,29.1038961038961,888008095.8003036,14960527558.994818,6303704727.272726,581119000.0,14960527558.994818,34798420.91403851,320065.8081474399,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0246,arm-grid-I-ne-p110,18000000.0,4.554e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,637.5659223355965,624.6072050678682,1985.575724329548,2.262436303486077,0.017489823022158704,10.519480519480519,29.1038961038961,888008095.8003036,15478560025.27726,6303704727.272726,581119000.0,15478560025.27726,54640103.13218258,388138.39614454284,satisfied,satisfied,violated,violated,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0247,arm-grid-I-ne-p110,18000000.0,5.06e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,483.95715930303317,474.23278775641853,2355.093160569784,2.6834777436473676,0.01935560538670426,10.519480519480519,29.1038961038961,888008095.8003036,16007781377.022808,6303704727.272726,581119000.0,16007781377.022808,70481935.1943636,460371.30234516505,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0248,arm-grid-I-ne-p110,18000000.0,5.566e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,394.49364093902483,386.69477784083955,2744.1857638722636,3.1268238323122457,0.02121239694442603,10.519480519480519,29.1038961038961,888008095.8003036,16547461252.190125,6303704727.272726,581119000.0,16547461252.190125,97887492.86403441,536430.7430137014,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0249,arm-grid-I-ne-p110,18000000.0,6.072e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,335.61791154737364,329.0912870317983,3151.3914170913404,3.5908085806847514,0.02306102171087652,10.519480519480519,29.1038961038961,888008095.8003036,17096806312.850098,6303704727.272726,581119000.0,17096806312.850098,128836724.5656499,616030.9049238252,satisfied,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,False
20260901-sustainment-fence:c0250,arm-grid-I-ne-p110,18000000.0,6.578e+20,14.63,110.0,False,12.7,1.3,0.85,0.07,292.8835178982087,287.2571386227269,3575.4449653061697,4.0739904258028785,0.02490218159650713,10.519480519480519,29.1038961038961,888008095.8003036,17655084712.563343,6303704727.272726,581119000.0,17655084712.563343,154063394.8777944,698924.4768318331,satisfied,satisfied,violated,satisfied,satisfied,satisfied,violated,violated,False
